PCRD_FormID	PCRD_EDID	MNAM_Name	DESC	DATA_UnknownBytes	DATA_SpeciesCode	DATA_SpeciesText	DATA_MinLevel	DATA_Special	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	RankCount	RankPERKs_Flat	RankPERK_1_FormID	RankPERK_1_EDID	RankPERK_1_FULL	RankPERK_2_FormID	RankPERK_2_EDID	RankPERK_2_FULL	RankPERK_3_FormID	RankPERK_3_EDID	RankPERK_3_FULL	RankPERK_4_FormID	RankPERK_4_EDID	RankPERK_4_FULL	RankPERK_5_FormID	RankPERK_5_EDID	RankPERK_5_FULL	RankPERK_6_FormID	RankPERK_6_EDID	RankPERK_6_FULL	RankPERK_7_FormID	RankPERK_7_EDID	RankPERK_7_FULL	RankPERK_8_FormID	RankPERK_8_EDID	RankPERK_8_FULL	RankPERK_9_FormID	RankPERK_9_EDID	RankPERK_9_FULL	RankPERK_10_FormID	RankPERK_10_EDID	RankPERK_10_FULL
00471416	"zzz_Babylon_GhoulishCard"	"Ghoulish"	"Sure, you're still human - on the outside!"	""	""	""	"1"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_Ghoulish03[00479B33]"	00479B33	"zzz_Babylon_Ghoulish03"	"Ghoulish"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471417	"zzz_Babylon_GladiatorMasterCard"	"GladiatorMaster"	"In another life you were a swordsman!"	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_GladiatorMaster03[00479B34]"	00479B34	"zzz_Babylon_GladiatorMaster03"	"Master Gladiator"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471418	"zzz_Babylon_GrenadierCard"	"Grenadier"	"Cool people don't look at explosions."	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Grenadier02[00479B36]"	00479B36	"zzz_Babylon_Grenadier02"	"Grenadier"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471419	"zzz_Babylon_GroundPounderCard"	"GroundPounder"	"The battlefield is your happy place!"	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_GroundPounder03[00479B37]"	00479B37	"zzz_Babylon_GroundPounder03"	"Ground Pounder"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047141A	"zzz_Babylon_GuerrillaMasterCard"	"GuerrillaMaster"	"You're a close-quarters gun warrior!"	""	""	""	"1"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_GuerrillaMaster03[00479B38]"	00479B38	"zzz_Babylon_GuerrillaMaster03"	"Master Guerrilla"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047141B	"zzz_Babylon_GunRunnerCard"	"GunRunner"	"Carry light and run fast."	""	""	""	"1"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_GunRunner02[00479B39]"	00479B39	"zzz_Babylon_GunRunner02"	"Gun Runner"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047141C	"zzz_Babylon_GunslingerMasterCard"	"GunslingerMaster"	"Quick on the draw, quick on the trigger."	""	""	""	"1"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_GunslingerMaster03[00479B3A]"	00479B3A	"zzz_Babylon_GunslingerMaster03"	"Master Gunslinger"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047141D	"zzz_Babylon_HeavyGunnerMasterCard"	"HeavyGunnerMaster"	"You're a tank with legs."	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_HeavyGunnerMaster03[00479B3C]"	00479B3C	"zzz_Babylon_HeavyGunnerMaster03"	"Master Heavy Gunner"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047141E	"zzz_Babylon_IncisorCard"	"Incisor"	"Aim for the joints!"	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Incisor03[00479B3D]"	00479B3D	"zzz_Babylon_Incisor03"	"Incisor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047141F	"zzz_Babylon_IroncladCard"	"Ironclad"	"The knights had it right!"	""	""	""	"1"	"Endurance"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Ironclad05[00479B3E]"	00479B3E	"zzz_Babylon_Ironclad05"	"Ironclad"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471420	"zzz_Babylon_LastLaughCard"	"LastLaugh"	"You find humor in death, your own specifically."	""	""	""	"1"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_LastLaugh01[00479B40]"	00479B40	"zzz_Babylon_LastLaugh01"	"Last Laugh"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471421	"zzz_Babylon_LockAndLoadCard"	"LockAndLoad"	"Maximize the pain on your target!"	""	""	""	"1"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_LockAndLoad03[00479B42]"	00479B42	"zzz_Babylon_LockAndLoad03"	"Lock and Load"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471422	"zzz_Babylon_LongshotCard"	"LongShot"	"Keep your distance long and your kill-count high."	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Longshot03[00479B43]"	00479B43	"zzz_Babylon_Longshot03"	"Long Shot"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471423	"zzz_Babylon_MartialArtistCard"	"MartialArtist"	"Light as paper, hard as steel."	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_MartialArtist03[00479B45]"	00479B45	"zzz_Babylon_MartialArtist03"	"Martial Artist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471424	"zzz_Babylon_ModernRenegadeCard"	"ModernRenegade"	"Today's skill - yesterday's style!"	""	""	""	"1"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_ModernRenegade03[00479B46]"	00479B46	"zzz_Babylon_ModernRenegade03"	"Modern Renegade"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471425	"zzz_Babylon_OneGunArmyCard"	"OneGunArmy"	"You don't need an army. You ARE the army!"	""	""	""	"1"	"Luck"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_OneGunArmy03[00479B48]"	00479B48	"zzz_Babylon_OneGunArmy03"	"One Gun Army"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471426	"zzz_Babylon_OrdnanceExpressCard"	"OrdnanceExpress"	"You are an explosive freight train, literally."	""	""	""	"1"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_OrdnanceExpress03[00479B49]"	00479B49	"zzz_Babylon_OrdnanceExpress03"	"Ordnance Express"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471427	"zzz_Babylon_OverlyGenerousCard"	"OverlyGenerous"	"Radiation, the gift that keeps on giving!"	""	""	""	"1"	"Charisma"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_OverlyGenerous02[00479B4A]"	00479B4A	"zzz_Babylon_OverlyGenerous02"	"Overly Generous"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471428	"zzz_Babylon_PackinLightCard"	"PackinLight"	"Packing light doesn't mean packing little!"	""	""	""	"1"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_PackinLight03[00479B4B]"	00479B4B	"zzz_Babylon_PackinLight03"	"Packin' Light"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471429	"zzz_Babylon_PharmacistCard"	"Pharmacist"	"Take 2 of these and never call me again."	""	""	""	"1"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Pharmacist03[00479B4C]"	00479B4C	"zzz_Babylon_Pharmacist03"	"Pharmacist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047142A	"zzz_Babylon_PharmaFarmaCard"	"PharmaFarma"	"Chems don't grow on trees. Or do they?"	""	""	""	"1"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_PharmaFarma03[00479B4D]"	00479B4D	"zzz_Babylon_PharmaFarma03"	"Pharma Farma"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047142B	"zzz_Babylon_QuickHandsCard"	"QuickHands"	"In combat, there's no time to hesitate."	""	""	""	"1"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_QuickHands03[00479B4E]"	00479B4E	"zzz_Babylon_QuickHands03"	"Quick Hands"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047142C	"zzz_Babylon_RadResistantCard"	"RadResistant"	"Exposure to the Wasteland has made you more resilient."	""	""	""	"1"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_RadResistant04[00479B4F]"	00479B4F	"zzz_Babylon_RadResistant04"	"Rad Resistant"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047142D	"zzz_Babylon_RiflemanMasterCard"	"RiflemanMaster"	"You'd give Daniel Boone a run for his money!"	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_RiflemanMaster03[00479B52]"	00479B52	"zzz_Babylon_RiflemanMaster03"	"Master Rifleman"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047142E	"zzz_Babylon_ScattershotCard"	"Scattershot"	"You were born to shoot buckshot!"	""	""	""	"1"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Scattershot03[00479B53]"	00479B53	"zzz_Babylon_Scattershot03"	"Scattershot"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047142F	"zzz_Babylon_ScroungerCard"	"Scrounger"	"Keep the fight going!"	""	""	""	"1"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Scrounger03[00479B54]"	00479B54	"zzz_Babylon_Scrounger03"	"Scrounger"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471430	"zzz_Babylon_ShotgunnerMasterCard"	"ShotgunnerMaster"	"You're a trophy shooter - with the trophy to prove it!"	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_ShotgunnerMaster03[00479B55]"	00479B55	"zzz_Babylon_ShotgunnerMaster03"	"Master Shotgunner"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471431	"zzz_Babylon_SkeetShooterCard"	"SkeetShooter"	"Pull!"	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_SkeetShooter03[00479B56]"	00479B56	"zzz_Babylon_SkeetShooter03"	"Skeet Shooter"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471432	"zzz_Babylon_SniperCard"	"Sniper"	"It's all about focus."	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Sniper03[00479B57]"	00479B57	"zzz_Babylon_Sniper03"	"Sniper"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471433	"zzz_Babylon_SturdyFrameCard"	"SturdyFrame"	"You are built like a brick house."	""	""	""	"1"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_SturdyFrame02[00479B5B]"	00479B5B	"zzz_Babylon_SturdyFrame02"	"Sturdy Frame"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471434	"zzz_Babylon_TankKillerCard"	"TankKiller"	"You are a human can opener."	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_TankKiller03[00479B5D]"	00479B5D	"zzz_Babylon_TankKiller03"	"Tank Killer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471435	"zzz_Babylon_ThruHikerCard"	"ThruHiker"	"You have learned the art of proper weight distribution."	""	""	""	"1"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_ThruHiker03[00479B60]"	00479B60	"zzz_Babylon_ThruHiker03"	"Thru-hiker"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471436	"zzz_Babylon_TravelingPharmacyCard"	"TravelingPharmacy"	"You're great at getting boosted... on the go!"	""	""	""	"1"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_TravelingPharmacy03[00479B61]"	00479B61	"zzz_Babylon_TravelingPharmacy03"	"Traveling Pharmacy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471437	"zzz_Babylon_WreckingBallCard"	"WreckingBall"	"You are a literal home wrecker."	""	""	""	"1"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_WreckingBall03[00479B62]"	00479B62	"zzz_Babylon_WreckingBall03"	"Wrecking Ball"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004716BD	"zzz_Babylon_FireInTheHoleCard"	"FireInTheHole"	"Put it there!"	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_FireInTheHole03[00479B31]"	00479B31	"zzz_Babylon_FireInTheHole03"	"Fire in the Hole"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00472BEE	"zzz_Babylon_BriefcaseBloodhoundCard"	"BriefcaseBloodhound"	"Perception Bonus"	""	""	""	"1"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_BriefcaseBloodhound01[004500C1]"	004500C1	"zzz_Babylon_BriefcaseBloodhound01"	"Briefcase Detector"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00472BEF	"zzz_Babylon_HackAndSeekCard"	"HackAndSeek"	"Perception Bonus"	""	""	""	"1"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_HackAndSeek01[004500C0]"	004500C0	"zzz_Babylon_HackAndSeek01"	"Hack Detector"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00472BF3	"zzz_Babylon_CharismaBonus3Card"	"ActionBoy"	"Charisma Bonus"	""	""	""	"1"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_Charisma_Bonus_3[004500B6]"	004500B6	"zzz_Babylon_Charisma_Bonus_3"	"Charisma Bonus 15"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00472BF4	"zzz_Babylon_CreatureCrusherCard"	"CreatureCrusher"	"Charisma Bonus"	""	""	""	"1"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_CreatureCrusher01[004500B5]"	004500B5	"zzz_Babylon_CreatureCrusher01"	"Creature Crusher"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00472BF5	"zzz_Babylon_MonsterMufflerCard"	"MonsterMuffler"	"Charisma Bonus"	""	""	""	"1"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_MonsterMuffler01[004500B4]"	004500B4	"zzz_Babylon_MonsterMuffler01"	"Monster Muffler"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00472BFA	"zzz_Babylon_FrogLegsCard"	"FrogLegs"	"Agility Bonus"	""	""	""	"1"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_FrogLegs01[004500B2]"	004500B2	"zzz_Babylon_FrogLegs01"	"Frog Legs"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D5F	"zzz_Babylon_DodgyCard"	"Dodgy"	"Dodge bullets and roll with the punches."	""	""	""	"50"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Dodgy03[00479D5E]"	00479D5E	"zzz_Babylon_Dodgy03"	"Dodgy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D60	"zzz_Babylon_HomebodyCard"	"Homebody"	"Home is where the heart is."	""	""	""	"19"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_Homebody02[00479D5D]"	00479D5D	"zzz_Babylon_Homebody02"	"Homebody"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D61	"zzz_Babylon_LuckyBreakCard"	"LuckyBreak"	"If it ain't broke, don't fix it!"	""	""	""	"50"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_LuckyBreak03[00479D5C]"	00479D5C	"zzz_Babylon_LuckyBreak03"	"Lucky Break"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D62	"zzz_Babylon_MagneticPersonalityCard"	"MagneticPersonality"	"You are the original social butterfly."	""	""	""	"50"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_MagneticPersonality02[00479D5B]"	00479D5B	"zzz_Babylon_MagneticPersonality02"	"Magnetic Personality"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D63	"zzz_Babylon_NerdRageCard"	"NerdRage"	"Genius. Is. ANGRY!"	""	""	""	"50"	"Intelligence"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_NerdRage03[00479D5A]"	00479D5A	"zzz_Babylon_NerdRage03"	"Nerd Rage!"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D64	"zzz_Babylon_RadicoolCard"	"Radicool"	"What does not kill you makes you stronger!"	""	""	""	"50"	"Endurance"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Radicool01[00479D59]"	00479D59	"zzz_Babylon_Radicool01"	"Radicool"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D65	"zzz_Babylon_SluggerMasterCard"	"SluggerMaster"	"Home run with each hit!"	""	""	""	"50"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_SluggerMaster03[00479D58]"	00479D58	"zzz_Babylon_SluggerMaster03"	"Master Slugger"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D66	"zzz_Babylon_SquadManeuversCard"	"SquadManeuvers"	"Squad! Move out! Go go go!"	""	""	""	"50"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_SquadManeuvers02[00479D57]"	00479D57	"zzz_Babylon_SquadManeuvers02"	"Squad Maneuvers"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D67	"zzz_Babylon_StabilizedCard"	"Stabilized"	"Good thing you installed shock absorbers."	""	""	""	"50"	"Intelligence"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Stabilized03[00479D56]"	00479D56	"zzz_Babylon_Stabilized03"	"Stabilized"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00479D68	"zzz_Babylon_WhiteKnightCard"	"WhiteKnight"	"Keep it clean and it lasts longer!"	""	""	""	"50"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_WhiteKnight03[00479D55]"	00479D55	"zzz_Babylon_WhiteKnight03"	"White Knight"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004E84E8	"RoboticsExpertCard"	"RoboticsExpert"	"Machines will always serve humans, if you have anything to say about it."	""	""	""	"48"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=RoboticsExpert01[004E84E5] | Rank2=RoboticsExpert02[004E84E6] | Rank3=RoboticsExpert03[004E84E7]"	004E84E5	"RoboticsExpert01"	"Robotics Expert"	004E84E6	"RoboticsExpert02"	"Robotics Expert"	004E84E7	"RoboticsExpert03"	"Robotics Expert"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004F9FD3	"WoodchuckerCard"	"WoodChucker"	"You can chuck more wood than a woodchuck chucks."	""	""	""	"17"	"Luck"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Woodchucker01[004F9FCF]"	004F9FCF	"Woodchucker01"	"WoodChucker"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00505BD1	"AntiEpidemicCard"	"AntiEpidemic"	"You're a happy doc. Your cures are contagious."	""	""	""	"34"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	2	"Rank1=AntiEpidemic01[00505BCD] | Rank2=AntiEpidemic02[00505BCE]"	00505BCD	"AntiEpidemic01"	"Anti-Epidemic"	00505BCE	"AntiEpidemic02"	"Anti-Epidemic"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0051ABC6	"LastLaughCard"	"LastLaugh"	"You find humor in death, your own specifically."	""	""	""	"27"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=LastLaugh01[00391F1F]"	00391F1F	"LastLaugh01"	"Last Laugh"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0051ABC9	"FortuneFinderCard"	"FortuneFinder"	"You're a human metal detector."	""	""	""	"22"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=FortuneFinder01[00518504]"	00518504	"FortuneFinder01"	"Fortune Finder"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0051ABCA	"PannapictagraphistCard"	"Pannapictagraphist"	"You can just hear those sweet, sweet zines!"	""	""	""	"12"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Pannapictagraphist01[003E956E]"	003E956E	"Pannapictagraphist01"	"Pannapictagraphist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0051ABCB	"PerceptiBobbleCard"	"Perceptibobble"	"Gettin' warm!"	""	""	""	"16"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=PerceptiBobble01[003E956D]"	003E956D	"PerceptiBobble01"	"Percepti-Bobble"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00520BD8	"SluggerExpertCard"	"SluggerExpert"	"Knock 'em out of the park!"	""	""	""	"15"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=SluggerExpert01[000E36FE]"	000E36FE	"SluggerExpert01"	"Knee-Capper"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00520BD9	"SluggerMasterCard"	"SluggerMaster"	"Home run with each hit!"	""	""	""	"35"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=SluggerMaster01[00520BD4]"	00520BD4	"SluggerMaster01"	"Heavy Hitter"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0052415D	"GoodWithSaltCard"	"GoodWithSalt"	"You're so salty, it rubs off on your food!"	""	""	""	"9"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	2	"Rank1=GoodWithSalt01[00524159] | Rank2=GoodWithSalt02[0052415B]"	00524159	"GoodWithSalt01"	"Good With Salt"	0052415B	"GoodWithSalt02"	"Good With Salt"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00563B8F	"ArcherCard"	"Archer"	"A proper release should surprise even the archer."	""	""	""	"2"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Archer01[00563B8B] | Rank2=Archer02[00563B8C] | Rank3=Archer03[00563B8D]"	00563B8B	"Archer01"	"Hat Trick"	00563B8C	"Archer02"	"Hat Trick"	00563B8D	"Archer03"	"Hat Trick"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00563B93	"ArcherExpertCard"	"ArcherExpert"	"Make every shot a strong shot."	""	""	""	"15"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=ArcherExpert01[00563B90]"	00563B90	"ArcherExpert01"	"Deal Sealer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00563B97	"ArcherMasterCard"	"ArcherMaster"	"You could teach Robin Hood a thing or two."	""	""	""	"35"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=ArcherMaster01[00563B94]"	00563B94	"ArcherMaster01"	"Master Archer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00563B9B	"BowBeforeMeCard"	"BowBeforeMe"	"Your arrows always hit where their armor isn't."	""	""	""	"6"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=BowBeforeMe01[00563B87] | Rank2=BowBeforeMe02[00563B99]"	00563B87	"BowBeforeMe01"	"Bow Before Me"	00563B99	"BowBeforeMe02"	"Bow Before Me"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
