ARMO_FormID	ARMO_EDID	ARMO_FULL	BOD2_FirstPersonFlags	BOD2_FirstPersonFlagLabels	Keywords_EDID_Flat
000BEDF4	SkinBloodbugVampAdult		32|33|59|60|61	FaceGen Head|BODY|Shield|Pipboy|FX	
000BEDF5	SkinBloodbugRedAdult		32|59|60|61	FaceGen Head|Shield|Pipboy|FX	
000BEDF6	SkinBloodbugRedJuvi		32|59|60|61	FaceGen Head|Shield|Pipboy|FX	
000BEDF7	SkinBloodbugRedTeen		32|59|60|61	FaceGen Head|Shield|Pipboy|FX	
000C978E	SkinStingwingFat		33|59|61	BODY|Shield|FX	
000C978F	SkinStingwingGlow		33|59|61	BODY|Shield|FX	
000C9790	SkinBloodbugBaseAdultGlow		32|60|61	FaceGen Head|Pipboy|FX	
000C9791	SkinStingwingThin		33|59|61	BODY|Shield|FX	
000D4166	ATX_Headwear_FlightHelmetBrown	Brown Flight Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0013879C	SkinMirelurkBarnacleMax01		32	FaceGen Head	
0013879D	SkinMirelurkBarnacleMax02		32	FaceGen Head	
0013879E	SkinMirelurkBarnacleMax03		32	FaceGen Head	
0013879F	SkinMirelurkBarnacleMega01		32	FaceGen Head	
001387A0	SkinMirelurkBarnacleMega02		32	FaceGen Head	
001387A1	SkinMirelurkBarnacleMin01		32	FaceGen Head	
001387A2	SkinMirelurkBarnacleMin02		32	FaceGen Head	
001387A3	SkinMirelurkBarnacleMin03		32	FaceGen Head	
001387A4	SkinMirelurkBarnacleMin04		32	FaceGen Head	
001387A5	SkinMirelurkFishingnet01		34	L Hand	
001387A6	SkinMirelurkSeaweed01		30	Hair Top	
001387A7	SkinMirelurkSeaweed01vine		30|31	Hair Top|Hair Long	
001387A8	SkinMirelurkSeaweed02		30	Hair Top	
001387A9	SkinMirelurkSeaweed02vine		30|31	Hair Top|Hair Long	
001387AA	SkinMirelurkVine01		31	Hair Long	
0013D65E	ATX_Clothes_PrewarShortSleevesAndSlacks_Clean	Checkered Shirt and Slacks	57	Coverall	
00140CE4	HandyArtObjectsPrewarFX		59|60	Shield|Pipboy	
00140D16	SkinMirelurkDirtGravel		61	FX	
00140D19	SkinMirelurkCaveMud		61	FX	
00140D85	SkinMirelurkNestMud		61	FX	
00140D86	SkinMirelurkRiverbedRocks		61	FX	
00140D87	SkinMirelurkRiverbedRocksWet01		61	FX	
00140D88	SkinMirelurkRiverbedRocksWet02		61	FX	
00140D89	SkinMirelurkSandRocksWet		61	FX	
00140F05	SkinMirelurkWaterDrops		61	FX	
001428EE	SkinMirelurkHunterDirt	MirelurkHunter	61	FX	
00142910	SkinMirelurkHunterCaveMud	MirelurkHunter	61	FX	
00142916	SkinMirelurkHunterNestMud	MirelurkHunter	61	FX	
0014292F	SkinMirelurkHunterSandRock	MirelurkHunter	61	FX	
00142939	SkinMirelurkHunterWater	MirelurkHunter	61	FX	
0014616D	SkinNaked_UnderwearWhite		33|34|35	BODY|L Hand|R Hand	
00146174	ATX_Clothes_Postman	Postman Uniform	57	Coverall	
00146177	CUT_ATX_Clothes_PostmanPostwar	Dirty Postman Uniform	57	Coverall	
0014941A	ATX_Clothes_SummerShorts	Summer Shorts	57	Coverall	
0014A349	Clothes_Bathrobe	Bathrobe	57	Coverall	
001536F4	Clothes_Longshoreman	Longshoreman Outfit	57	Coverall	
001574C7	Clothes_Highschool_JacketRed	Letterman's Jacket and Jeans	57	Coverall	
0015E64B	SkinEyeBotBoS		33|59	BODY|Shield	
001641F8	ATX_Clothes_Highschool_Jacket_DBTech	DB Tech Varsity Uniform	57	Coverall	
00169523	Clothes_BoS_Soldier	Brotherhood Scribe Outfit	57	Coverall	
00176DA1	SkinMirelurkSpawnHatchlingJuice		61	FX	
00176E1F	SkinMirelurkQueenWet		33	BODY	
0017E917	Headwear_BandanaBlue	Blue Bandana	48|49|50	Beard|Mouth|Neck	
0017E91B	Headwear_BandanaLeopard	Leopard Print Bandana	48|49|50	Beard|Mouth|Neck	
0017E91C	ATX_Headwear_BandanaMonkey	Jangles Bandana	48|49|50	Beard|Mouth|Neck	
0017E91D	Headwear_BandanaSkull	Skull Bandana	48|49|50	Beard|Mouth|Neck	
0017E922	Headwear_BandanaCamo	Camo Bandana	48|49|50	Beard|Mouth|Neck	
0017E923	Headwear_BandanaGreen	Green Bandana	48|49|50	Beard|Mouth|Neck	
0017E924	Headwear_BandanaStripes	Striped Bandana	48|49|50	Beard|Mouth|Neck	
0017E925	ATX_Headwear_BandanaStarsNStripes	Stars and Stripes Bandana	48|49|50	Beard|Mouth|Neck	
0018B210	ClothesDog_DogCollarChain	Chain Dog Collar	43|50	[A] R Arm|Neck	
0018B214	Armor_HazmatSuitDamaged	Damaged Hazmat Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
00194041	SkinViciousDogAlphaA		33	BODY	
00194044	SkinViciousDog02		33	BODY	
00194047	SkinViciousDog04A		33	BODY	
0019404A	SkinViciousDog03A		33	BODY	
0019404D	SkinViciousDog05A		33	BODY	
0019404F	SkinViciousDogAlpha04A		33	BODY	
00194051	SkinViciousDogAlpha02A		33	BODY	
00194053	SkinViciousDogAlpha03A		33	BODY	
00194055	SkinViciousDogAlpha05A		33	BODY	
00194057	SkinViciousDog06A		33	BODY	
00194059	SkinViciousDogAlphaA06		33	BODY	
001942D6	Clothes_WastelandCommon	Green Shirt and Combat Boots	57	Coverall	
0019CBB1	Headwear_Army_Helmet_postwar	Dirty Army Helmet	30|46	Hair Top|Headband	
0019CBB3	Clothes_FatiguesPostWar	Dirty Army Fatigues	57	Coverall	
001AE477	mireLurkKingCloakingArmorFX		61	FX	
001B3A00	SupermutantArmor0_Torso	Super Mutant Light Body Armor	41	[A] Torso	
001B3A01	SupermutantArmor0_Arms	Super Mutant Heavy Gauntlets	42|43	[A] L Arm|[A] R Arm	
001B3A03	SupermutantArmor1_Arms	Super Mutant Arm Guards	42|43	[A] L Arm|[A] R Arm	
001B3A05	SupermutantArmor1_Lower	Super Mutant Leg Guards	44|45	[A] L Leg|[A] R Leg	
001B3A07	SupermutantArmor1_Torso	Super Mutant Cowl Armor	41	[A] Torso	
001B3A09	SupermutantArmor2_Arms	Super Mutant Bracers	42|43	[A] L Arm|[A] R Arm	
001B3A0B	SupermutantArmor2_Lower	Super Mutant Leg Armor	44|45	[A] L Leg|[A] R Leg	
001B3A0D	SupermutantArmor2_Torso	Super Mutant Heavy Armor	41	[A] Torso	
001B3A0F	SupermutantArmor3_Torso	Super Mutant Shogun Body Armor	41	[A] Torso	
001B3A11	SupermutantRags1_Torso	Super Mutant Shoulder Rags	41	[A] Torso	
001B3A13	SupermutantRags2_Arms	Super Mutant Wrist Wraps	42|43	[A] L Arm|[A] R Arm	
001B3A15	SupermutantHat1	Super Mutant Helmet	46	Headband	
001B3A17	SupermutantHat2	Super Mutant Bladed Helmet	46	Headband	
001B3A19	SupermutantHat3	Super Mutant Aviator Cap	46	Headband	
001B3A1B	SupermutantHat4	Super Mutant Cage Helmet	46	Headband	
001B3A1D	SupermutantRags1_Lower	Super Mutant Waistcloth	44|45	[A] L Leg|[A] R Leg	
001B3A1F	SupermutantRags2_Torso	Super Mutant Chest Harness	41	[A] Torso	
001B5ACC	ClothesDog_ArmorLight	Light Dog Armor	41	[A] Torso	
001B828C	Clothes_WastelandDress	Ratty Skirt	57	Coverall	
001BA8DA	Headwear_Mobsterhat	Bowler	30|46	Hair Top|Headband	
001BC0E8	SkinRadscorpionGlowing		33	BODY	
001BDDF8	ATX_Clothes_SuitClean_Black	Clean Black Suit	57	Coverall	
001BDDF9	ATX_Clothes_SuitClean_Blue	Clean Blue Suit	57	Coverall	
001BDDFA	ATX_Clothes_SuitClean_Grey	Clean Grey Suit	57	Coverall	
001BDDFB	ATX_TP_Clothes_SuitClean_Striped	Clean Striped Suit	57	Coverall	
001BDE04	Clothes_SuitDirty_Black_NONPLAYABLE		57	Coverall	
001BDE05	Clothes_SuitDirty_Blue_NONPLAYABLE		57	Coverall	
001BDE06	Clothes_SuitDirty_Grey_NONPLAYABLE		57	Coverall	
001BDE07	Clothes_SuitDirty_Striped_NONPLAYABLE		57	Coverall	
001C205F	SkinMoleratHairExtraBroodmother		31	Hair Long	
001C2060	SkinMoleratHairBasicBroodmother		31	Hair Long	
001C2061	SkinMoleratHairBackBroodmother		31	Hair Long	
001C2065	SkinMoleratWhole01		33	BODY	
001C2067	SkinMoleratWhole02		33	BODY	
001C2069	SkinMoleratBroodmother01		33	BODY	
001C26B9	Clothes_Jumpsuit_Generic	Mechanic Jumpsuit	57	Coverall	
001C32C7	ClothesDog_ArmorHeavy	Heavy Dog Armor	41	[A] Torso	
001C32C8	ClothesDog_ArmorMedium	Dog Armor	41	[A] Torso	
001C4BE8	Headwear_EyeGlasses	Eyeglasses	47	Eyes	
001C67B0	ClothesDog_DogCollarSpiked	Spiked Dog Collar	50	Neck	
001C67B1	ClothesDog_DogCollarDouble	Double Dog Collar	50	Neck	
001C67B2	ClothesDog_DogCollarReinforced	Reinforced Dog Collar	50	Neck	
001C67B3	ClothesDog_DogHeadMuzzle	Spiked Muzzle	46	Headband	
001C67B4	ClothesDog_DogHeadHelmet	Dog Helmet	46	Headband	
001C88AE	SkinDeathclawChameleon		33	BODY	
001C982F	SkinEyeBotBigDig		33|59|61	BODY|Shield|FX	
001D0ACD	SkinMirelurkKingDirt	MirelurkKing	61	FX	
001D0ACE	SkinMirelurkKingWater	MirelurkKing	61	FX	
001D8853	ATX_Headwear_VaultTecSecurityHelmet_Clean	Vault-Tec Security Helmet Clean	30|31|46	Hair Top|Hair Long|Headband	
001E03CD	SkinMirelurkHunterGlow	MirelurkHunter	33	BODY	
001E22E5	FXCriticalSkeleton		61	FX	
001F9790	ATX_Headwear_PostmanHat	Postman Hat	30|46	Hair Top|Headband	
001F9793	CUT_ATX_Headwear_PostmanHatPostwar	Dirty Postman Hat	30|46	Hair Top|Headband	
001FA250	Headwear_LongshoremanHat	Yellow Slicker Hat	30|31|46	Hair Top|Hair Long|Headband	
002075BE	ATX_Clothes_PrewarHouseDress_Cream_Clean	Laundered Cream Dress	57	Coverall	
002075BF	ATX_Clothes_PrewarHouseDress_Pink_Clean	Laundered Pink Dress	57	Coverall	
002075C0	ATX_Clothes_PreWarDressBlue_Clean	Laundered Denim Dress	57	Coverall	
002075C1	ATX_Clothes_PreWarDressPink_Clean	Laundered Rose Dress	57	Coverall	
002223E3	Armor_BoS_Soldier_Underarmor	Brotherhood Soldier Suit	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0022B191	SkinTurretSpotlightWorkshop		33|61	BODY|FX	
0022BC24	AssaultronShield		60	Pipboy	
0022CB58	SkinMoleratGlowingWhole		33	BODY	
0022CB59	SkinRadRoachGlowing		33	BODY	
0022CB5A	SuperMutantSuicideChains	Super Mutant Chains	36	[U] Torso	
0022CB5B	SkinViciousDogGlowingA		33	BODY	
0022CB5C	SkinViciousDogAlphaGlowingA		33	BODY	
0023A400	BrahminPackLampLightArmor		61	FX	
0023F20E	SkinSentryBotOverheatLight		59	Shield	
00247980	SkinBloatfly_dead		32|34|37	FaceGen Head|L Hand|[U] L Arm	
00247983	SkinStingwing_dead		33	BODY	
00248FD3	SupermutantArmor0_Arms1	Super Mutant Heavy Gauntlets	42|43	[A] L Arm|[A] R Arm	
00248FD4	SupermutantArmor0_Torso1	Super Mutant Light Body Armor	41	[A] Torso	
00248FD6	SupermutantArmor1_Arms1	Super Mutant Arm Guards	42|43	[A] L Arm|[A] R Arm	
00248FD7	SupermutantArmor1_Lower1	Super Mutant Leg Guards	44|45	[A] L Leg|[A] R Leg	
00248FD8	SupermutantArmor1_Torso1	Super Mutant Cowl Armor	41	[A] Torso	
00248FD9	SupermutantArmor2_Arms1	Super Mutant Bracers	42|43	[A] L Arm|[A] R Arm	
00248FDA	SupermutantArmor2_Lower1	Super Mutant Leg Armor	44|45	[A] L Leg|[A] R Leg	
00248FDB	SupermutantArmor2_Torso1	Super Mutant Heavy Armor	41	[A] Torso	
00248FDC	SupermutantHat5	Super Mutant Helmet	46	Headband	
00248FDD	SupermutantHat6	Super Mutant Bladed Helmet	46	Headband	
00248FDE	SupermutantHat7	Super Mutant Aviator Cap	46	Headband	
00248FDF	SupermutantHat8	Super Mutant Cage Helmet	46	Headband	
00248FE0	SupermutantRags1_Lower1	Super Mutant Waistcloth	44|45	[A] L Leg|[A] R Leg	
00248FE1	SupermutantRags1_Torso1	Super Mutant Shoulder Rags	41	[A] Torso	
00248FE2	SupermutantRags2_Arms1	Super Mutant Wrist Wraps	42|43	[A] L Arm|[A] R Arm	
00248FE3	SupermutantRags2_Torso1	Super Mutant Chest Harness	41	[A] Torso	
00248FE4	SuperMutantSuicideChains1	Super Mutant Chains	36	[U] Torso	
0000D235	SkinMothman		33|61	BODY|FX	
0000E7D5	SkinHoneyBeast		33	BODY	
0000E88B	SkinGraftonMonster		33|53|54|55|56|57|58|59|60|61	BODY|Decapitation|Backpack|EyeOfRa|Unnamed|Coverall|Unnamed|Shield|Pipboy|FX	
00011B6C	SkinRadToad		33|34	BODY|L Hand	
00012E6C	SkinMoleMiner		33|34	BODY|L Hand	
0001554F	SkinWendigo		33	BODY	
0010ED1C	DLC01_SkinTurretSpotlightWorkshop		33|61	BODY|FX	
0010F370	Armor_DLC01_Robot_Torso	Robot Chest Piece	41	[A] Torso	
0010F373	Armor_DLC01_Robot_ArmRight	Robot Right Arm	43	[A] R Arm	
0010F375	Armor_DLC01_Robot_ArmLeft	Robot Left Arm	42	[A] L Arm	
0010F377	Armor_DLC01_Robot_LegRight	Robot Right Leg	45	[A] R Leg	
0010F379	Armor_DLC01_Robot_LegLeft	Robot Left Leg	44	[A] L Leg	
0010F37B	Headwear_Clothes_DLC01_Robot_Helmet_Assaultron	Assaultron Helmet	30|31|46|47|49	Hair Top|Hair Long|Headband|Eyes|Mouth	
0010F37D	Headwear_Clothes_DLC01_Robot_Helmet_Eyebot	Eyebot Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0010F37F	Headwear_Clothes_DLC01_Robot_Helmet_SentryBot	Sentry Bot Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0010F3F5	SkinRoboBrain		33	BODY	
0010FC39	DLC01_SkinTurretSpotlightWorkshopBoss		33|61	BODY|FX	
00110746	Headwear_DLC03_Fisherman_Hat01	Fisherman's Hat	30|46	Hair Top|Headband	
00110747	Headwear_DLC03_Fisherman_Hat02	Wool Fisherman's Cap	30|46	Hair Top|Headband	
00110748	Clothes_DLC03_FishermanOutfit01	Fisherman's Outfit	57	Coverall	
00110749	Clothes_DLC03_FishermanOutfit02	Fisherman's Overalls	57	Coverall	
001107AA	Armor_DLC03_Marine_ArmLeft	Marine Armor Left Arm	42	[A] L Arm	
001107AB	Armor_DLC03_Marine_ArmRight	Marine Armor Right Arm	43	[A] R Arm	
001107AC	Headwear_Clothes_DLC03_Marine_Helmet	Marine Armor Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
001107AD	Armor_DLC03_Marine_LegLeft	Marine Armor Left Leg	44	[A] L Leg	
001107AE	Armor_DLC03_Marine_LegRight	Marine Armor Right Leg	45	[A] R Leg	
001107AF	Armor_DLC03_Marine_Torso	Marine Armor Chest Piece	41	[A] Torso	
00110895	Armor_DLC03_Trapper_ArmLeft	Trapper Left Arm	42	[A] L Arm	
00110896	Armor_DLC03_Trapper_ArmRight	Trapper Right Arm	43	[A] R Arm	
00110897	Armor_DLC03_Trapper_LegLeft	Trapper Left Leg	44	[A] L Leg	
00110898	Armor_DLC03_Trapper_LegRight	Trapper Right Leg	45	[A] R Leg	
00110899	Armor_DLC03_Trapper_Torso	Trapper Chest Piece	41	[A] Torso	
00110930	DLC03_SkinAngler		33	BODY	
00110A02	DLC03_FeralGhoulNetsChest		41	[A] Torso	
00110A4F	DLC03_SkinFogCrawler		33	BODY	
00110B23	DLC03_SkinHermitCrab		33	BODY	
00110B5F	DLC03_SkinRadStagGlowing		33	BODY	
00110B62	DLC03_SkinRadStagGhoul		33	BODY	
00110BAF	DLC03_FeralGhoulNetsSkirt		44|45	[A] L Leg|[A] R Leg	
00110D15	SkinBloodrageMirelurk		30|31|32|33	Hair Top|Hair Long|FaceGen Head|BODY	
00110D24	DLC03_SkinGulper		33	BODY	
00110E8E	DLC03_SkinFogCrawler_Glowing		33	BODY	
00110E8F	DLC03_SkinFogCrawler_Variant		33	BODY	
00110E90	DLC03_SkinFogCrawler_Albino		33	BODY	
00110EB3	SkinYaoGuaiGhoul		33	BODY	
00110EB4	SkinYaoGuaiGhoulGlowing		33	BODY	
00111047	POST_DLC03_SkinRoboBrain		33	BODY	
0011112D	DLC03_SkinFogCrawler_NetsAndVines		33|59	BODY|Shield	
0011114C	Armor_Marine_Underarmor_Wetsuit	Marine Wetsuit	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0011114D	Headwear_Clothes_DLC03_Marine_Tactical_Helmet	Marine Tactical Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
00111183	DLC03_SkinMutatedWolf_Alpha		33	BODY	
00111188	DLC03_SkinMutatedWolf_White	Mutated wolf white	33	BODY	
0011118C	DLC03_SkinMutatedWolf_Tan	Mutated wolf tan	33	BODY	
0011118D	DLC03_SkinMutatedWolf_Red	Mutated wolf tan	33	BODY	
0011118E	DLC03_SkinMutatedWolf_Glowing	Mutated wolf tan	33	BODY	
001111B5	DLC03_SkinRadRabbit		33	BODY	
001111C1	DLC03_SkinGulperDevourer		33	BODY	
001111CC	DLC03_SkinGulperNewt		33	BODY	
001111CE	DLC03_SkinGulperGlowing		33	BODY	
00111235	DLC03_SkinRadChicken		33	BODY	
001112D2	ATX_Headwear_PirateHat	Pirate Hat	30|46	Hair Top|Headband	
00111304	POST_DLC03_Armor_Vault118_UnderwearClean	Vault 118 Jumpsuit	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0011134A	DLC03_SkinHermitcrabHatchling	Hermitcrab Hatchling	33	BODY	
001113BD	Headwear_DLC03_OldFisherman_Hat	Old Fisherman's Hat	30|46	Hair Top|Headband	
001113C0	Clothes_DLC03_OldLongfellow_Outfit	Hunter's Long Coat	57	Coverall	
00111412	Armor_DLC03_DiverSuit	Diver Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
00111416	DLC03_SkinHermitCrabAlbino	Giant Albino Hermit Crab	33	BODY	
00111417	DLC03_SkinHermitCrabGlowing	Giant Glowing Hermit Crab	33	BODY	
00111516	POST_DLC03_Clothes_RoboBrainAscot		33	BODY	
00111517	POST_DLC03_Clothes_RoboBrainBowtie		33	BODY	
00111518	POST_DLC03_Clothes_RoboBrainFaceMask		33	BODY	
00111519	POST_DLC03_Clothes_RoboBrainSummerHat		33	BODY	
0011151A	POST_DLC03_Clothes_RoboBrainTie		33	BODY	
0011151D	POST_DLC03_Clothes_RoboBrainSmock		33	BODY	
00111583	POST_DLC03CaptainsDanceHat_DONOTPLACE	The Captain's Hat	30|46	Hair Top|Headband	
00111659	POST_Armor_DLC03_Trapper_Suit_Hunter	Hunter's Pelt Outfit	33|34|35|36|37|38|39|40|41|42|43|44|45	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg	
0011172E	ATX_Headwear_Clothes_Trapper_Helmet	Lobster Trap Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
001117E7	DEPRECATED_Headwear_Clothes_DLC03_Trapper_Hunter_Hood	Hunter's Hood	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0011194E	DLC03_MirelurkRedDeathEyes		61	FX	
00111952	DLC03_SkinRedDeathMirelurk		30|31|32|33	Hair Top|Hair Long|FaceGen Head|BODY	
001119BC	ATX_Clothes_FishermanOutfit03	Black Fisherman's Overalls	57	Coverall	
001119BD	ATX_Clothes_FishermanOutfit04	Green Fisherman's Overalls	57	Coverall	
001119C2	Clothes_DLC03_FishermanOutfit06	Grey Fisherman's Overalls	57	Coverall	
001119C3	Clothes_DLC03_FishermanOutfit05	Brown Fisherman's Overalls	57	Coverall	
00111C06	DLC05_SkinArmorRackSkin		30|31|33|34|35|55	Hair Top|Hair Long|BODY|L Hand|R Hand|EyeOfRa	
00112A19	DLC04_SkinCaveCricket		33	BODY	
00112AF7	DLC04_SkinSwarm		33	BODY	
00112B97	DLC04_SkinRadRat01		33	BODY	
00112BED	DLC04_SkinRadAnt01		33	BODY	
00112C56	CUT_DLC04_SkinDeathclawGlowingQuantum		33	BODY	
00112C7C	DLC04_SkinBrahmiluff		32	FaceGen Head	
00113137	DLC04_SkinRadRatSores		33|61	BODY|FX	
00113138	DLC04_SkinRadRatSoresLite		33|61	BODY|FX	
00113163	DLC04_SkinRadRatSoresExtraLite		33|61	BODY|FX	
001135E0	Clothes_DLC04_Western_01	Western Outfit	57	Coverall	
001135E1	Clothes_DLC04_Western_02	Western Outfit & Chaps	57	Coverall	
001135E2	ATX_Clothes_Western_03	Orange Shirt Western Outfit	57	Coverall	
001135E3	ATX_Clothes_Western_04_Cowhide	Cowhide Western Outfit	57	Coverall	
001135E5	ATX_Clothes_NukaGirlOutfit	Nuka-Girl Rocketsuit	57	Coverall	
001135E6	ATX_Clothes_NukaWorldLogo_ShirtAndPants_01	Bottle and Cappy Shirt & Jeans	57	Coverall	
001135E7	ATX_Clothes_NukaWorldLogo_ShirtAndPants_02	Bottle Shirt & Jeans	57	Coverall	
001135E8	ATX_Clothes_NukaWorldLogo_ShirtAndPants_03	Nuka-World Shirt & Jeans	57	Coverall	
001135E9	ATX_Clothes_NukaWorldLogo_ShirtAndPants_04	Cappy Shirt & Jeans	57	Coverall	
0011366B	DLC04PowerArmorShockFX		61	FX	
00113AA3	ATX_Clothes_WildmanOutfit	Wildman Rags	57	Coverall	
00113B19	DLC04_SkinRadAntRed		33	BODY	
00113B1A	DLC04_SkinRadAntBlack		33	BODY	
00113B1B	DLC04_SkinRadAntGlowing		33	BODY	
00113B2A	DLC04_SkinCaveCricketBlack		33	BODY	
00113B2B	DLC04_SkinCaveCricketGlowing		33	BODY	
00113B2C	DLC04_SkinCaveCricketPoison		33	BODY	
00113B5B	DLC04_SkinRadRatGlowing		33|61	BODY|FX	
00113B5C	DLC04_SkinRadRatSoresGlowing		33|61	BODY|FX	
00113D87	Headwear_DLC04_Western_Hat_01	Black Prospector's Hat	30|46	Hair Top|Headband	
00113DC5	Headwear_DLC04_Western_Hat_01a	Prospector's Hat	30|46	Hair Top|Headband	
00113DC8	ATX_Headwear_Western_Hat_02	Cowboy Hat	30|46	Hair Top|Headband	
00113DC9	Headwear_DLC04_Western_Hat_02a	Black Cowboy Hat	30|46	Hair Top|Headband	
00113DCB	ATX_Clothes_Western_05_Duster	Western Duster	57	Coverall	
00113DFB	Headwear_DLC04_RoundSunglasses	Bottlecap Sunglasses	47	Eyes	
00113FAD	ATX_Clothes_NukaWorldLogo_ShirtAndPants_05	Nuka-World Geyser Shirt & Jeans	57	Coverall	
00113FAE	Clothes_DLC04_NukaWorldLogo_JacketAndPants_05	Nuka-World Geyser Jacket & Jeans	57	Coverall	
00113FAF	Clothes_DLC04_NukaWorldLogo_JacketAndPants_04	Bottle and Cappy Orange Jacket & Jeans	57	Coverall	
00113FB0	Clothes_DLC04_NukaWorldLogo_JacketAndPants_03	Bottle and Cappy Red Jacket & Jeans	57	Coverall	
00113FB1	Clothes_DLC04_NukaWorldLogo_JacketAndPants_02	Nuka-World Jacket & Jeans	57	Coverall	
00113FB2	Clothes_DLC04_NukaWorldLogo_JacketAndPants_01	Cappy Jacket & Jeans	57	Coverall	
001142E6	DLC04_SkinCatBlack		33	BODY	
00114735	DLC04_SkinCatBrownTabby		33	BODY	
0000D192	SkinSnallygaster		33	BODY	
0004FEB0	Armor_VaultSuit76_Underarmor_Clean	Vault 76 Jumpsuit	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
00027D00	Headwear_MoleCostume_Tattered	Tattered Mole Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
00110ED1	SkinFlatwoodsMonster		33|61	BODY|FX	
00004420	CreatureClothes_Scorched	Scorched Outfit	33|41|42|43|44|45	BODY|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg	
0010CA68	SkinNakedScorched		33|34|35	BODY|L Hand|R Hand	
00073D4F	SkinWendigoScorched		33	BODY	
00128903	SkinGraftonMonsterScorched		33|54|55|56|57|58|59|60|61	BODY|Backpack|EyeOfRa|Unnamed|Coverall|Unnamed|Shield|Pipboy|FX	
0012C3B0	Armor_Wood_ArmLeft	Wood Left Arm	42	[A] L Arm	
0012C3B2	Armor_Wood_ArmRight	Wood Right Arm	43	[A] R Arm	
0012C3C2	Armor_Wood_LegLeft	Wood Left Leg	44	[A] L Leg	
0012C3C3	Armor_Wood_LegRight	Wood Right Leg	45	[A] R Leg	
0012C3CB	Armor_Wood_Torso	Wood Chest Piece	41	[A] Torso	
0012C3CC	Headwear_Clothes_Wood_Helmet	Wood Helmet	46|47	Headband|Eyes	
00122DA8	Headwear_CopHat	Cop Cap	30|46	Hair Top|Headband	
00122DA5	Clothes_CopUniform	Police Uniform	57	Coverall	
0016B48E	Headwear_AsylumWorkerHat_06	Asylum Worker Hat Brown	46	Headband	
0016B4A1	Headwear_AsylumWorkerHat_07	Asylum Worker Hat Blue	46	Headband	
0016B4A0	Headwear_AsylumWorkerHat_08	Asylum Worker Hat Pink	46	Headband	
0016B49F	Headwear_AsylumWorkerHat_09	Asylum Worker Hat White Dirty	46	Headband	
0016B49E	Headwear_AsylumWorkerHatWeathered	Asylum Worker Hat Weathered	46	Headband	
0016B49D	Clothes_AsylumWorkerUniformRed	Asylum Worker Uniform Red	57	Coverall	
0016B49C	Clothes_AsylumWorkerUniformYellow	Asylum Worker Uniform Yellow	57	Coverall	
0016B49B	Clothes_AsylumWorkerUniformGreen	Asylum Worker Uniform Green	57	Coverall	
0016B49A	Clothes_AsylumWorkerUniformForest	Asylum Worker Uniform Forest	57	Coverall	
0016B499	Clothes_AsylumWorkerUniformWhite	Asylum Worker Uniform White	57	Coverall	
0016B498	Clothes_AsylumWorkerUniformBrown	Asylum Worker Uniform Brown	57	Coverall	
0016B497	Clothes_AsylumWorkerUniformBlue	Asylum Worker Uniform Blue	57	Coverall	
0016B496	Clothes_AsylumWorkerUniformPink	Asylum Worker Uniform Pink	57	Coverall	
0016B495	Clothes_AsylumWorkerUniformWhiteDirty	Asylum Worker Uniform White Dirty	57	Coverall	
0016B494	Clothes_AsylumWorkerUniformWeathered	Asylum Worker Uniform Weathered	57	Coverall	
