ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Flat	Effect_1	Effect_2	Effect_3	Effect_4	Effect_5	Effect_6	Effect_7	Effect_8	Effect_9	Effect_10	Effect_11	Effect_12	Effect_13	Effect_14	Effect_15	Effect_16	Effect_17	Effect_18	Effect_19	Effect_20	Globals_Flat	Glob_1	Glob_2	Glob_3	Glob_4	Glob_5	Glob_6	Glob_7	Glob_8	Glob_9	Glob_10	ReferencedBy_Flat	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40
000BA46A	"mod_Lining_FieldGen_EMP_CloakEnchantment_2"	"Field Gen EMP 2"	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=mod_Lining_FieldGen_EMP_CloakEffect_2[000BA466];FULL=FieldGen EMP Cloak 2;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=mod_Lining_FieldGen_EMP_CloakEffect_2[000BA466];FULL=FieldGen EMP Cloak 2;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000BA46B	"mod_Lining_FieldGen_EMP_CloakEnchantment_3"	"Field Gen EMP 3"	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=mod_Lining_FieldGen_EMP_CloakEffect_3[000BA467];FULL=FieldGen EMP Cloak 3;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=mod_Lining_FieldGen_EMP_CloakEffect_3[000BA467];FULL=FieldGen EMP Cloak 3;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000EB220	"SPECIAL_INT_1"	"SPECIAL Intelligence 1"	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=AbFortifyIntelligence[0004C938];FULL=Fortify Intelligence;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbFortifyIntelligence[0004C938];FULL=Fortify Intelligence;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000FC3F0	"MirelurkKingSonicAttackSpell"	"Sonic"	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=MirelurkKingSonicEffect[000FC3F1];FULL=Mirelurk King Sonic;EffID=0;Mag=50.000000;Dur=120;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=crMirelurkKingStaggerEffect[001BF725];FULL=Stagger;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=MirelurkKingSonicEffect[000FC3F1];FULL=Mirelurk King Sonic;EffID=0;Mag=50.000000;Dur=120;Area=0;MAGG=[];CVTO=[]"	"MGEF=crMirelurkKingStaggerEffect[001BF725];FULL=Stagger;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Sonic Attack[000FC3EC] | WEAP:Sonic Attack[00636969]"	"WEAP:Sonic Attack[000FC3EC]"	"WEAP:Sonic Attack[00636969]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000DB3B2	"Ench_UnarmedFeralGhoul_dtRadiation"	"Radiation Damage"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=crPoisonEffect[001FE6A2];FULL=Damage Type Poison;EffID=0;Mag=1.000000;Dur=5;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=DamageRadiationWeaponDuration[001CD034];FULL=Radiation Damage;EffID=0;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=crPoisonEffect[001FE6A2];FULL=Damage Type Poison;EffID=0;Mag=1.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=DamageRadiationWeaponDuration[001CD034];FULL=Radiation Damage;EffID=0;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Unarmed Feral Ghoul[000C2C2C]"	"WEAP:Unarmed Feral Ghoul[000C2C2C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00106FB9	"EnchYaoGuaiRoarFear"	"Fear"	"1"	"Fire and Forget"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=YaoGuaiRoarFearEffect[00106FBA];FULL=Yao Guai Roar Fear;EffID=0;Mag=25.000000;Dur=10;Area=40;MAGG=[];CVTO=[]"	"MGEF=YaoGuaiRoarFearEffect[00106FBA];FULL=Yao Guai Roar Fear;EffID=0;Mag=25.000000;Dur=10;Area=40;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0011003F	"EnchWeapModShock"	"Electrical Damage"	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=dtElectricalEffectChanceAlways[000856FC];FULL=Damage Type Electrical;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtElectricalEffectChanceAlways[000856FC];FULL=Damage Type Electrical;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Electrified Ball[00113C6D] | OMOD:Stun Pack[0013A30E] | OMOD:zzz_TEMPLATE_mod_melee_weapon_Damage_Low[0017919C] | WEAP:TestWeapon_Shock[002E80F1]"	"OMOD:Electrified Ball[00113C6D]"	"OMOD:Stun Pack[0013A30E]"	"OMOD:zzz_TEMPLATE_mod_melee_weapon_Damage_Low[0017919C]"	"WEAP:TestWeapon_Shock[002E80F1]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00115315	"crEnchMirelurkQueenSpit"	""	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=MirelurkQueenPoisonEffectPlayer[00126284];FULL=MirelurkQueen Poison;EffID=;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=MirelurkQueenPoisonEffectPlayer[00126284];FULL=MirelurkQueen Poison;EffID=;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EXPL:crExplosionMirelurkQueenSpit[00108176] | EXPL:crExplosionUltraciteAbominationBelch[00664AF9] | EXPL:XPD_OvergrownBoss_Heavy_Explosion[006BCA1C]"	"EXPL:crExplosionMirelurkQueenSpit[00108176]"	"EXPL:crExplosionUltraciteAbominationBelch[00664AF9]"	"EXPL:XPD_OvergrownBoss_Heavy_Explosion[006BCA1C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0011D53B	"PowerArmorImpactEnchantment"	"Power Armor Impact"	""	"Fire and Forget"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=DamageHealth[0011D53C];FULL=Damage Health;EffID=0;Mag=14.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=DamageHealth[0011D53C];FULL=Damage Health;EffID=0;Mag=30.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=StaggerSelfEffect[00226449];FULL=Stagger;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=DamageHealth[0011D53C];FULL=Damage Health;EffID=0;Mag=14.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=DamageHealth[0011D53C];FULL=Damage Health;EffID=0;Mag=30.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=StaggerSelfEffect[00226449];FULL=Stagger;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00122622	"modEnchAssaultronHead"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abAssaultronHeadLaser[00122625];FULL=Assaultron Head VFX;EffID=;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abAssaultronHeadLaser[00122625];FULL=Assaultron Head VFX;EffID=;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Bot_HeadHumanoidAssaultron[000C862C] | OMOD:DLC01Bot_Head_Assaultron_Enc[0010F0FE] | OMOD:Bot_HeadPioneerAssaultron[003A88BF]"	"OMOD:Bot_HeadHumanoidAssaultron[000C862C]"	"OMOD:DLC01Bot_Head_Assaultron_Enc[0010F0FE]"	"OMOD:Bot_HeadPioneerAssaultron[003A88BF]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00125C84	"EnchPowerArmor_Jetpack"	"Jetpack"	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abPowerArmorJetpack[00125C83];FULL=Power Armor Jetpack Effect;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abPowerArmorJetpack[00125C83];FULL=Power Armor Jetpack Effect;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:TEMPLATE: Jet Pack[003D4E56] | OMOD:Vault PA Jetpack[007455D9]"	"OMOD:TEMPLATE: Jet Pack[003D4E56]"	"OMOD:Vault PA Jetpack[007455D9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0014781B	"modEnchSentryBotOverheat"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abSentryBotOverheatEffect[0014781A];FULL=Sentry Bot Overheat Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abSentryBotOverheatEffect[0014781A];FULL=Sentry Bot Overheat Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Bot_TorsoSentrybot[000C366E]"	"OMOD:Bot_TorsoSentrybot[000C366E]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00148430	"tpShogunsDecapitatorEnch"	""	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=tpShogunsDecapitatorEFFECT[00148431];FULL=Decapitate on Death;EffID=;Mag=0.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	"MGEF=tpShogunsDecapitatorEFFECT[00148431];FULL=Decapitate on Death;EffID=;Mag=0.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00148D8F	"crMirelurkHunterSpitAttackSpell"	"Spit"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RadScorpion_dtPoisonEffectChanceAlways[00130DBC];FULL=Damage Type Poison;EffID=1;Mag=4.000000;Dur=7;Area=0;MAGG=[];CVTO=[]"	"MGEF=RadScorpion_dtPoisonEffectChanceAlways[00130DBC];FULL=Damage Type Poison;EffID=1;Mag=4.000000;Dur=7;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Spit Attack[0009F24D]"	"WEAP:Spit Attack[0009F24D]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0014EF47	"EnchPowerArmor_HazmatRadReduction_NPCONLY"	"Hazmat Suit"	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=HazmatSuitPerkEffect[0014EF48];FULL=Hazmat Suit;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=HazmatSuitPerkEffect[0014EF48];FULL=Hazmat Suit;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ARMO:Hazmat Suit[0053820A] | ARMO:Damaged Hazmat Suit[0058AFD4] | ARMO:Hazmat Suit[0059674B] | ARMO:Hazmat Suit[0059674C] | ARMO:Hazmat Suit[0059674D] | ARMO:Bloody Space Suit[0083C252]"	"ARMO:Hazmat Suit[0053820A]"	"ARMO:Damaged Hazmat Suit[0058AFD4]"	"ARMO:Hazmat Suit[0059674B]"	"ARMO:Hazmat Suit[0059674C]"	"ARMO:Hazmat Suit[0059674D]"	"ARMO:Bloody Space Suit[0083C252]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00155868	"EnchWaterBreathing"	"Water Breathing"	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=AbWaterbreathing[000E36FA];FULL=Waterbreathing;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbWaterbreathing[000E36FA];FULL=Waterbreathing;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0016939D	"EnchPowerArmor_BatteryDamageRateT60"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.300000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.300000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017963A	"AlienDisintegrationEnch"	"Disintegration"	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=AlienDisintegrationEnchEffect[00179638];FULL=Alien Disintegration;EffID=0;Mag=0.000000;Dur=3;Area=0;MAGG=[];CVTO=[]"	"MGEF=AlienDisintegrationEnchEffect[00179638];FULL=Alien Disintegration;EffID=0;Mag=0.000000;Dur=3;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Alien Blaster[000FF995] | WEAP:Animatronic Alien Blaster[00113083] | FLST:Babylon Effects to skip display[0055443E] | WEAP:The V.A.T.S. Unknown[005A21A2] | WEAP:Zeta's Revenge[00621A92] | WEAP:Alien Disintegrator[0062FE8E] | WEAP:Alien Blaster[00684974]"	"WEAP:Alien Blaster[000FF995]"	"WEAP:Animatronic Alien Blaster[00113083]"	"FLST:Babylon Effects to skip display[0055443E]"	"WEAP:The V.A.T.S. Unknown[005A21A2]"	"WEAP:Zeta's Revenge[00621A92]"	"WEAP:Alien Disintegrator[0062FE8E]"	"WEAP:Alien Blaster[00684974]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017E1D1	"ExplodeOnContactEnch"	""	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ExplodeOnContactEffect[0017E1CF];FULL=Explode on Contact;EffID=;Mag=100.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	"MGEF=ExplodeOnContactEffect[0017E1CF];FULL=Explode on Contact;EffID=;Mag=100.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EXPL:crExplosionLibertyPrimeFootstep[0017E1CC]"	"EXPL:crExplosionLibertyPrimeFootstep[0017E1CC]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017FE23	"EnchPowerArmor_BatteryDamageRateT45"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.100000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.100000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017FE24	"EnchPowerArmor_BatteryDamageRateT51"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.200000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.200000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017FE25	"EnchPowerArmor_BatteryDamageRateX01"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.400000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abReducePABatteryDamageRateEffect[0016939E];FULL=Reduce PA Battery Damage Rate Effect;EffID=0;Mag=0.400000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00183310	"enchArmorBlockMod"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ArmorBlockModEffect[0018330F];FULL=Armor Blocking Mod;EffID=;Mag=25.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ArmorBlockModEffect[0018330F];FULL=Armor Blocking Mod;EffID=;Mag=25.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00183313	"enchArmorShadowMod"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ArmorShadowEffect[00183311];FULL=Shadow Armor effect;EffID=0;Mag=0.050000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ArmorShadowEffect[00183311];FULL=Shadow Armor effect;EffID=0;Mag=0.050000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ARMO:Covert Scout Armor Right Leg[005FC9A6] | ARMO:Covert Scout Armor Left Leg[005FC9A7] | ARMO:Covert Scout Armor Right Arm[005FC9A8] | ARMO:Covert Scout Armor Left Arm[005FC9A9] | ARMO:Covert Scout Armor Chest Piece[005FC9AB]"	"ARMO:Covert Scout Armor Right Leg[005FC9A6]"	"ARMO:Covert Scout Armor Left Leg[005FC9A7]"	"ARMO:Covert Scout Armor Right Arm[005FC9A8]"	"ARMO:Covert Scout Armor Left Arm[005FC9A9]"	"ARMO:Covert Scout Armor Chest Piece[005FC9AB]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00183315	"enchArmorFallingMod"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ArmorFallingEffect[00183314];FULL=Falling Armor effect;EffID=;Mag=50.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ArmorFallingEffect[00183314];FULL=Falling Armor effect;EffID=;Mag=50.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00183318	"zzz_enchArmorQuietMod"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ArmorQuietEffect[00183317];FULL=Quiet Armor effect;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ArmorQuietEffect[00183317];FULL=Quiet Armor effect;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00185922	"EnchReconScopeEquipped"	"Ench Recon Scope Equipped"	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ReconScopeEquippedEffect[00185923];FULL=Recon Scope Equipped Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ReconScopeEquippedEffect[00185923];FULL=Recon Scope Equipped Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DFOB:EnchantedReconScope_DO[003C7118] | OMOD:TEMPLATE: Recon Sensors[003D4E5C] | OMOD:Binoculars[003F7F80] | OMOD:TEMPLATE: Recon Scope[005249E5] | OMOD:TEMPLATE: Long Scope Recon[00525028] | OMOD:Daring Binoculars[00752295]"	"DFOB:EnchantedReconScope_DO[003C7118]"	"OMOD:TEMPLATE: Recon Sensors[003D4E5C]"	"OMOD:Binoculars[003F7F80]"	"OMOD:TEMPLATE: Recon Scope[005249E5]"	"OMOD:TEMPLATE: Long Scope Recon[00525028]"	"OMOD:Daring Binoculars[00752295]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
