FormID	EDID	FULL	DESC	Weight	Value	DNAM	Keywords_Flat	KeywordCount	ENIT_Value	ENIT_Flags	ENIT_Addiction_FormID	ENIT_Addiction_EDID	ENIT_Addiction_FULL	ENIT_AddictionChance	ENIT_ConsumeSound_FormID	ENIT_ConsumeSound_EDID	ENIT_ConsumeSound_FULL	ENIT_HealthCurve_FormID	ENIT_HealthCurve_EDID	ENIT_HealthCurve_FULL
0086451A	Festive_WaterLoggedHolidayGift_Loot_Tier_01	Small Waterlogged Gift	Low quality present.		0			0	0	1				0.000000						
0086451B	Festive_WaterLoggedHolidayGift_Loot_Tier_03	Large Waterlogged Gift	High quality present.		0			0	0	1001				0.000000						
0086451C	Festive_WaterLoggedHolidayGift_Loot_Tier_02	Waterlogged Gift	Medium quality present.		0			0	0	1001				0.000000						
008A45C9	SeasonalFish_Meal_LocalLegend_Raw_SummerGlassGhost	Glass Ghost	Medium Summer Fish		50			0	50	11				0.000000						
008A45CA	zzz_Fishing_Fish_Sum_Meal_Raw_Summer01	Summer01	Medium Fish		10			0	10	11				0.000000						
008A45CB	SeasonalFish_Meal_Medium_Raw_OrangeOverseer	Orange Overseer	Medium Spring Fish		5			0	5	11				0.000000						
008A45CC	SeasonalFish_Meal_Medium_Raw_Festerkoi	Fester Koi	Medium Fall Fish		10			0	10	11				0.000000						
008A45CD	SeasonalFish_Meal_Medium_Raw_Bogsucker	Bog Sucker	Medium Winter Fish		10			0	10	11				0.000000						
008A581E	SeasonalFish_Meal_Small_Raw_Fernskipper	Fernskipper	Small Summer Fish		5			0	5	11				0.000000						
008A9107	PTS_LearnAllRecipes_Potion	Potion of Knowledge	Learn all recipes in the game.		0			0	0	1				0.000000						
008A9108	PTS_ShowAllMapMarkers_Potion	Potion of Exploration	Discover all locations in the game.		0			0	0	1				0.000000						
008B0D62	MagazineBookBox	Mystery Magazine Package	Contains one randomized Book or Magazine!		0			0	0	1				0.000000						
008B0D63	BobbleheadBox	Mystery Bobblehead Box	Contains one randomized Vault-Tec Bobblehead!		20			0	20	1				0.000000						
008B33D3	SeasonalFish_Meal_SummerFillet	Summer Filet			8			0	8	11				0.000000						
008B33D4	SeasonalFish_Meal_SummerJelliedFish	Jellied Fish			40			0	40	11011				0.000000						
008B33D5	SeasonalFish_Meal_SummerWastelandFishSandwich	Wasteland Fish Sandwich			40			0	40	11011				0.000000						
008B73C0	MeatWeek_BrahminCurd	Moo-Moo Curd			23			0	23	11011				0.000000						
008B73C3	MeatWeek_PickledPumpkin	Pickled Pumpkin			23			0	23	11011				0.000000						
008B76CE	SeasonalFish_Meal_WinterFillet	Winter Filet			8			0	8	11				0.000000						
008B76CF	SeasonalFish_Meal_FallFillet	Fall Filet			8			0	8	11				0.000000						
008B76D0	SeasonalFish_Meal_SpringFillet	Spring Filet			8			0	8	11				0.000000						
008B76D1	zzz_SeasonalFish_Meal_Small_Raw_FallCommon01	Fall Common 01	Small Fall Fish		5			0	5	11				0.000000						
008B76D2	zzz_SeasonalFish_Meal_Small_Raw_WinterCommon01	Winter Common 01	Small Winter Fish		5			0	5	11				0.000000						
008B76D3	zzz_SeasonalFish_Meal_Small_Raw_SpringCommon01	Spring Common 01	Small Spring Fish		5			0	5	11				0.000000						
008B7B86	Meal_SalmonFillet	Salmon Filet			8			0	8	11				0.000000						
008C29F4	NonPremium_MagazineBookBox	Mystery Magazine Package	Contains one randomized Book or Magazine!		0			0	0	1				0.000000						
008D383F	PTS_ExperienceT1_Potion	Potion of Experience I	Grants XP		0			0	0	1				0.000000						
008D3840	PTS_ExperienceT2_Potion	Potion of Experience II	Grants a moderate amount of XP		0			0	0	1				0.000000						
008D3841	PTS_ExperienceT3_Potion	Potion of Experience III	Grants a large amount of XP		0			0	0	1				0.000000						
008D3842	PTS_ExperienceT4_Potion	Potion of Experience IV	Grants a massive amount of XP		0			0	0	1				0.000000						
008D3855	SCORE_25_BrainBombsGourmet_Cannery_G1	Canned Brain Bombs			31			0	31	11011				0.000000						
008D3859	SCORE_25_MeatWeek_TatoSaladCooked_Cannery_G1	Canned Tato Salad			6			0	6	11011				0.000000						
008D385A	SCORE_25_ScorchBeastMeatBrainCooked_Cannery_G1	Canned Broiled Scorchbeast Brain			40			0	40	11011				0.000000						
008D385B	SCORE_S25_BlightVegetableCookedSoup_Cannery_G2	Canned Blight Soup			5			0	5	11011				0.000000						
008D385F	SCORE_S25_DeathclawMeatTastySouffle_Cannery_G2	Canned Deathclaw Wellington			58			0	58	11011				0.000000						
008D3862	SCORE_S25_SmokedMirelurkGourmet_Cannery_G2	Canned Smoked Mirelurk Fillets	Breathe underwater for 1 hour and 30 minutes.		47			0	47	11011				0.000000						
008DB3A4	NukaVictoryCandyMachine_Candy	Nuka Victory Candy	Celebrate America's strength!		7			0	7	10011				0.000000						
