FURN_FormID	FURN_EDID	FURN_FULL	XALG_Flags	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	KW_6	KW_7	KW_8	KW_9	KW_10	PropCount	Prop_1_AV	Prop_1_Val	Prop_1_Curve	Prop_2_AV	Prop_2_Val	Prop_2_Curve	Prop_3_AV	Prop_3_Val	Prop_3_Curve
001089F0	AmbushMirelurk_RiverbedRocks02Wet			6	00021B18:IsSleepFurniture:KYWD	000344F9:AnimFurnMirelurkAmbush:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	0021046E:AnimFurnMirelurkAmbushRiverbedRocksWet02:KYWD					0									
00108EA0	PowerArmorFurniture_T51_Full	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
0010C3B6	WorkbenchCookingFire	Cooking Station		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0010C3B7:AnimFurnWoodCookingFire:KYWD	0012F848:FurnitureScaleActorToOne:KYWD						0									
001102F1	WorkshopBar02	Bar		6	0005BC4E:AnimFurnBarShopKeep:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD					1	vendorIncome	2.000000	NULL - Null Reference [00000000]						
001102F2	WorkshopBar03	Restaurant		6	0005BC4E:AnimFurnBarShopKeep:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD					1	vendorIncome	3.000000	NULL - Null Reference [00000000]						
00111103	NPCFightAnnouncer			1	00111102:AnimFurnFightAnnouncer:KYWD										0									
001111C3	NpcChairTheaterEnd01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001111C4	NpcChairTheater01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001111C5	NpcChairTheater02	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001159C8	DeathclawPerchedAndWallSlide			1	001159C7:AnimFurnDeathclawPerchedAndWallSlide:KYWD										0									
0011807C	NpcBenchFederalistSit01OneSlot	Bench		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001182C0	AmbushMirelurkQueen			6	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	001182C1:AnimFurnMirelurkQueenAmbush:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00210469:AnimFurnMirelurkAmbushDefault:KYWD					0									
00118F4B	WorkshopNpcBedVaultLay01	Simple Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	1.000000	NULL - Null Reference [00000000]						
00118F57	WorkshopNpcBedSleepingBagSleep01	Sleeping Bag		4	00021B18:IsSleepFurniture:KYWD	0003ADA2:AnimFurnFloorBedAnims:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	003CD038:BedTypeSleepingBag:KYWD							1	Bed	1.000000	NULL - Null Reference [00000000]						
00119D06	AmbushDeathclawClimbOverWall			5	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	00119D07:AnimFurnDeathclawAmbushClimbOverWall:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
0011AF4C	DeathclawPeekIntoDoorway			1	0011AF4B:AnimFurnDeathclawPeekIntoDoorway:KYWD										0									
0011D5E0	DeathclawBangOnWall			1	0011D5DF:AnimFurnDeathclawBangOnWall:KYWD										0									
0011E6C7	NPCPaintWall			3	0006E9C7:FurnitureSpecial:KYWD	0011E6C6:AnimFurnPaintingWall:KYWD	0018F691:FurnitureClassWork:KYWD								0									
001212A3	MirelurkFeeding			1	000D83D5:AnimFurnMirelurkFeeding:KYWD										0									
001222BE	NPCLookAtPeepDoor			4	001222BD:AnimFurnNPCLookAtPeepDoor:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD							0									
00123678	NPCRefugeeFemaleA			2	00084486:Female:KYWD	00123677:AnimFurnRefugeeFemaleA:KYWD									0									
0012367A	NPCRefugeeFemaleB			2	00084486:Female:KYWD	00123679:AnimFurnRefugeeFemaleB:KYWD									0									
0012367C	NPCRefugeeMaleB			1	0012367D:AnimFurnRefugeeMaleB:KYWD										0									
0012367E	NPCRefugeeMaleA			1	0012367B:AnimFurnRefugeeMaleA:KYWD										0									
00123A6F	AmbushMirelurk_RiverbedRocks01			6	00021B18:IsSleepFurniture:KYWD	000344F9:AnimFurnMirelurkAmbush:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	0021046A:AnimFurnMirelurkAmbushRiverbedRocks:KYWD					0									
00123A71	AmbushMirelurk_RiverbedRocks01Wet			6	00021B18:IsSleepFurniture:KYWD	000344F9:AnimFurnMirelurkAmbush:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	0021046D:AnimFurnMirelurkAmbushRiverbedRocksWet01:KYWD					0									
00123A74	AmbushMirelurkhidden_RiverbedRocksWet01			6	00021B18:IsSleepFurniture:KYWD	000344F7:AnimFurnMirelurkAmbushHidden:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	0021046D:AnimFurnMirelurkAmbushRiverbedRocksWet01:KYWD					0									
001254E2	WorkshopGuardMarker			4	0005DD9C:AnimFurnGuardPost:KYWD	00069548:WorkshopGuardObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD							1	Safety	1.000000	NULL - Null Reference [00000000]						
001254E7	WorkshopBar02NoEdit			6	0005BC4E:AnimFurnBarShopKeep:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD					1	vendorIncome	2.000000	NULL - Null Reference [00000000]						
001262F0	MirelurkQueenCastleWall			3	001262EF:AnimFurnMirelurkQueenClimbingWall:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD								0									
00126301	VertibirdPrydwenPerch01	PrydwenPerch		0											0									
00127594	FEVHoundLayingMarker			1	00127596:AnimFurnFEVHoundLaying:KYWD										0									
00127595	FEVHoundSittingMarker			1	00127597:AnimFurnFEVHoundSitting:KYWD										0									
0012A1FF	NPCBedHospital	Bed		4	000A56D8:FurnitureForce3rdPerson:KYWD	0012A200:AnimFurnHospitalBed:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD							0									
0012CF26	AmbushDeathclawWallSlide			5	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012CF25:AnimFurnDeathclawAmbushWallSlide:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
0012EA9B	WorkbenchArmorA	Armor Workbench	Camera Weapon Detectable	6	000657FF:workbencharmor:KYWD	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0014D04F:AnimFurnWorkbenchArmorA:KYWD	001F6062:Workbench_Crafting_Armor:KYWD					1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
0012F2F5	WorkbenchChemistryA	Chemistry Station		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102158:Workbench_Crafting_Chemlab:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001487BE:AnimFurnWorkbenchChemistryA:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
0012FF4E	AmbushMirelurk_CaveMud			5	00021B18:IsSleepFurniture:KYWD	000344F9:AnimFurnMirelurkAmbush:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	0021046B:AnimFurnMirelurkAmbushCaveMud:KYWD						0									
0013052F	NPCWeldingLow			4	0006E9C7:FurnitureSpecial:KYWD	0013052E:AnimFurnWeldingLow:KYWD	0018F691:FurnitureClassWork:KYWD	00237E31:AnimSynthCanUse:KYWD							0									
00130534	NPCWeldingMedium			4	0006E9C7:FurnitureSpecial:KYWD	00130531:AnimFurnWeldingMedium:KYWD	0018F691:FurnitureClassWork:KYWD	00237E31:AnimSynthCanUse:KYWD							0									
00130535	NPCWeldingHigh			4	0006E9C7:FurnitureSpecial:KYWD	00130532:AnimFurnWeldingHigh:KYWD	0018F691:FurnitureClassWork:KYWD	00237E31:AnimSynthCanUse:KYWD							0									
00130BBC	NPCBerryGathering			3	0006E9C7:FurnitureSpecial:KYWD	00130BBB:AnimFurnBerryGathering:KYWD	0018F691:FurnitureClassWork:KYWD								0									
00130BBD	FEVHoundSleepingMarker			1	00130BBE:AnimFurnFEVHoundSleeping:KYWD										0									
001340D3	NpcBedMetalLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
001340D4	NpcBedMetalLay02	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
001340D5	NpcBedWoodLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0013419B	NPCCounterMerchant			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001343FD:AnimFurnCounterMerchant:KYWD	0018F691:FurnitureClassWork:KYWD							0									
00137B81	PowerArmorFurniture_Raider_Full	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00138041	NPCMeleeMerchant			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00138042:AnimFurnMeleeMerchant:KYWD	0018F691:FurnitureClassWork:KYWD							0									
0013FE00	NpcBedMetalChildLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0013FE01	NpcBedMetalChildLay02	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0013FE02	NpcBedWoodChildLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0013FE04	NPCBedInstituteChildSleep02	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0013FE05	NpcBedVaultChildLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0013FE06	NpcBedVaultBunkChildLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
001411CB	NPCEatingNoodlesStanding			3	0006E9C7:FurnitureSpecial:KYWD	001411C8:AnimFurnEatingNoodlesStanding:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001411CC	DeathclawSleepOnGround			2	00021B18:IsSleepFurniture:KYWD	001411CA:AnimFurnDeathclawSleepOnGround:KYWD									0									
0014237A	NpcChairStadiumRedSit04withTable	Chair		4	0012F848:FurnitureScaleActorToOne:KYWD	00139F9E:AnimFurnChairWithTable:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD							0									
001437F9	NpcStoolStadiumSit01WithBar	Stool		4	0012F848:FurnitureScaleActorToOne:KYWD	0014237C:AnimFurnStoolWithBar:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD							0									
001437FC	NpcStoolStadiumSit01EatNoodles	Stool		4	0012F848:FurnitureScaleActorToOne:KYWD	00139F9F:AnimFurnEatingNoodles:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD							0									
00143AEB	NpcChairStadiumRedSit01WithTable	Chair		4	0012F848:FurnitureScaleActorToOne:KYWD	00139F9E:AnimFurnChairWithTable:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD							0									
00144A63	NPCBartender			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00144A62:AnimFurnBartender:KYWD	0018F691:FurnitureClassWork:KYWD							0									
00144AAF	NPCBoxSearch			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00144AAE:AnimFurnBoxSearch:KYWD	0018F691:FurnitureClassWork:KYWD							0									
00144AF6	NpcHidingInFridge			4	0009C06B:CanUseFurnitureForCombat:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	00144AF7:AnimFurnHidingInFridge:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD							0									
00146620	NpcChairVaultSit03_ExitToTalk	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00146E92	NPCKidSittingOnGround			2	00146E91:AnimFurnKidSittingOnGround:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
00147C37	NPCPlacingEnvelopeTable			2	0012F848:FurnitureScaleActorToOne:KYWD	00147C36:AnimFurnPlacingEnvelope:KYWD									0									
001487C1	WorkbenchChemistryB	Chemistry Station	Camera Weapon Detectable	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102158:Workbench_Crafting_Chemlab:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001487BE:AnimFurnWorkbenchChemistryA:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
00148BA0	BehemothSwanAmbushMarker			3	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	00148BA1:AnimFurnBehemothSwanSitting:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD								0									
00149E61	NpcCouchAirplaneSit01	Airplane Seat		2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
00149E91	NpcCouchAirplaneSit02	Airplane Seat		2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
00149E92	NpcChairAirplaneSit01	Airplane Seat		2	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD									0									
00149E95	NPCKidSittingChalkDrawing			2	00149E96:AnimFurnKidSittingChalkDrawing:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
0014D090	NpcBedMilitaryCotMattressLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0014D091	NpcBedHospitalMattressLay01	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0014D24E	NPCUseScannerMachine			5	0006D5BB:PlayerPathToFurniture:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0014D24F:AnimFurnScannerMachine:KYWD	0018F691:FurnitureClassWork:KYWD						0									
0014E682	CatTableSitting			1	0014E683:AnimFurnCatTableSitting:KYWD										0									
0014EA9F	NpcBedMetalLay02Dbl	Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0014FBCD	WorkbenchCookingSpit	Cooking Station		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0014FBCE:AnimFurnWorkbenchCookingSpit:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
0015146B	NPCButcher			5	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0015146A:AnimFurnNPCButcher:KYWD	0018F691:FurnitureClassWork:KYWD	001A7B69:UseLoopingFlavorIdles:KYWD						0									
00157FEB	WorkbenchPowerArmor	Power Armor Station		3	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0016FF00:PowerArmorWorkbenchKeyword:KYWD								1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
0015BD37	NPCTinkerTomScanner			2	0012F848:FurnitureScaleActorToOne:KYWD	0015BD38:AnimFurnTinkerTomScanner:KYWD									0									
00161C2B	NPCUsherMarker			2	00160495:AnimFurnUsher:KYWD	0018F691:FurnitureClassWork:KYWD									0									
0016567B	DogmeatSniff			1	001680ED:AnimFurnDogAnims:KYWD										0									
0016BAE3	NPCMapLean			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016BAE0:AnimFurnNPCMapLean:KYWD	0018F691:FurnitureClassWork:KYWD							0									
0016BAE4	NPCMapPoint			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016BAE1:AnimFurnNPCMapPoint:KYWD	0018F691:FurnitureClassWork:KYWD							0									
0016BAE5	NPCMapStand			3	0006E9C7:FurnitureSpecial:KYWD	0016BAE2:AnimFurnNPCMapStand:KYWD	0018F691:FurnitureClassWork:KYWD								0									
0016FC1C	DoctorUseSyringe			2	0012F848:FurnitureScaleActorToOne:KYWD	0016FC1B:AnimFurnDoctorUseSyringe:KYWD									0									
00170446	PowerArmorFurnitureX01_NoCore	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00174E15	VirgilPushingCar			1	00174E16:AnimFurnVirgilPushingCar:KYWD										0									
001796AE	SupermutantCookingCauldron			1	001796AD:AnimFurnCookingCauldron:KYWD										0									
0017B3A4	workbenchWeaponsA	Weapons Workbench		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0017B3A2:AnimFurnWorkbenchWeapons:KYWD	001F6049:Workbench_Crafting_Weapon:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
0017E787	workbenchWeaponsB	Weapons Workbench		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0017B3A2:AnimFurnWorkbenchWeapons:KYWD	001F6049:Workbench_Crafting_Weapon:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
00181520	BoSPowerArmorFurnitureKnight	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00183AD4	NPCClipboardWithPen			3	0006E9C7:FurnitureSpecial:KYWD	00183AD5:AnimFurnClipboardWithPen:KYWD	0018F691:FurnitureClassWork:KYWD								0									
001848A8	PowerArmorEquipHelmet			1	001848DD:AnimFurnBurningSpringsGasMask:KYWD										0									
00185257	PowerArmorRepair			2	0012F848:FurnitureScaleActorToOne:KYWD	00185256:AnimFurnRepairPowerArmor:KYWD									0									
00185D62	PowerArmorFurniture_T60_Military	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
001865B9	WorkbenchCookingStove	Cooking Stove		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001865BA:AnimFurnWorkbenchCookingStove:KYWD						2	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]			
001865CA	PowerArmorFurnitureT60_AtomCat	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00186DE5	NpcGroundConsoleStand01			2	0001B2B5:AnimFurnConsoleMQ206:KYWD	0012F848:FurnitureScaleActorToOne:KYWD									0									
0018C56F	WorkshopNpcBedMetalLay01	Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	1.000000	NULL - Null Reference [00000000]						
0018C570	WorkshopNpcBedWoodLay01	Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	1.000000	NULL - Null Reference [00000000]						
0018DFDC	NPCNukaMachine			2	0018DFDE:AnimFurnNukaMachine:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
0018E7A9	WorkshopNpcBedVaultLay01NoEdit	Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	1.000000	NULL - Null Reference [00000000]						
0018E7AA	WorkshopNpcBedVaultBunkLay01NoEditNEW	Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	1.000000	NULL - Null Reference [00000000]						
0018E7AC	WorkshopNpcBedPlayerHouseLay01NoEdit	Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	2.000000	NULL - Null Reference [00000000]						
001909CF	WorkshopNpcBedGroundSleep01DoubleNoEdit	Mattress		4	00021B18:IsSleepFurniture:KYWD	0003ADA2:AnimFurnFloorBedAnims:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	003CD037:BedTypeMattress:KYWD							1	Bed	2.000000	NULL - Null Reference [00000000]						
00190CAE	DogmeatBarJump			1	0014AE41:FurnitureDogBarJump:KYWD										0									
00190CB3	RadStagSleepOnGround			2	00021B18:IsSleepFurniture:KYWD	00221195:AnimFurnRadStagSleep:KYWD									0									
00190CB5	MoleratSleepOnGround			2	00021B18:IsSleepFurniture:KYWD	00221193:AnimFurnMoleratSleep:KYWD									0									
00190CB6	ViciousDogSleepOnGround			2	00021B18:IsSleepFurniture:KYWD	002469C2:FurnitureDogSleep:KYWD									0									
00190CB8	YaoGuaiSleepOnGround			2	00021B18:IsSleepFurniture:KYWD	00221194:AnimFurnYaoGuaiSleep:KYWD									0									
0019EDD7	NPCCoupleHolding			2	0012F848:FurnitureScaleActorToOne:KYWD	0019EDDA:AnimFurnCoupleHolding:KYWD									0									
0019EE92	BrahminTrough			1	0019EE93:AnimFurnBrahminTrough:KYWD										0									
001A03E4	NPCSearchStanding			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001A03E5:AnimFurnSearchStanding:KYWD							0									
