SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC
007ACE53	zzz_WIP4_Legendary_PowerArmor_AegisCloakSpell	Aegis Cloak Spell	
007ACE71	AbPerkFourLeafClover	Four Leaf Clover	
007ACE7C	AbPerkRicochet	Ricochet	
007ACEB5	DEL_WIP4_Legendary_PowerArmor_StalwartsCloakSpell	Stalwart's Cloak Spell	
007ACEB6	DEL_WIP4_Legendary_PowerArmor_StalwartsPlayerSpell	Stalwart's Player Spell	
007ACEB4	Legendary_PowerArmor_StalwartsTeamDurabilitySpell	Stalwart's Team Spell	
007AD40F	GHL_LGN_AbFeralRageBonuss	Feral Rage Bonus Add Perk	
007AD438	GHL_RadUseExplosion	Radiation Explosion	
007AD439	GHL_AbPerkMadScientistUseSpell	Mad Scientist	
007AD43D	GHL_AbRadReaverHit	Rad-Reaver	
007AD43E	GHL_RadioactiveStrengthExplosion	RadioactiveStrength Explosion	
007ADC7C	GHL_AbPerkGunTricks	Gun Tricks	
007AE64D	GHL_GlowVFX_Charged	Glow VFX	
007AE745	GHL_SURV_AbGhoulCharisma	Ghoul Charisma	
007AE746	GHL_SURV_AbPerkDiseaseImmunity	Disease Immunity	
007AD32C	AbPerkRoastProof	Fireproof	
007AD48C	DEL_WIP4_Legendary_PowerArmor_ReflectiveReflectSpell_Melee	Reflective Armor Reflect Melee Damage Spell	
007AD48D	DEL_WIP4_Legendary_PowerArmor_ReflectiveRecieveSpell_Melee	Reflective Armor Recieve Melee Damage Spell	
007AE497	RD01_Enc01_DamagingFloorSpell_PlatformSurface	Electrified Floor	
007AEE1D	GHL_AbPerkGlowingOne01	Glowing One	
007AEE1E	GHL_AbPerkGlowingOneCloakSpell	Glowing One	
007B11BC	ZZZ_SCORE_AbPerk_NukaX_FireResist		
007B11BD	ZZZ_SCORE_AbPerk_NukaX_FastReloadSpeed		
007B11BE	ZZZ_SCORE_NukaX_PerkFireResistSpell	Hotheaded	
007B11B6	ZZZ_SCORE_AbPerk_NukaX_MeleeSpeed		
007B11B7	ZZZ_SCORE_NukaX_PerkStaggerResistSpell	Metal Spine	
007B11BB	ZZZ_SCORE_NukaX_PerkStaggerEnemyChanceSpell	Expert Tripper	
007B11B8	ZZZ_SCORE_NukaX_PerkMeleeSpeedSpell	Swinger	
007B11B9	SCORE_Banner_GuaranteedEffectSpell_Human	First Aid	
007B11BA	ZZZ_SCORE_NukaX_PerkFastReloadSpeedSpell	Speedloader	
007B228D	GHL_AbPerkGlowingOne02	Glowing One	
007B283B	SSE_FireHazard_WeedKiller	Fire Hazard	
007B22BD	RD01_Enc04_HitSquadShieldShader_Spell	Epsilon Shield	
007B2C00	Legendary_Weapon_ConductorsApplySpell	Conductor's Apply Spell	
007B2C01	Legendary_Weapon_ConductorsTeamRestoreSpell	Conductor's Team Restore Spell	
007B2C02	Legendary_Weapon_ConductorsCloakSpell	Conductor's Cloak Spell	
007B3F0D	AbPerkPharmacist	Pharmacist	
007B945A	DEL_Legendary_Weapon_PolishedSpell	Polished	
007BBB78	InspirationalAuraEffect	Inspirational (Ally)	
007B9AF9	RD01_Enc02_CameraShakeSpell	Camera Shake Spell	
007BB06E	RD01_CanteenSpell	Canteen: Restore Thirst	Slowly restores thirst over time
007C2877	AbPerkAwareness	Awareness	
007BCEA8	Legendary_PowerArmor_ReflectiveVFXSpell	Reflective Armor Recieve Ballistic VFX Spell	
007C7374	GHL_AbPerkEyeOfTheHunter	Eye of the Hunter	
007C7370	GHL_AbPerkPowerfulPresence	Powerful Presence	
007C7373	GHL_AbPerkArmsOfSteel	Arms of Steel	
007C7371	GHL_AbPerkHyperReflexes	Hyper Reflexes	
007C7372	zzz_GHL_AbRadioactiveStrength		
007C778D	AbPerkSpiritualHealer	Spiritual Healer	
007C778C	SpiritualHealerAuraEffect	Spiritual Healer (Ally)	
007CE30D	ZZZ_SCORE_AbPerk_NukaX_ChemDuration	Binger	
007CE30E	ZZZ_SCORE_NukaX_ChemDurationSpell	Binger	
007CFA2C	ZZZ_SCORE_Banner_GuaranteedEffectSpell_Ghoul	Irradiated First Aid	
007CFA2D	ZZZ_SCORE_Banner_GuaranteedEffectSpell_Master		
007D2390	GHL_FeralPresenceDebuffSpell	Perk Debuffs	
007D32C4	GHL_AbPerkRadSpecialist	Rad Specialist	
007D3DEC	ZZZ_SCORE_Banner_UI_GuaranteedEffectSpell_Ghoul		
007E8B91	ATX_CooldownSpell_NukaColaMysteryMachine	Nuka-Cola Mystery Machine Cooldown	
007E8B92	ATX_CooldownSpell_BeerMysteryMachine	Beer Mystery Machine Cooldown	
007F68C9	ATX_BloodTransfusionPumpSpell	Blood Transfusion	
007F68C3	ATX_CooldownSpell_BloodTransfusionPump	Blood Transfusion Pump Cooldown	
007FFF24	P62_SetBonus_SecretServiceDrifter_ReflectiveVFXSpell	Secret Settler Recieve Ballistic VFX Spell	
007FFF22	P62_SetBonus_SecretServiceDrifter_ReflectiveRecieveSpell	Secret Settler Recieve Ballistic Damage Spell	
007FFF23	P62_SetBonus_SecretServiceDrifter_ReflectiveReflectSpell	Secret Settler Reflect Ballistic Damage Spell	
007FFFED	P62_Grenade_Crackler_ElectricalHazardSpell	Crackler Grenade Electrical Hazard Spell	
008021A2	P62_Weapon_Tempest_ApplyBleedSpell	Tempest Apply Bleed Spell	
00803408	P62_AbRaceAbilities_TheDrifter	Drifter Abilities	
007FA40D	SCORE_S21_IceBreaker_Spell_Explosion	Cryo Slow Explosion	
007FA40C	zzz_SCORE_S21_IceBreaker_Spell	Cryo Slow	
007FA3FB	CryoHazard	Cryo Hazard	
007AC324	Legendary_Weapon_Electricians_ExplosionSpell	Electricians Weapon Explosion	
00804C42	P62_AbTheDrifter_FortifySpeedSpell	Drifter Ability Fortify Speed	
008063AB	P62_AbTheDrifter_ChameleonSpell	Drifter Ability Chameleon Spell	
0080F7FC	P62_Legendary_Armor_ReboundersRecieveSpell	Rebounders Armor Recieve Ballistic Damage Spell	
0080F7FA	P62_Legendary_Armor_ReboundersVFXSpell	Rebounders Armor Recieve Ballistic VFX Spell	
0080F7FB	P62_Legendary_Armor_ReboundersReflectSpell	Rebounders Armor Reflect Ballistic Damage Spell	
0080F858	P62_Legendary_Armor_CrusadersSPECIALSpell	Crusaders S.P.E.C.I.A.L. Spell	
00805AAB	AbPerkTormentor	Tormentor	
0080B571	AbPerkAdrenaline	Adrenaline	
0080F9C0	P62_LegendaryArmor_MetabolicFortifySpell	Metabolic Fortify Food & Chem Spell	
0080FC31	P62_Legendary_Weapon_BrutalistsOnKillSpell	Brutalist's Weapon On Kill Spell	
0080FC30	P62_Legendary_Weapon_BrutalistsSPECIALSpell	Brutalist's Weapon S.P.E.C.I.A.L. Spell	
00811395	P62_Legendary_Weapon_SatiatedSpell	Satiated Thirst & Hunger Spell	
00811F94	P62_Legendary_Weapon_SightSeersSpell	Sightseer's Fortify Damage Spell	
00813224	P62_Legendary_Armor_OverLoadersEMPSpell	Over-Loader's Power Armor EMP Spell	
008154F1	P62_Legendary_Armor_VoltaicEMPSpell	Voltaic Power Armor EMP Spell	
0080F8F7	SCORE_S21_AbPerkUnshakeable_Beliefs	Unshakeable Beliefs	
0080F8F6	SCORE_S21_COMP_Unshakeable_Beliefs_Dottie_Buff	Unshakable Beliefs	
00818005	P62_Legendary_Armor_VoltaicSprintSpell	Voltaic Power Armor Sprint Spell	
00820D79	Perk_OneGunArmy_LimbDamageSpell	One Gun Army	
00820D77	Perk_Enforcer_LimbDamageSpell	Enforcer	
00820D76	Perk_BoneShatterer_LimbDamageSpell	Ghoul Melee Limb Damage	
00820D78	Perk_ModernRenegade_LimbDamageSpell	Modern Renegade	
00832CB7	SCORE_S22_CooldownSpell_SarsaparillaMachine	Sunset Sarsaparilla Vending Machine Cooldown	
00835A75	P62_Weapon_crTempest_ApplyBleedSpell	Tempest Apply Bleed Spell	
00835A74	P62_crGrenade_Crackler_ElectricalHazardSpell	Crackler Grenade Electrical Hazard Spell	
00837E14	SuperHeated		
00838A60	P62_AbTheDrifter_AbsorbingMeleeSpell	Drifter Ability Absorb Melee Spell	
00838A62	P62_AbTheDrifter_BlockLimbRegenSpell	Drifter Ability Limb Regen Spell	
00838A61	P62_AbTheDrifter_AbsorbingVFXSpell	Drifter Ability Absorb VFX Spell	
00838A63	P62_AbTheDrifter_WeakPointFrenzySpell	Drifter Air Tank Frenzy Spell	
00838A5D	P62_AbTheDrifter_AbsorbingFireSpell	Drifter Ability Absorb Fire Spell	
00838A5E	P62_AbTheDrifter_AbsorbingEnergySpell	Drifter Ability Absorb Energy Spell	
00838A5F	P62_AbTheDrifter_AbsorbingBallisticSpell	Drifter Ability Absorb Ballistic Spell	
0083E762	LifeSaverCooldown	Life Saver	
0083EF81	PowerArmorRebootCooldown	Power Armor Reboot	
0083F12F	EMTCooldown	E.M.T.	
00840754	crCB04Mayor_QuestCompletedAddToFactionSpell	Add to Watoga Robot Friend Faction Spell	
00840751	CB04_Mayor_QuestCompleteSpell	CB04 Mayor Quest Complete Spell	
00840BA7	SCORE_BannerReviveCooldown	¢Scout's Courage	
0084490F	HazardThirstZapperNukaColaSpell	Radiation	
0084490D	HazardThirstZapperNukaCherrySpell	Radiation	
0084523D	AbPerkGrimReapersSprint	Grim Reaper's Sprint	
0084BF8A	GHL_AbPerkBombScientist	Bomb Scientist	
007D2CAD	Burn_NinjaStealthSpell	Stealth Spell	
0080100C	Burn_Sp_RadscorpionFireSting	Burning Radscorpion Fire Sting	
0080108B	Burn_StingwingAbraxoSpit	Abraxodyne Corrosion	
00802829	Burn_SandstormDoTStagger	DoT and Stagger	
0081EC3B	Burn_Bounty_ResilientCloak_SP	Bounty Resilient Cloak	
0081EC3C	Burn_Bounty_HealingEffectTarget_SP	Bounty Healing Effect	
0081EC41	Burn_Bounty_ToxicBloodCloak_SP	Bounty Toxic Blood Cloak	
0081EC3D	Burn_Bounty_ActiveCamoEffect_SP	Bounty Active Camo Effect	
0081EC3E	Burn_Bounty_FreezingTouchCloak_SP	Bounty Freezing Touch Cloak	
0081EC46	Burn_Bounty_HealingCloak_SP	Bounty Healing Cloak	
0081EC3F	Burn_Bounty_ActiveCamoCloak_SP	Bounty Active Camo Cloak	
0081EC40	Burn_Bounty_VolatileCloak_SP	Bounty Volatile Cloak	
0081EC42	Burn_Bounty_ResilientEffect_SP	Bounty Resilient Effect	
0081EC43	Burn_Bounty_SwiftFootCloak_SP	Bounty Swift FootCloak	
0081EC44	Burn_Bounty_SwiftFootEffect_SP	Bounty Swift Foot Effect	
0081EC45	Burn_Bounty_FreezingTouchEffect_SP	Bounty Freezing Touch Effect	
0081EC47	Burn_Bounty_VolatileEffect_SP	Bounty Volatile Effect	
0081EC48	Burn_Bounty_ToxicBloodEffect_SP	Bounty Toxic Blood Effect	
0082074D	Burn_Bounty_AddToBountyFaction	Bounty Add to Faction	
0082074F	Burn_Bounty_AstroEffect	Low Gravity	
0082074E	Burn_Bounty_Mutation_UnstableIsotope	Forced Unstable Isotope	
00820750	Burn_Bounty_AstroPerkApplySpell	Apply Astro Perk	
00820751	Burn_Bounty_UnstableIsotopeCloakSpell	Cloak to Apply Unstable Isotope Mutation	
00820752	Burn_Bounty_UnstableIsotopePerkApplySpell	Apply Unstable Isotope Perk	
00820753	Burn_Bounty_Purifier_SetOnFire	Burning Environment	
00820754	Burn_Bounty_TBPerkApplySpell	Apply TB Perk	
00820755	Burn_Mutation_PlagueWalkerDamageSuper	Plague Walker Damage Aura (Super)	
00820756	Burn_Bounty_Mutation_PlagueWalker	NPC Plague Walker	
00820757	Burn_Bounty_AB_SetOnFireCloak	Cloak to Apply Fire	
00820758	Burn_Bounty_AB_ForceFactionCloak	Cloak to Apply Mutation	
00820759	Burn_Bounty_AstroCloakSpell	Cloak to Apply Astro Effects	
0082075A	Burn_Bounty_Mutation_HerdMentality	NPC Herd Mentality	-2 SPECIAL solo, +2 SPECIAL grouped
0082075B	Burn_Bounty_TBCloakSpell	Cloak to Apply Mutation	
00824470	Burn_Bounty_SwiftFootEffect_SP_Self	Bounty Swift Foot Effect	
00824471	Burn_Bounty_IntimidationCloak_SP	Bounty Intimidation Cloak	
0082446D	Burn_Bounty_ScoutPerk_SP	Apply Scout Perk	
0082446C	zzzBurn_Bounty_BonusDamageForMutations	Bonus Damage W/ Mutation No.	
0082446F	Burn_Bounty_ScoutCamo_SP	Scout Invisibility Spell	
0082446E	Burn_Bounty_IntimidationEffect_SP	War Drum Intimidation	
00825CCA	Burn_Bounty_FrenzySpell	Frenzy Cloud - Spells	
00825CC9	Burn_Bounty_AB_ForceFrenzyCloak	Cloak to Apply Frenzy	
0082A97D	Burn_Bounty_Mutation_FreezingTouch	Freezing Touch	Slow targets down on attack
00830287	Burn_SandstormVATsDown_Lite	Lower Vats Accuracy Slightly	
00830289	Burn_SandstormVATsDown_Heavy	Lower Vats Accuracy Greatly	
008333EB	Burn_Bounty_FishermanEffect	Hookable	
008333EC	Burn_Bounty_FishermanCloak	WaterBreathing	
00833A18	Burn_Bounty_HealingEffectSelf_SP	Bounty Healing Effect	
00836589	crBURN_RustGuardWarcry_PerkSpell	Rust Guard Warcry	
0083658A	crBURN_RustGuardWarcry_CombatCheckSpell	Rust Guard Warcry	
0083658B	crBURN_RustGuardWarcry_CloakSpell	Rust Guard Warcry	
00839BAF	Burn_RadscorpionSuiciderVFX_SP	Suicider VFX	
0083A274	Burn_Bounty_NukaBlastDamage_SP	Nuka Blast!	
0083A273	Burn_Bounty_NukaBlast_SP	Nuka Blast!	
0083AEA4	Burn_Bounty_EatTheRich_SP	Eat The Rich	
0083AF63	Burn_StingwingSuiciderVFX_SP	Suicider VFX	
0083BD8C	Burn_Bounty_UnderwaterNoises	Etherial Sounds	
0083BD8D	Burn_Bounty_FishermanDispel_SP	Dispel Hook!	
0083BD8B	Burn_Bounty_FishermanCloak_Lite	WaterBreathing	
0083BDE4	crBURN_ArmoredDeathclaw_KeywordSpell	Armored Deathclaw Apply Keyword Spell	
0083BDE3	crBURN_ArmoredDeathclaw_CloakSpell	Armored Deathclaw Radius	
0083D5A1	Burn_Bounty_TankKiller_SP_Self	Bounty Tank Killer Self	
0083D5A4	Burn_Bounty_TankKiller_SP	Bounty Tank Killer Effect	
0083D5A2	Burn_Bounty_Mutation_ElectricallyCharged	Electrically Charged	Slow targets down on attack
0083D5A3	Burn_Bounty_Electricians_NoStun_Spell	Electrician's Weapon Explosion	
0083E665	Burn_Bounty_PalmExplosionSpell	Bounty Explosion Exploding Palm	
0083E666	Burn_Bounty_FishermanHookedCloak	Effects While Hooked	
0083F143	BOUNTY_LegendaryPickPocketSpell	Pick-Pocket	
0083F273	Burn_ExplosivePunch	Exploding Palm	
0083F95B	Burn_Bounty_BoxerCloakSpell	Cloak to Apply Boxer Effect	
0083F95D	Burn_Bounty_Mutation_Chameleon	Bounty Chameleon	
0083F95C	Burn_Bounty_BoxerPerkApplySpell	Apply Boxer Perk	
0083F95A	Burn_Bounty_BoxerEffect	No Running Away!	
0083FE76	BOUNTY_LegendaryWeaponFeralSpell	Feral	
0083FE77	BOUNTY_LegendaryFeralSpell	Reduce Feral Bar	
0083FE78	zzz_BOUNTY_AbLegendaryGlowingArmorSpell	Glowing	
0083FE75	BOUNTY_LegendaryGlowingWeaponSpell	Glowing	
00847B8B	BURN_SQ01_SilasDeathInspect_Spell		
00848D81	Burn_Bounty_FortifyXP_SP	On the Hunt	+50% Experience from Head Hunts for 20 minutes.
00848F19	zzzBurn_StingwingSuicider_Warning_SP	Warning Sound	
00848F1A	zzzBurn_StingwingSuicider_Cloak_SP	Warning Sound Cloak	
0084A4E0	BOUNTY_LegendaryArmor_Jagged_HitSpellAttacker	Jagged Armor Reflect Bleed Spell	
0084B165	zzz_BOUNTY_PulsatingExplosionSpell	Pulsating Explosion	
0084D523	BURN_HealingSpear_CombatCheckSpell	Healing Strike	
0084E790	BURN_HealingSpear_CombatCheckSpell_BlockHeal	Heal Self	
0084E78F	BURN_HealingSpear_CombatCheckSpell_PowerAttack	Healing Strike	
008513D8	BleedDamage	Wolf Bleed	
008521F1	Burn_crDustDevilPushHazard	Push	
008521F0	abRaceDustDevil	Dust Devil Abilities	
00852E9E	AbRadHogAlpha	Radhog Alpha Abilities	
0085315F	Burn_PrisonerCollar_Primed_SP	Prisoner Collar Primed	
0085315E	Burn_PrisonerCollar_Explosion_SP	Prisoner Collar Explosion	
00853D34	AbRadHogFury	AbRadHogFury	
00853D3B	SCORE_S23_CooldownSpell_ChemMysteryMachine	Chem Mystery Machine Cooldown	
00853E05	Burn_AbraxoNukeWeather_SP	Abraxodyne Weather	
0085659A	TestLightingDebugSpell	Debug Lighting	
008571A5	ChameleonArmorStealthIconSpell	Chameleon	
008571AA	Mutation_ChameleonStealthIcon_Spell	Chameleon	
008591E1	crGlowingRadHogCloak	Radiation Cloak	
008591E2	crRadHogRadHazard	Radiation	
008591E8	Burn_Bounty_APCloak_SP	Bounty AP Cloak	
008591E7	Burn_Bounty_APPerkEffect_SP	Bounty AP Perk Effect	
0085AD12	Burn_E01_CameraShakeSpellIntense	Camera Shake Spell	
0085AD13	Burn_E01_EarthquakeSpell	Camera Shake Spell	
0085A856	SSE_LandmineTrapExplosionSpell	Susan's Surprise Explosion	
00868BBE	AbRaceBigfoot		
00868BBF	crBigfootSlam	Bigfoot Slam	
00868BBD	crBigfootStomp	Bigfoot Stomp	
00868F79	Burn_E02_FlameThrowerFireHazardSpell2x	Strong Fire Hazard	
00885C6D	zzz_SPELL_BuildUp_AdVictoriamSpell	Ad Victoriam	
00885C6C	zzz_SPELL_PowerAttack_AdVictoriamSpell	Ad Victoriam	
0089174C	Burn_E02_EarthquakeSpell	Camera Shake Spell	
0089174D	Burn_E02_EarthquakeSpell_Long	Camera Shake Spell	
00897408	SCORE_MiniSeason_LoveHurts_ChemDuration	Rush of Love	
0089ADB5	SPELL_FurnitureBuffAccuracy	Accuracy Boost	
008A6032	crEnemyNormalization_Events_BossEnemy_Spell	Enemy Normalization Spell	
008A6031	crEnemyNormalization_Events_NormalEnemy_Spell	Enemy Normalization Spell	
008A638E	crNormalizeUp025Spell		
008A6785	RA_QuestHighlighterSpell	Quest Collectable Highlighter Spell	Quest Highlighter
008ABB24	AbPerkPortablePower	Portable Power	
008AC4CC	PlayerMovementAbility		
008AEDDB	SCORE_S24_SPELL_HealingArch	Restore Health	
008AEFE0	GHL00_Quest_BecomeGhoulRadiationHazard	Extreme Radiation	
008B1D5E	WeaponsExpert_GatheringBuff_Spell	Rip's Bounty	Cryptids may drop extra scraps
0085B9A2	DEL_HTO_Legendary_Weapon_TarnishedSpell	Tarnished Legendary Spell	
0085B9A1	HTO_Legendary_Weapon_SatiatedSpell	Satiated Legendary Spell	
0085B9A3	HTO_Legendary_Armor_RagingSpell	Raging Legendary Spell	
0086258B	DEL_crEncounterSkullIndexSpell_Medium	Encounter Skull Index [Medium]	
008625CC	HTO_crEncounterSkullIndexSpell	Encounter Skull Index Spell	
008625CB	DEL_crEncounterSkullIndexSpell_Hard	Encounter Skull Index [Hard]	
00866D8C	DailyOps_Mutation_SavageStrike	Savage Strike	Improved Accuracy & Damage
008C9093	HTO_crSuperMutantSuiciderSpell	Super Mutant Suicider Spell	
008C9090	HTO_crScorchedSuiciderSpell	Scorched Suicider Spell	
008C908D	HTO_crEyeBombSuiciderSpell	EyeBomb Suicider Spell	
008D1C9C	ATX_Buff_SharpeningStone	Sharpening Stone	
008D3854	AbPerkFreightTrain	Freight Train	
008E0683	zzz_SDOW_DailyOps_Mutation_DeepCut	Deep Cutting Spell	Slow targets down on attack
008E0682	zzz_SDOW_DailyOps_Mutation_DeepCut_DMGSpell	Deep Cutting Spell	Slow targets down on attack
008EC62D	NailerBleedSpell	Bleed	
008EE1E8	CryoHazard_Cryolator	Cryo Hazard	
008F2AEE	AbCrowdControl	Crowd Control	
008F2AED	AbLoveTap	Love Tap	
008F2AEF	AbMindOverMatter	Mind Over Matter	
008EE43D	ATX_BuffChaEnd	Charisma & Endurance Boost	
008EE4D5	GHL_abPerkBaseRadResist	Ghoul Rad Affinity	
008FBD14	AbPerkMisterSandman	Mister Sandman	
00900A5D	AbPerkConcentratedFire	Concentrated Fire	
008B7A77	WorldPets_DogBuff	Dog Pet	
008B7CAA	WorldPets_CatBuff	Cat Pet	
008BA6D3	WorldPets_RadhogBuff	Radhog Pet	
008C9399	WorldPets_DeathclawBuff	Deathclaw Pet	
008D9BF1	WorldPets_DisabledBuffs	Disabled Pet Buffs	Pet buffs are disabled
008DC2D0	zzz_WorldPets_DeathclawBuff_PetProwess	Combat Prowess	
008DC2D1	zzz_WorldPets_RadhogBuff_PetProwess	Combat Prowess	
008DC2D2	zzz_WorldPets_DogBuff_PetProwess	Combat Prowess	
008DC2CF	zzz_WorldPets_CatBuff_PetProwess	Combat Prowess	
009005E9	ATX_COMP_Cambot_Reporters_Instinct_Buff	Reporter's Instinct	
009005EA	ATX_COMP_AbPerkReporters_Instinct	Reporter's Instinct	
00905317	ATX_AbPerk_TeaWizard_LuckyLeaf01	Lucky Leaf Spell	
00905FE3	HTO_crMoleratSuiciderSpell	Molerat Suicider Spell	
0090D2BB	HTO_crFortifyHealthBossSpell	Fortify Health For Infestation Boss Spell	
0090D2BD	HTO_crFortifyHealthSupportSpell	Fortify Health For Infestation Support Spell	
0090D2BC	HTO_crFortifyHealthMobSpell	Fortify Health For Infestation Mob Spell	
0090D2C4	HTO_crFortifyBashBossSpell	Fortify Bash For Infestation Boss Spell	
