ACTI_FormID	ACTI_EDID	ACTI_FULL	XALG_Flags	CanBeInstanced	KeywordCount	PropCount	VMAD_ScriptCount	VMAD_Scripts
0010FFBF	DLC02WorkshopNeonLightLetter01-Blue-L	Neon Letter - L		False	0	0	0	
0010FFC0	DLC02WorkshopNeonLightLetter01-Blue-M	Neon Letter - M		False	0	0	0	
0010FFC1	DLC02WorkshopNeonLightLetter01-Blue-O	Neon Letter - O		False	0	0	0	
0010FFC2	DLC02WorkshopNeonLightLetter01-Blue-W	Neon Letter - W		False	0	0	0	
0010FFC3	DLC02WorkshopNeonLightLetter01-Blue-I	Neon Letter - I		False	0	0	0	
0010FFC4	DLC02WorkshopNeonLightLetter01-Blue-U	Neon Letter - U		False	0	0	0	
0010FFEE	DLC02WorkshopNeonLightLetter01-Blue-D	Neon Letter - D		False	0	0	0	
0010FFEF	DLC02WorkshopNeonLightLetter01-Blue-ExclamationMark	Neon Punctuation - Exclamation Mark		False	0	0	0	
0010FFF0	DLC02WorkshopNeonLightLetter01-Blue-F	Neon Letter - F		False	0	0	0	
00110008	DLC02WorkshopNeonLightLetter01-Blue-G	Neon Letter - G		False	0	0	0	
00110009	DLC02WorkshopNeonLightLetter01-Blue-Hyphen	Neon Punctuation - Hyphen		False	0	0	0	
0011000A	DLC02WorkshopNeonLightLetter01-Blue-J	Neon Letter - J		False	0	0	0	
00110024	DLC02WorkshopNeonLightLetter01-Blue-K	Neon Letter - K		False	0	0	0	
00110025	DLC02WorkshopNeonLightLetter01-Blue-N	Neon Letter - N		False	0	0	0	
00110027	DLC02WorkshopNeonLightLetter01-Blue-P	Neon Letter - P		False	0	0	0	
0011002C	DLC02WorkshopNeonLightLetter01-Blue-Q	Neon Letter - Q		False	0	0	0	
0011002E	DLC02WorkshopNeonLightLetter01-Blue-QuestionMark	Neon Punctuation - Question Mark		False	0	0	0	
00110036	DLC02WorkshopNeonLightLetter01-Blue-QuotationMarks	Neon Punctuation - Quotation Marks		False	0	0	0	
00110037	DLC02WorkshopNeonLightLetter01-Blue-Apostrophe	Neon Punctuation - Apostrophe		False	0	0	0	
00110040	DLC02WorkshopNeonLightLetter01-Blue-R	Neon Letter - R		False	0	0	0	
00110048	DLC02WorkshopNeonLightLetter01-Blue-S	Neon Letter - S		False	0	0	0	
00110049	DLC02WorkshopNeonLightLetter01-Blue-T	Neon Letter - T		False	0	0	0	
0011004A	DLC02WorkshopNeonLightLetter01-Blue-V	Neon Letter - V		False	0	0	0	
0011004B	DLC02WorkshopNeonLightLetter01-Blue-X	Neon Letter - X		False	0	0	0	
0011004C	DLC02WorkshopNeonLightLetter01-Blue-Y	Neon Letter - Y		False	0	0	0	
0011004D	DLC02WorkshopNeonLightLetter01-Blue-Z	Neon Letter - Z		False	0	0	0	
0011004E	DLC02WorkshopNeonLightNumber01-Blue-1	Neon Number - 1		False	0	0	0	
0011004F	DLC02WorkshopNeonLightNumber01-Blue-2	Neon Number - 2		False	0	0	0	
00110050	DLC02WorkshopNeonLightNumber01-Blue-3	Neon Number - 3		False	0	0	0	
00110051	DLC02WorkshopNeonLightNumber01-Blue-4	Neon Number - 4		False	0	0	0	
00110052	DLC02WorkshopNeonLightNumber01-Blue-5	Neon Number - 5		False	0	0	0	
00110053	DLC02WorkshopNeonLightNumber01-Blue-6	Neon Number - 6		False	0	0	0	
00110054	DLC02WorkshopNeonLightNumber01-Blue-7	Neon Number - 7		False	0	0	0	
00110055	DLC02WorkshopNeonLightNumber01-Blue-8	Neon Number - 8		False	0	0	0	
00110056	DLC02WorkshopNeonLightNumber01-Blue-9	Neon Number - 9		False	0	0	0	
00110057	DLC02WorkshopNeonLightNumber01-Blue-0	Neon Number - 0		False	0	0	0	
00110062	DLC02WorkshopNeonLightLetter01-White-B	Neon Letter - B		False	0	0	0	
001100B0	DLC02WorkshopNeonLightLetter01-White-C	Neon Letter - C		False	0	0	0	
001100B1	DLC02WorkshopNeonLightLetter01-White-D	Neon Letter - D		False	0	0	0	
001100B2	DLC02WorkshopNeonLightLetter01-White-E	Neon Letter - E		False	0	0	0	
001100B3	DLC02WorkshopNeonLightLetter01-White-F	Neon Letter - F		False	0	0	0	
001100B4	DLC02WorkshopNeonLightLetter01-White-ExclamationMark	Neon Punctuation - Exclamation Mark		False	0	0	0	
001100B5	DLC02WorkshopNeonLightLetter01-White-G	Neon Letter - G		False	0	0	0	
001100B6	DLC02WorkshopNeonLightLetter01-White-H	Neon Letter - H		False	0	0	0	
001100B7	DLC02WorkshopNeonLightLetter01-White-I	Neon Letter - I		False	0	0	0	
001100B8	DLC02WorkshopNeonLightLetter01-White-Hyphen	Neon Punctuation - Hyphen		False	0	0	0	
001100B9	DLC02WorkshopNeonLightLetter01-White-J	Neon Letter - J		False	0	0	0	
001100BA	DLC02WorkshopNeonLightLetter01-White-K	Neon Letter - K		False	0	0	0	
001100BB	DLC02WorkshopNeonLightLetter01-White-L	Neon Letter - L		False	0	0	0	
001100BC	DLC02WorkshopNeonLightLetter01-White-M	Neon Letter - M		False	0	0	0	
001100BD	DLC02WorkshopNeonLightLetter01-White-O	Neon Letter - O		False	0	0	0	
001100BE	DLC02WorkshopNeonLightLetter01-White-N	Neon Letter - N		False	0	0	0	
001100BF	DLC02WorkshopNeonLightLetter01-White-P	Neon Letter - P		False	0	0	0	
001100C0	DLC02WorkshopNeonLightLetter01-White-Q	Neon Letter - Q		False	0	0	0	
001100C1	DLC02WorkshopNeonLightLetter01-White-R	Neon Letter - R		False	0	0	0	
001100C2	DLC02WorkshopNeonLightLetter01-White-QuestionMark	Neon Punctuation - Question Mark		False	0	0	0	
001100C3	DLC02WorkshopNeonLightLetter01-White-QuotationMarks	Neon Punctuation - Quotation Marks		False	0	0	0	
001100C4	DLC02WorkshopNeonLightLetter01-White-S	Neon Letter - S		False	0	0	0	
001100C5	DLC02WorkshopNeonLightLetter01-White-T	Neon Letter - T		False	0	0	0	
001100C6	DLC02WorkshopNeonLightLetter01-White-U	Neon Letter - U		False	0	0	0	
001100C7	DLC02WorkshopNeonLightLetter01-White-V	Neon Letter - V		False	0	0	0	
001100C8	DLC02WorkshopNeonLightLetter01-White-W	Neon Letter - W		False	0	0	0	
001100C9	DLC02WorkshopNeonLightLetter01-White-X	Neon Letter - X		False	0	0	0	
001100CA	DLC02WorkshopNeonLightLetter01-White-Y	Neon Letter - Y		False	0	0	0	
001100CB	DLC02WorkshopNeonLightLetter01-White-Z	Neon Letter - Z		False	0	0	0	
001100CC	DLC02WorkshopNeonLightNumber01-White-0	Neon Number - 0		False	0	0	0	
001100CD	DLC02WorkshopNeonLightNumber01-White-1	Neon Number - 1		False	0	0	0	
001100CE	DLC02WorkshopNeonLightNumber01-White-2	Neon Number - 2		False	0	0	0	
001100CF	DLC02WorkshopNeonLightNumber01-White-3	Neon Number - 3		False	0	0	0	
001100D0	DLC02WorkshopNeonLightNumber01-White-4	Neon Number - 4		False	0	0	0	
001100D1	DLC02WorkshopNeonLightNumber01-White-5	Neon Number - 5		False	0	0	0	
001100D2	DLC02WorkshopNeonLightNumber01-White-6	Neon Number - 6		False	0	0	0	
001100D3	DLC02WorkshopNeonLightNumber01-White-7	Neon Number - 7		False	0	0	0	
001100D4	DLC02WorkshopNeonLightNumber01-White-8	Neon Number - 8		False	0	0	0	
001100D5	DLC02WorkshopNeonLightNumber01-White-9	Neon Number - 9		False	0	0	0	
001100D6	DLC02WorkshopNeonLightNumber01-Red-0	Neon Number - 0		False	0	0	0	
001100D7	DLC02WorkshopNeonLightNumber01-Red-1	Neon Number - 1		False	0	0	0	
001100D8	DLC02WorkshopNeonLightNumber01-Red-2	Neon Number - 2		False	0	0	0	
001100D9	DLC02WorkshopNeonLightNumber01-Red-3	Neon Number - 3		False	0	0	0	
001100DA	DLC02WorkshopNeonLightNumber01-Red-4	Neon Number - 4		False	0	0	0	
001100DB	DLC02WorkshopNeonLightNumber01-Red-5	Neon Number - 5		False	0	0	0	
001100DC	DLC02WorkshopNeonLightNumber01-Red-6	Neon Number - 6		False	0	0	0	
001100DD	DLC02WorkshopNeonLightNumber01-Red-7	Neon Number - 7		False	0	0	0	
001100DE	DLC02WorkshopNeonLightNumber01-Red-8	Neon Number - 8		False	0	0	0	
001100DF	DLC02WorkshopNeonLightNumber01-Red-9	Neon Number - 9		False	0	0	0	
001100E0	DLC02WorkshopNeonLightLetter01-Red-B	Neon Letter - B		False	0	0	0	
001100E1	DLC02WorkshopNeonLightLetter01-Red-C	Neon Letter - C		False	0	0	0	
001100E2	DLC02WorkshopNeonLightLetter01-Red-D	Neon Letter - D		False	0	0	0	
001100E3	DLC02WorkshopNeonLightLetter01-Red-E	Neon Letter - E		False	0	0	0	
001100E4	DLC02WorkshopNeonLightLetter01-Red-F	Neon Letter - F		False	0	0	0	
001100E5	DLC02WorkshopNeonLightLetter01-Red-ExclamationMark	Neon Punctuation - Exclamation Mark		False	0	0	0	
001100E6	DLC02WorkshopNeonLightLetter01-Red-QuestionMark	Neon Punctuation - Question Mark		False	0	0	0	
001100E7	DLC02WorkshopNeonLightLetter01-Red-Hyphen	Neon Punctuation - Hyphen		False	0	0	0	
001100E8	DLC02WorkshopNeonLightLetter01-Red-QuotationMarks	Neon Punctuation - Quotation Marks		False	0	0	0	
001100E9	DLC02WorkshopNeonLightLetter01-Red-G	Neon Letter - G		False	0	0	0	
001100EA	DLC02WorkshopNeonLightLetter01-Red-H	Neon Letter - H		False	0	0	0	
001100EB	DLC02WorkshopNeonLightLetter01-Red-I	Neon Letter - I		False	0	0	0	
001100EC	DLC02WorkshopNeonLightLetter01-Red-J	Neon Letter - J		False	0	0	0	
001100ED	DLC02WorkshopNeonLightLetter01-Red-K	Neon Letter - K		False	0	0	0	
001100EE	DLC02WorkshopNeonLightLetter01-Red-L	Neon Letter - L		False	0	0	0	
001100EF	DLC02WorkshopNeonLightLetter01-Red-M	Neon Letter - M		False	0	0	0	
001100F0	DLC02WorkshopNeonLightLetter01-Red-N	Neon Letter - N		False	0	0	0	
001100F1	DLC02WorkshopNeonLightLetter01-Red-O	Neon Letter - O		False	0	0	0	
001100F2	DLC02WorkshopNeonLightLetter01-Red-P	Neon Letter - P		False	0	0	0	
001100F3	DLC02WorkshopNeonLightLetter01-Red-Q	Neon Letter - Q		False	0	0	0	
001100F4	DLC02WorkshopNeonLightLetter01-Red-R	Neon Letter - R		False	0	0	0	
001100F5	DLC02WorkshopNeonLightLetter01-Red-S	Neon Letter - S		False	0	0	0	
001100F6	DLC02WorkshopNeonLightLetter01-Red-T	Neon Letter - T		False	0	0	0	
001100F7	DLC02WorkshopNeonLightLetter01-Red-U	Neon Letter - U		False	0	0	0	
001100F8	DLC02WorkshopNeonLightLetter01-Red-V	Neon Letter - V		False	0	0	0	
001100F9	DLC02WorkshopNeonLightLetter01-Red-W	Neon Letter - W		False	0	0	0	
001100FA	DLC02WorkshopNeonLightLetter01-Red-X	Neon Letter - X		False	0	0	0	
001100FB	DLC02WorkshopNeonLightLetter01-Red-Y	Neon Letter - Y		False	0	0	0	
001100FC	DLC02WorkshopNeonLightLetter01-Red-Z	Neon Letter - Z		False	0	0	0	
00110106	WorkshopTrafficLight	Traffic Light		False	0	0	0	
00110119	DLC02WorkshopNeonLightLetter01-Red-Apostrophe	Neon Punctuation - Apostrophe		False	0	0	0	
0011011A	DLC02WorkshopNeonLightLetter01-White-Apostrophe	Neon Punctuation - Apostrophe		False	0	0	0	
00110176	xDLC02ShackMidFloorTrapDoor01	Trap Door		False	0	0	0	
001101B8	WorkshopGeneratorFusion	Generator - Fusion		False	0	0	0	
001101CC	DLC02WorkshopNeonLightNumber01-Purple-0	Neon Number - 0		False	0	0	0	
001101CE	DLC02WorkshopNeonLightNumber01-Orange-0	Neon Number - 0		False	0	0	0	
001101D0	DLC02WorkshopNeonLightNumber01-Yellow-0	Neon Number - 0		False	0	0	0	
001101D2	DLC02WorkshopNeonLightNumber01-Green-0	Neon Number - 0		False	0	0	0	
001101DC	WorkshopLightboxSmall01	Lightbox		False	0	0	0	
001101FE	DLC02WorkshopNeonLightNumber01-Orange-1	Neon Number - 1		False	0	0	0	
00110200	DLC02WorkshopNeonLightNumber01-Orange-2	Neon Number - 2		False	0	0	0	
00110202	DLC02WorkshopNeonLightNumber01-Orange-3	Neon Number - 3		False	0	0	0	
00110204	DLC02WorkshopNeonLightNumber01-Orange-4	Neon Number - 4		False	0	0	0	
0011020D	DLC02WorkshopNeonLightNumber01-Orange-5	Neon Number - 5		False	0	0	0	
0011020F	DLC02WorkshopNeonLightNumber01-Orange-6	Neon Number - 6		False	0	0	0	
00110211	DLC02WorkshopNeonLightNumber01-Orange-7	Neon Number - 7		False	0	0	0	
00110213	DLC02WorkshopNeonLightNumber01-Orange-8	Neon Number - 8		False	0	0	0	
00110215	DLC02WorkshopNeonLightNumber01-Orange-9	Neon Number - 9		False	0	0	0	
0011021E	DLC02WorkshopNeonLightLetter01-Orange-A	Neon Letter - A		False	0	0	0	
0011021F	DLC02WorkshopNeonLightLetter01-Orange-Apostrophe	Neon Punctuation - Apostrophe		False	0	0	0	
00110221	DLC02WorkshopNeonLightLetter01-Orange-B	Neon Letter - B		False	0	0	0	
00110223	DLC02WorkshopNeonLightLetter01-Orange-C	Neon Letter - C		False	0	0	0	
00110225	DLC02WorkshopNeonLightLetter01-Orange-D	Neon Letter - D		False	0	0	0	
00110227	DLC02WorkshopNeonLightLetter01-Orange-E	Neon Letter - E		False	0	0	0	
00110229	DLC02WorkshopNeonLightLetter01-Orange-ExclamationMark	Neon Punctuation - Exclamation Mark		False	0	0	0	
0011022B	DLC02WorkshopNeonLightLetter01-Orange-F	Neon Letter - F		False	0	0	0	
0011022D	DLC02WorkshopNeonLightLetter01-Orange-G	Neon Letter - G		False	0	0	0	
0011022F	DLC02WorkshopNeonLightLetter01-Orange-H	Neon Letter - H		False	0	0	0	
00110231	DLC02WorkshopNeonLightLetter01-Orange-Hyphen	Neon Punctuation - Hyphen		False	0	0	0	
00110233	DLC02WorkshopNeonLightLetter01-Orange-I	Neon Letter - I		False	0	0	0	
00110235	DLC02WorkshopNeonLightLetter01-Orange-J	Neon Letter - J		False	0	0	0	
00110237	DLC02WorkshopNeonLightLetter01-Orange-K	Neon Letter - K		False	0	0	0	
00110239	DLC02WorkshopNeonLightLetter01-Orange-L	Neon Letter - L		False	0	0	0	
0011023B	DLC02WorkshopNeonLightLetter01-Orange-M	Neon Letter - M		False	0	0	0	
0011023D	DLC02WorkshopNeonLightLetter01-Orange-N	Neon Letter - N		False	0	0	0	
0011023F	DLC02WorkshopNeonLightLetter01-Orange-O	Neon Letter - O		False	0	0	0	
00110241	DLC02WorkshopNeonLightLetter01-Orange-P	Neon Letter - P		False	0	0	0	
00110243	DLC02WorkshopNeonLightLetter01-Orange-Q	Neon Letter - Q		False	0	0	0	
00110245	DLC02WorkshopNeonLightLetter01-Orange-QuestionMark	Neon Punctuation - Question Mark		False	0	0	0	
00110247	DLC02WorkshopNeonLightLetter01-Orange-QuotationMarks	Neon Punctuation - Quotation Marks		False	0	0	0	
00110249	DLC02WorkshopNeonLightLetter01-Orange-R	Neon Letter - R		False	0	0	0	
0011024B	DLC02WorkshopNeonLightLetter01-Orange-S	Neon Letter - S		False	0	0	0	
0011024D	DLC02WorkshopNeonLightLetter01-Orange-T	Neon Letter - T		False	0	0	0	
0011024F	DLC02WorkshopNeonLightLetter01-Orange-U	Neon Letter - U		False	0	0	0	
00110251	DLC02WorkshopNeonLightLetter01-Orange-V	Neon Letter - V		False	0	0	0	
00110253	DLC02WorkshopNeonLightLetter01-Orange-W	Neon Letter - W		False	0	0	0	
00110255	DLC02WorkshopNeonLightLetter01-Orange-X	Neon Letter - X		False	0	0	0	
00110257	DLC02WorkshopNeonLightLetter01-Orange-Y	Neon Letter - Y		False	0	0	0	
00110259	DLC02WorkshopNeonLightLetter01-Orange-Z	Neon Letter - Z		False	0	0	0	
0011025B	DLC02WorkshopNeonLightNumber01-Green-1	Neon Number - 1		False	0	0	0	
0011025C	DLC02WorkshopNeonLightNumber01-Green-2	Neon Number - 2		False	0	0	0	
0011025E	DLC02WorkshopNeonLightNumber01-Green-3	Neon Number - 3		False	0	0	0	
00110260	DLC02WorkshopNeonLightNumber01-Green-4	Neon Number - 4		False	0	0	0	
00110262	DLC02WorkshopNeonLightNumber01-Green-5	Neon Number - 5		False	0	0	0	
00110264	DLC02WorkshopNeonLightNumber01-Green-6	Neon Number - 6		False	0	0	0	
00110266	DLC02WorkshopNeonLightNumber01-Green-7	Neon Number - 7		False	0	0	0	
00110268	DLC02WorkshopNeonLightNumber01-Green-8	Neon Number - 8		False	0	0	0	
0011026A	DLC02WorkshopNeonLightNumber01-Green-9	Neon Number - 9		False	0	0	0	
0011026D	DLC02WorkshopNeonLightLetter01-Green-A	Neon Letter - A		False	0	0	0	
0011026E	DLC02WorkshopNeonLightLetter01-Green-Apostrophe	Neon Punctuation - Apostrophe		False	0	0	0	
00110270	DLC02WorkshopNeonLightLetter01-Green-B	Neon Letter - B		False	0	0	0	
00110272	DLC02WorkshopNeonLightLetter01-Green-C	Neon Letter - C		False	0	0	0	
00110274	DLC02WorkshopNeonLightLetter01-Green-D	Neon Letter - D		False	0	0	0	
00110276	DLC02WorkshopNeonLightLetter01-Green-E	Neon Letter - E		False	0	0	0	
00110278	DLC02WorkshopNeonLightLetter01-Green-ExclamationMark	Neon Punctuation - Exclamation Mark		False	0	0	0	
0011027A	DLC02WorkshopNeonLightLetter01-Green-F	Neon Letter - F		False	0	0	0	
0011027C	DLC02WorkshopNeonLightLetter01-Green-G	Neon Letter - G		False	0	0	0	
0011027E	DLC02WorkshopNeonLightLetter01-Green-H	Neon Letter - H		False	0	0	0	
00110280	DLC02WorkshopNeonLightLetter01-Green-Hyphen	Neon Punctuation - Hyphen		False	0	0	0	
00110282	DLC02WorkshopNeonLightLetter01-Green-I	Neon Letter - I		False	0	0	0	
00110284	DLC02WorkshopNeonLightLetter01-Green-J	Neon Letter - J		False	0	0	0	
00110286	DLC02WorkshopNeonLightLetter01-Green-K	Neon Letter - K		False	0	0	0	
00110288	DLC02WorkshopNeonLightLetter01-Green-L	Neon Letter - L		False	0	0	0	
0011028A	DLC02WorkshopNeonLightLetter01-Green-M	Neon Letter - M		False	0	0	0	
0011028C	DLC02WorkshopNeonLightLetter01-Green-N	Neon Letter - N		False	0	0	0	
0011028E	DLC02WorkshopNeonLightLetter01-Green-O	Neon Letter - O		False	0	0	0	
00110290	DLC02WorkshopNeonLightLetter01-Green-P	Neon Letter - P		False	0	0	0	
00110292	DLC02WorkshopNeonLightLetter01-Green-Q	Neon Letter - Q		False	0	0	0	
00110294	DLC02WorkshopNeonLightLetter01-Green-QuestionMark	Neon Punctuation - Question Mark		False	0	0	0	
00110296	DLC02WorkshopNeonLightLetter01-Green-QuotationMarks	Neon Punctuation - Quotation Marks		False	0	0	0	
00110298	DLC02WorkshopNeonLightLetter01-Green-R	Neon Letter - R		False	0	0	0	
0011029A	DLC02WorkshopNeonLightLetter01-Green-S	Neon Letter - S		False	0	0	0	
0011029C	DLC02WorkshopNeonLightLetter01-Green-T	Neon Letter - T		False	0	0	0	
0011029E	DLC02WorkshopNeonLightLetter01-Green-U	Neon Letter - U		False	0	0	0	
001102A0	DLC02WorkshopNeonLightLetter01-Green-V	Neon Letter - V		False	0	0	0	
001102A2	DLC02WorkshopNeonLightLetter01-Green-W	Neon Letter - W		False	0	0	0	
001102A4	DLC02WorkshopNeonLightLetter01-Green-X	Neon Letter - X		False	0	0	0	
001102A6	DLC02WorkshopNeonLightLetter01-Green-Y	Neon Letter - Y		False	0	0	0	
001102A8	DLC02WorkshopNeonLightLetter01-Green-Z	Neon Letter - Z		False	0	0	0	
001102AA	DLC02WorkshopNeonLightNumber01-Purple-1	Neon Number - 1		False	0	0	0	
001102AB	DLC02WorkshopNeonLightNumber01-Purple-2	Neon Number - 2		False	0	0	0	
001102AD	DLC02WorkshopNeonLightNumber01-Purple-3	Neon Number - 3		False	0	0	0	
001102AF	DLC02WorkshopNeonLightNumber01-Purple-4	Neon Number - 4		False	0	0	0	
001102B1	DLC02WorkshopNeonLightNumber01-Purple-5	Neon Number - 5		False	0	0	0	
001102B3	DLC02WorkshopNeonLightNumber01-Purple-6	Neon Number - 6		False	0	0	0	
001102B5	DLC02WorkshopNeonLightNumber01-Purple-7	Neon Number - 7		False	0	0	0	
001102B7	DLC02WorkshopNeonLightNumber01-Purple-8	Neon Number - 8		False	0	0	0	
001102B9	DLC02WorkshopNeonLightNumber01-Purple-9	Neon Number - 9		False	0	0	0	
001102DA	DLC02WorkshopNeonLightLetter01-Purple-A	Neon Letter - A		False	0	0	0	
001102DB	DLC02WorkshopNeonLightLetter01-Purple-Apostrophe	Neon Punctuation - Apostrophe		False	0	0	0	
001102DC	DLC02WorkshopNeonLightLetter01-Purple-B	Neon Letter - B		False	0	0	0	
001102DD	DLC02WorkshopNeonLightLetter01-Purple-C	Neon Letter - C		False	0	0	0	
001102DE	DLC02WorkshopNeonLightLetter01-Purple-D	Neon Letter - D		False	0	0	0	
001102DF	DLC02WorkshopNeonLightLetter01-Purple-E	Neon Letter - E		False	0	0	0	
001102E0	DLC02WorkshopNeonLightLetter01-Purple-ExclamationMark	Neon Punctuation - Exclamation Mark		False	0	0	0	
001102E1	DLC02WorkshopNeonLightLetter01-Purple-F	Neon Letter - F		False	0	0	0	
001102E2	DLC02WorkshopNeonLightLetter01-Purple-G	Neon Letter - G		False	0	0	0	
001102E3	DLC02WorkshopNeonLightLetter01-Purple-H	Neon Letter - H		False	0	0	0	
001102E4	DLC02WorkshopNeonLightLetter01-Purple-Hyphen	Neon Punctuation - Hyphen		False	0	0	0	
001102E5	DLC02WorkshopNeonLightLetter01-Purple-I	Neon Letter - I		False	0	0	0	
001102E6	DLC02WorkshopNeonLightLetter01-Purple-J	Neon Letter - J		False	0	0	0	
001102ED	DLC02WorkshopNeonLightLetter01-Purple-K	Neon Letter - K		False	0	0	0	
00110306	DLC02WorkshopNeonLightLetter01-Purple-L	Neon Letter - L		False	0	0	0	
00110307	DLC02WorkshopNeonLightLetter01-Purple-M	Neon Letter - M		False	0	0	0	
00110308	DLC02WorkshopNeonLightLetter01-Purple-N	Neon Letter - N		False	0	0	0	
00110309	DLC02WorkshopNeonLightLetter01-Purple-O	Neon Letter - O		False	0	0	0	
0011030A	DLC02WorkshopNeonLightLetter01-Purple-P	Neon Letter - P		False	0	0	0	
0011030B	DLC02WorkshopNeonLightLetter01-Purple-Q	Neon Letter - Q		False	0	0	0	
0011030C	DLC02WorkshopNeonLightLetter01-Purple-QuestionMark	Neon Punctuation - Question Mark		False	0	0	0	
0011030D	DLC02WorkshopNeonLightLetter01-Purple-QuotationMarks	Neon Punctuation - Quotation Marks		False	0	0	0	
0011030E	DLC02WorkshopNeonLightLetter01-Purple-R	Neon Letter - R		False	0	0	0	
0011030F	DLC02WorkshopNeonLightLetter01-Purple-S	Neon Letter - S		False	0	0	0	
00110310	DLC02WorkshopNeonLightLetter01-Purple-T	Neon Letter - T		False	0	0	0	
00110311	DLC02WorkshopNeonLightLetter01-Purple-U	Neon Letter - U		False	0	0	0	
00110312	DLC02WorkshopNeonLightLetter01-Purple-V	Neon Letter - V		False	0	0	0	
00110313	DLC02WorkshopNeonLightLetter01-Purple-W	Neon Letter - W		False	0	0	0	
00110314	DLC02WorkshopNeonLightLetter01-Purple-X	Neon Letter - X		False	0	0	0	
00110315	DLC02WorkshopNeonLightLetter01-Purple-Y	Neon Letter - Y		False	0	0	0	
00110316	DLC02WorkshopNeonLightLetter01-Purple-Z	Neon Letter - Z		False	0	0	0	
00110317	DLC02WorkshopNeonLightLetter01-Yellow-Apostrophe	Neon Punctuation - Apostrophe		False	0	0	0	
00110319	DLC02WorkshopNeonLightLetter01-Yellow-B	Neon Letter - B		False	0	0	0	
0011031B	DLC02WorkshopNeonLightLetter01-Yellow-C	Neon Letter - C		False	0	0	0	
0011031D	DLC02WorkshopNeonLightLetter01-Yellow-D	Neon Letter - D		False	0	0	0	
0011031F	DLC02WorkshopNeonLightLetter01-Yellow-E	Neon Letter - E		False	0	0	0	
00110321	DLC02WorkshopNeonLightLetter01-Yellow-ExclamationMark	Neon Punctuation - Exclamation Mark		False	0	0	0	
00110323	DLC02WorkshopNeonLightLetter01-Yellow-F	Neon Letter - F		False	0	0	0	
00110325	DLC02WorkshopNeonLightLetter01-Yellow-G	Neon Letter - G		False	0	0	0	
00110327	DLC02WorkshopNeonLightLetter01-Yellow-H	Neon Letter - H		False	0	0	0	
00110329	DLC02WorkshopNeonLightLetter01-Yellow-Hyphen	Neon Punctuation - Hyphen		False	0	0	0	
0011032B	DLC02WorkshopNeonLightLetter01-Yellow-I	Neon Letter - I		False	0	0	0	
0011032D	DLC02WorkshopNeonLightLetter01-Yellow-J	Neon Letter - J		False	0	0	0	
0011032F	DLC02WorkshopNeonLightLetter01-Yellow-K	Neon Letter - K		False	0	0	0	
00110331	DLC02WorkshopNeonLightLetter01-Yellow-L	Neon Letter - L		False	0	0	0	
00110333	DLC02WorkshopNeonLightLetter01-Yellow-M	Neon Letter - M		False	0	0	0	
00110335	DLC02WorkshopNeonLightLetter01-Yellow-N	Neon Letter - N		False	0	0	0	
00110337	DLC02WorkshopNeonLightLetter01-Yellow-O	Neon Letter - O		False	0	0	0	
00110339	DLC02WorkshopNeonLightLetter01-Yellow-P	Neon Letter - P		False	0	0	0	
0011033B	DLC02WorkshopNeonLightLetter01-Yellow-Q	Neon Letter - Q		False	0	0	0	
0011033E	DLC02WorkshopNeonLightLetter01-Yellow-QuestionMark	Neon Punctuation - Question Mark		False	0	0	0	
00110340	DLC02WorkshopNeonLightLetter01-Yellow-QuotationMarks	Neon Punctuation - Quotation Marks		False	0	0	0	
00110342	DLC02WorkshopNeonLightLetter01-Yellow-R	Neon Letter - R		False	0	0	0	
00110344	DLC02WorkshopNeonLightLetter01-Yellow-S	Neon Letter - S		False	0	0	0	
00110346	DLC02WorkshopNeonLightLetter01-Yellow-T	Neon Letter - T		False	0	0	0	
00110348	DLC02WorkshopNeonLightLetter01-Yellow-U	Neon Letter - U		False	0	0	0	
0011034A	DLC02WorkshopNeonLightLetter01-Yellow-V	Neon Letter - V		False	0	0	0	
0011034C	DLC02WorkshopNeonLightLetter01-Yellow-W	Neon Letter - W		False	0	0	0	
0011034E	DLC02WorkshopNeonLightLetter01-Yellow-X	Neon Letter - X		False	0	0	0	
