PCRD_FormID	PCRD_EDID	FormVersion	DESC	MNAM_MaleName	FNAM_FemaleName	ANAM_PerkCardFlags	DATA_Value	DATA_MinLevel	DATA_Special	DATA_RaceRestriction	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	SNAM_Sound	RankCount	Ranks_Flat	ReferencedByCount	Rank_1_CardRank	Rank_1_MalePerk_FormID	Rank_1_MalePerk_EDID	Rank_1_MalePerk_FULL	Rank_1_FemalePerk_FormID	Rank_1_FemalePerk_EDID	Rank_1_FemalePerk_FULL	Rank_2_CardRank	Rank_2_MalePerk_FormID	Rank_2_MalePerk_EDID	Rank_2_MalePerk_FULL	Rank_2_FemalePerk_FormID	Rank_2_FemalePerk_EDID	Rank_2_FemalePerk_FULL	Rank_3_CardRank	Rank_3_MalePerk_FormID	Rank_3_MalePerk_EDID	Rank_3_MalePerk_FULL	Rank_3_FemalePerk_FormID	Rank_3_FemalePerk_EDID	Rank_3_FemalePerk_FULL	Rank_4_CardRank	Rank_4_MalePerk_FormID	Rank_4_MalePerk_EDID	Rank_4_MalePerk_FULL	Rank_4_FemalePerk_FormID	Rank_4_FemalePerk_EDID	Rank_4_FemalePerk_FULL	Rank_5_CardRank	Rank_5_MalePerk_FormID	Rank_5_MalePerk_EDID	Rank_5_MalePerk_FULL	Rank_5_FemalePerk_FormID	Rank_5_FemalePerk_EDID	Rank_5_FemalePerk_FULL	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11
002DB86B	SolarPoweredCard	209	Catch some rays!	SolarPowered			0.000000	22	Endurance	None	0024F8D6	PerkCard_Caps_Uncommon		001A72F9:UIPerkMenuSolarPowered:SNDR	1	2|0004D8A7:SolarPowered01:Solar Powered|	3	2	0004D8A7	SolarPowered01	Solar Powered																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
002DB86E	PhotosyntheticCard	209	Mmmm, that sunlight is delicious.	Photosynthetic			0.000000	47	Endurance	None	001179F3	PerkCard_Caps_Rare		001A72F9:UIPerkMenuSolarPowered:SNDR	2	1|002DB86C:Photosynthetic01:Photosynthetic| || 2|002DB86D:Photosynthetic02:Photosynthetic|	3	1	002DB86C	Photosynthetic01	Photosynthetic				2	002DB86D	Photosynthetic02	Photosynthetic																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00242E66	BarbarianCard	209	Channel your inner Grognak!	Barbarian			0.000000	14	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|00242E59:Barbarian01:Barbarian|	3	1	00242E59	Barbarian01	Barbarian																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
001287A0	QuackSurgeonCard	209	That'll wake you up in the mornin'!	QuackSurgeon			0.000000	22	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|0012879F:QuackSurgeon01:Quack Surgeon|	3	1	0012879F	QuackSurgeon01	Quack Surgeon																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0003D963	SlowMetabolizerCard	209	Your body does more with less!	SlowMetabolizer			0.000000	5	Endurance	Human	001179ED	PerkCard_Caps_Common			2	1|00029330:SlowMetabolizer01:Slow Metabolizer| || 2|0002936F:SlowMetabolizer02:Slow Metabolizer|	3	1	00029330	SlowMetabolizer01	Slow Metabolizer				2	0002936F	SlowMetabolizer02	Slow Metabolizer																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0013130F	DromedaryCard	209	Is that a hump on your back?	Dromedary			0.000000	3	Endurance	Human	001179ED	PerkCard_Caps_Common			2	1|0003D966:Dromedary01:Dromedary| || 2|0009D1FD:Dromedary02:Dromedary|	3	1	0003D966	Dromedary01	Dromedary				2	0009D1FD	Dromedary02	Dromedary																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00006DC3	OverlyGenerousCard	209	Radiation, the gift that keeps on giving!	OverlyGenerous			0.000000	32	Charisma	Human	001179F3	PerkCard_Caps_Rare			2	1|00006DC1:OverlyGenerous01:Overly Generous| || 2|00006F8D:OverlyGenerous02:Overly Generous|	3	1	00006DC1	OverlyGenerous01	Overly Generous				2	00006F8D	OverlyGenerous02	Overly Generous																									0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
002AADA4	HydroFixCard	209	Just a little at a time keeps the thirst away.	HydroFix			0.000000	11	Endurance	Human	001179ED	PerkCard_Caps_Common			2	1|00122C56:HydroFix01:Hydro Fix| || 2|001872F4:HydroFix02:Hydro Fix|	3	1	00122C56	HydroFix01	Hydro Fix				2	001872F4	HydroFix02	Hydro Fix																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
002EBD31	RiflemanMasterCard	209	You'd give Daniel Boone a run for his money!	RiflemanMaster			0.000000	35	Perception	None	001179F3	PerkCard_Caps_Rare		001A72F1:UIPerkMenuRifleman:SNDR	1	3|002EBD30:RiflemanMaster01:Smart Shot|	3	3	002EBD30	RiflemanMaster01	Smart Shot																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
002EBD2B	RiflemanExpertCard	209	You can drop a radstag at a thousand yards.	RiflemanExpert			0.000000	15	Perception	None	001179F3	PerkCard_Caps_Rare		001A72F1:UIPerkMenuRifleman:SNDR	1	2|002EBD2A:RiflemanExpert01:Scoped-up|	3	2	002EBD2A	RiflemanExpert01	Scoped-up																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
002EBD26	CovertOperativeCard	209	You've read every Covert Operations Manual ever written, twice.	CovertOperative			0.000000	27	Agility	None	001179F3	PerkCard_Caps_Rare			3	1|0025A7F7:CovertOperative01:Covert Operative| || 2|002EBD23:CovertOperative02:Covert Operative| || 3|002EBD24:CovertOperative03:Covert Operative|	3	1	0025A7F7	CovertOperative01	Covert Operative				2	002EBD23	CovertOperative02	Covert Operative				3	002EBD24	CovertOperative03	Covert Operative																		0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
002FBF31	zzz_Vault94Mission01PerkCardTBD	209		Toughness			0.000000	0	Unknown	None	001179F2	PerkCard_Caps_Unique		001A72FC:UIPerkMenuToughness:SNDR	5	0|| || 0|| || 0|| || 0|| || 0||	0	0							0							0							0							0																	
002FC0E4	zzz_Vault94Mission02PerkCardTBD	209		Toughness			0.000000	0	Unknown	None	001179F2	PerkCard_Caps_Unique		001A72FC:UIPerkMenuToughness:SNDR	5	0|| || 0|| || 0|| || 0|| || 0||	0	0							0							0							0							0																	
002FC10E	zzz_Vault94Mission03PerkCardTBD	209		Toughness			0.000000	0	Unknown	None	001179F2	PerkCard_Caps_Unique		001A72FC:UIPerkMenuToughness:SNDR	5	0|| || 0|| || 0|| || 0|| || 0||	0	0							0							0							0							0																	
00188F07	NightPersonCard	209	You are a creature of the night!	NightPerson			0.000000	24	Perception	None	0024F8D6	PerkCard_Caps_Uncommon		001A72E2:UIPerkMenuNightPerson:SNDR	1	2|0004C93B:NightPerson01:Night Person|	3	2	0004C93B	NightPerson01	Night Person																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
0018731C	EMTCard	209	No one dies on your watch!	EMT			0.000000	9	Charisma	None	001179ED	PerkCard_Caps_Common			1	2|00029285:EMT01:E.M.T.|	3	2	00029285	EMT01	E.M.T.																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
001873CE	ButchersBountyCard	209	You aren't afraid to dig a little deeper to get what you want.	ButchersBounty			0.000000	3	Perception	None	001179ED	PerkCard_Caps_Common			3	1|0018731F:ButchersBounty01:Butcher's Bounty| || 2|00187426:ButchersBounty02:Butcher's Bounty| || 3|00187429:ButchersBounty03:Butcher's Bounty|	3	1	0018731F	ButchersBounty01	Butcher's Bounty				2	00187426	ButchersBounty02	Butcher's Bounty				3	00187429	ButchersBounty03	Butcher's Bounty																		0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00188F1F	BasherCard	209	Get up close and personal!	Basher			0.000000	11	Strength	None	001179F3	PerkCard_Caps_Rare		00211CA4:UIPerkMenuBasher:SNDR	2	1|00065DF9:Basher01:Basher| || 2|00065DFA:Basher02:Basher|	3	1	00065DF9	Basher01	Basher				2	00065DFA	Basher02	Basher																									0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0010BCCE	TravelingPharmacyCard	209	You're great at getting boosted... on the go!	TravelingPharmacy			0.000000	3	Strength	None	001179ED	PerkCard_Caps_Common			2	1|0010BCAC:TravelingPharmacy01:Traveling Pharmacy| || 2|0010BCB0:TravelingPharmacy02:Traveling Pharmacy|	9	1	0010BCAC	TravelingPharmacy01	Traveling Pharmacy				2	0010BCB0	TravelingPharmacy02	Traveling Pharmacy																									0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	006DE9E3:NPE_Loadout_CommandoSelectionList:LVPC	006DE9E4:NPE_Loadout_GunslingerSelectionList:LVPC	006DE9E5:NPE_Loadout_SluggerSelectionList:LVPC	006DE9E6:NPE_Loadout_ShotgunnerSelectionList:LVPC	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC		
00185A2C	WreckingBallCard	209	You are a literal home wrecker.	WreckingBall			0.000000	29	Strength	None	001179ED	PerkCard_Caps_Common			1	1|00185995:WreckingBall01:Wrecking Ball|	3	1	00185995	WreckingBall01	Wrecking Ball																																0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
001870F2	IronStomachCard	209	Is tonight's dinner Rotting Roadkill Goulash Surprise? No problem!	IronStomach			0.000000	4	Endurance	Human	0024F8D6	PerkCard_Caps_Uncommon			1	1|00185A2D:IronStomach01:Iron Stomach|	3	1	00185A2D	IronStomach01	Iron Stomach																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
002BA546	NaturalResistanceCard	209	You're healthy as a horse! Or Deathclaw.	NaturalResistance			0.000000	10	Endurance	Human	0024F8D6	PerkCard_Caps_Uncommon			1	1|0018712E:NaturalResistance01:Natural Resistance|	7	1	0018712E	NaturalResistance01	Natural Resistance																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST	006DE9E3:NPE_Loadout_CommandoSelectionList:LVPC	006DE9E4:NPE_Loadout_GunslingerSelectionList:LVPC	006DE9E5:NPE_Loadout_SluggerSelectionList:LVPC	006DE9E6:NPE_Loadout_ShotgunnerSelectionList:LVPC				
002BA564	ThirstQuencherCard	209	Your system filters liquids to the EXTREME.	ThirstQuencher			0.000000	6	Endurance	Human	0024F8D6	PerkCard_Caps_Uncommon			1	1|002BA547:ThirstQuencher01:Thirst Quencher|	3	1	002BA547	ThirstQuencher01	Thirst Quencher																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
0031AEF6	CommandoCard	209		Commando			0.000000	5	Perception	None	001179F3	PerkCard_Caps_Rare		001A7633:UIPerkMenuCommando:SNDR	3	1|0031AEEF:Commando01:Center Masochist| || 2|0031AEF0:Commando02:Center Masochist| || 3|0031AEF1:Commando03:Center Masochist|	5	1	0031AEEF	Commando01	Center Masochist				2	0031AEF0	Commando02	Center Masochist				3	0031AEF1	Commando03	Center Masochist																		0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	006DE9E3:NPE_Loadout_CommandoSelectionList:LVPC	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC						
0031AEF7	CommandoExpertCard	209		CommandoExpert			0.000000	20	Perception	None	001179F3	PerkCard_Caps_Rare		001A7633:UIPerkMenuCommando:SNDR	1	2|0031AEF2:CommandoExpert01:Fast Fighter|	3	2	0031AEF2	CommandoExpert01	Fast Fighter																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0031AEF8	GunslingerCard	209	Channel the spirit of the Old West!	Gunslinger			0.000000	2	Agility	None	001179F3	PerkCard_Caps_Rare		001A763F:UIPerkMenuGunslinger:SNDR	3	1|0031AEFA:Gunslinger01:Gunslinger| || 2|0031AEFB:Gunslinger02:Gunslinger| || 3|0031AEFC:Gunslinger03:Gunslinger|	6	1	0031AEFA	Gunslinger01	Gunslinger				2	0031AEFB	Gunslinger02	Gunslinger				3	0031AEFC	Gunslinger03	Gunslinger																		0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	006DE9E4:NPE_Loadout_GunslingerSelectionList:LVPC	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC	00727E72:NPE_Loadout_GunslingerCard:LVPC					
0031AEF9	GunslingerExpertCard	209	Fan that hammer!	GunslingerExpert			0.000000	15	Agility	None	001179F3	PerkCard_Caps_Rare		001A763F:UIPerkMenuGunslinger:SNDR	1	2|0031AEFD:GunslingerExpert01:Gunslinger Expert|	3	2	0031AEFD	GunslingerExpert01	Gunslinger Expert																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0031AF0D	GuerrillaCard	209	You're trained for close-quarters shooting.	Guerrilla			0.000000	5	Agility	None	001179F3	PerkCard_Caps_Rare			3	1|0031AF01:Guerrilla01:Guerrilla| || 2|0031AF02:Guerrilla02:Guerrilla| || 3|0031AF03:Guerrilla03:Guerrilla|	3	1	0031AF01	Guerrilla01	Guerrilla				2	0031AF02	Guerrilla02	Guerrilla				3	0031AF03	Guerrilla03	Guerrilla																		0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0031AF0E	GuerrillaExpertCard	209	It's all about the close-range spray-and-pray!	GuerrillaExpert			0.000000	20	Agility	None	001179F3	PerkCard_Caps_Rare			1	2|0031AF04:GuerrillaExpert01:Guerrilla Expert|	3	2	0031AF04	GuerrillaExpert01	Guerrilla Expert																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0031AF0F	GuerrillaMasterCard	209	You're a close-quarters gun warrior!	GuerrillaMaster			0.000000	40	Agility	None	001179F3	PerkCard_Caps_Rare			1	3|0031AF08:GuerrillaMaster01:Guerrilla Master|	3	3	0031AF08	GuerrillaMaster01	Guerrilla Master																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0031AF17	HeavyGunnerCard	209	Big guns, big damage!	HeavyGunner			0.000000	30	Strength	None	001179F3	PerkCard_Caps_Rare		001A7641:UIPerkMenuHeavyGunner:SNDR	3	1|0031AF14:HeavyGunner01:Bullet Storm| || 2|0031AF15:HeavyGunner02:Bullet Storm| || 3|0031AF16:HeavyGunner03:Bullet Storm|	4	1	0031AF14	HeavyGunner01	Bullet Storm				2	0031AF15	HeavyGunner02	Bullet Storm				3	0031AF16	HeavyGunner03	Bullet Storm																		0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	007B9AF0:ATX_Loadout_Level50_Boost_BonusCards:LVPC							
0031AF18	HeavyGunnerExpertCard	209	Practice and conditioning.	HeavyGunnerExpert			0.000000	40	Strength	None	001179F3	PerkCard_Caps_Rare		001A7641:UIPerkMenuHeavyGunner:SNDR	1	2|0031AF10:HeavyGunnerExpert01:Tightly Wound|	3	2	0031AF10	HeavyGunnerExpert01	Tightly Wound																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00202047	ShotgunnerMasterCard	209	You're a trophy shooter - with the trophy to prove it!	ShotgunnerMaster			0.000000	40	Strength	None	001179F3	PerkCard_Caps_Rare			1	3|001A2DE1:ShotgunnerMaster01:Shotgun Champ|	3	3	001A2DE1	ShotgunnerMaster01	Shotgun Champ																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00202049	ShotgunnerCard	209	Pump action is your kind of action.	Shotgunner			0.000000	5	Strength	None	001179F3	PerkCard_Caps_Rare			3	1|00090590:Shotgunner01:Easy Target| || 2|00090694:Shotgunner02:Easy Target| || 3|00127855:Shotgunner03:Easy Target|	4	1	00090590	Shotgunner01	Easy Target				2	00090694	Shotgunner02	Easy Target				3	00127855	Shotgunner03	Easy Target																		0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	006DE9E6:NPE_Loadout_ShotgunnerSelectionList:LVPC							
00223BAB	ShotgunnerExpertCard	209	You could hit your target with your eyes closed!	ShotgunnerExpert			0.000000	20	Strength	None	001179F3	PerkCard_Caps_Rare			1	2|001447AC:ShotgunnerExpert01:Love the Spread|	4	2	001447AC	ShotgunnerExpert01	Love the Spread																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	006DE9E6:NPE_Loadout_ShotgunnerSelectionList:LVPC							
00310D5A	ScroungerCard	209	Keep the fight going!	Scrounger			0.000000	3	Luck	None	0024F8D6	PerkCard_Caps_Uncommon		001A72F4:UIPerkMenuScrounger:SNDR	1	1|0004A0B0:Scrounger01:Scrounger|	8	1	0004A0B0	Scrounger01	Scrounger																																00048090:76CharGenStartingPerkCardsFormlist:FLST	0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST	006DE9E3:NPE_Loadout_CommandoSelectionList:LVPC	006DE9E4:NPE_Loadout_GunslingerSelectionList:LVPC	006DE9E6:NPE_Loadout_ShotgunnerSelectionList:LVPC	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC			
00310BF8	BodyguardsCard	209	Friends are nice - bodyguards are better!	Bodyguards			0.000000	5	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00310BF5:Bodyguards01:Bodyguards|	5	1	00310BF5	Bodyguards01	Bodyguards																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC	006F94AD:NPE_Loadout_BonusCards:LVPC						
00310D59	PortablePowerCard	209	Introducing the Power Armor Carrying Kit.	PortablePower			0.000000	24	Strength	None	001179ED	PerkCard_Caps_Common			3	1|00310BF9:PortablePower01:Portable Power| || 2|00310BFB:PortablePower02:Portable Power| || 3|00310BFC:PortablePower03:Portable Power|	3	1	00310BF9	PortablePower01	Portable Power				2	00310BFB	PortablePower02	Portable Power				3	00310BFC	PortablePower03	Portable Power																		0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
001D6251	TankKillerCard	209	You are a human can opener.	TankKiller			0.000000	30	Perception	None	001179F3	PerkCard_Caps_Rare			2	1|0031D4BC:TankKiller01:Tank Killer| || 2|001D61E3:TankKiller02:Tank Killer|	3	1	0031D4BC	TankKiller01	Tank Killer				2	001D61E3	TankKiller02	Tank Killer																									0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0031D4B3	CrackshotCard	209	You don't have to shoot first, just hit first.	CrackShot			0.000000	7	Perception	None	001179F3	PerkCard_Caps_Rare			3	1|0031D4AF:Crackshot01:Crack Shot| || 2|0031D4B0:Crackshot02:Crack Shot| || 3|0031D4B1:Crackshot03:Crack Shot|	5	1	0031D4AF	Crackshot01	Crack Shot				2	0031D4B0	Crackshot02	Crack Shot				3	0031D4B1	Crackshot03	Crack Shot																		0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	006DE9E4:NPE_Loadout_GunslingerSelectionList:LVPC	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC						
0031D4B9	LongshotCard	209	Keep your distance long and your kill-count high.	LongShot			0.000000	37	Perception	None	001179F3	PerkCard_Caps_Rare			1	1|002A1DBE:Longshot01:Long Shot|	3	1	002A1DBE	Longshot01	Long Shot																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0031E527	PackinLightCard	209	Packing light doesn't mean packing little!	PackinLight			0.000000	9	Agility	None	001179ED	PerkCard_Caps_Common			1	1|0031E523:PackinLight01:Packin' Light|	4	1	0031E523	PackinLight01	Packin' Light																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC							
0032015B	OneGunArmyCard	209	You don't need an army. You ARE the army!	OneGunArmy			0.000000	31	Luck	None	001179F3	PerkCard_Caps_Rare			3	1|00320157:OneGunArmy01:One Gun Army| || 2|00320158:OneGunArmy02:One Gun Army| || 3|00320159:OneGunArmy03:One Gun Army|	3	1	00320157	OneGunArmy01	One Gun Army				2	00320158	OneGunArmy02	One Gun Army				3	00320159	OneGunArmy03	One Gun Army																		0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00320162	BulletShieldCard	209	The best protection is a hail of bullets!	BulletShield			0.000000	39	Endurance	None	001179F3	PerkCard_Caps_Rare			3	1|0032015D:BulletShield01:Bullet Shield| || 2|0032015E:BulletShield02:Bullet Shield| || 3|0032015F:BulletShield03:Bullet Shield|	3	1	0032015D	BulletShield01	Bullet Shield				2	0032015E	BulletShield02	Bullet Shield				3	0032015F	BulletShield03	Bullet Shield																		0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00320167	StabilizedCard	209	Good thing you installed shock absorbers.	Stabilized			0.000000	36	Intelligence	None	001179F3	PerkCard_Caps_Rare			1	2|00320163:Stabilized01:Stabilized|	3	2	00320163	Stabilized01	Stabilized																																0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
0032016B	LockAndLoadCard	209	Maximize the pain on your target!	LockAndLoad			0.000000	37	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			1	2|00320168:LockAndLoad01:Lock and Load|	3	2	00320168	LockAndLoad01	Lock and Load																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
