SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	SPIT_Type	SPIT_CastType	SPIT_Delivery	SpellConditions
005FAD97	DailyOps_Mutation_ReflectiveSkin_WarningSpell	Reflective Skin Warning		Spell	Fire and Forget	Self	
005FAD96	DailyOps_Mutation_ReflectiveSkin_InactiveSpell	Reflective Skin Inactive		Spell	Fire and Forget	Self	
005FE5CE	zzz_DailyOps_Mutation_Default_Mode02	Savage Strike (Default)	Deadly armor-piercing attacks	Ability	Constant Effect	Self	
00601E62	DailyOps_Cleanup_Spell	Volatile	Explodes on death	Ability	Constant Effect	Self	
005FF2FC	AbRaceBehemothBoss			Ability	Constant Effect	Self	
00600245	BehemothBossTantrumDisplaySpell			Spell	Fire and Forget	Self	
0060032B	BehemothBossTantrumSalvoSpell			Spell	Fire and Forget	Aimed	
0060675E	zzzBS02_E01_Enemy_HealthSpell	Fortify Health		Ability	Constant Effect	Self	
0060675F	zzzBS02_E01_Boss_HealthSpell	Fortify Health		Ability	Constant Effect	Self	
00606B77	LegendaryAPViaKillSpell	LegendaryAPViaKill		Spell	Fire and Forget	Self	
00606EC1	DEL_Catalyst_CryoTrap_Spell	Cryo Trap		Ability	Constant Effect	Contact	
0060837D	Legendary_Burning_FireSpell	Fire Attack		Spell	Fire and Forget	Contact	
0060837E	Legendary_Frozen_FrostSpell	Frost Attack		Spell	Fire and Forget	Contact	
0060837F	Legendary_Electrified_EnergySpell	Energy Attack		Spell	Fire and Forget	Contact	
0060837C	Legendary_Toxic_PoisonSpell	Poison Attack		Spell	Fire and Forget	Contact	
0060497D	ATX_BuffLuck	Luck Boost		Spell	Fire and Forget	Self	
00609E26	SuperMutantBerserker_MoveSpeed	Swift-Footed	Faster movement and melee speed	Ability	Constant Effect	Self	
00609E53	Legendary_CloakOnHit	Cloak On Hit		Spell	Fire and Forget	Self	
0060DBF4	AbPerkSuperMutantBerserker_UnarmedDamage	Iron Fist		Ability	Constant Effect	Self	
0060DBF3	AbPerkSuperMutantBersker_Weapon	2H Melee Damage		Ability	Constant Effect	Self	
0060DF40	AbPerkSuperMutantBerserkerSwingSpeed	Berserker Swing Speed		Ability	Constant Effect	Self	
0060A6A8	DailyOps_DoubleMutation_Mutation_SwiftStalker	Swift Stalker (Double)	Cloaking ability and extra fast	Ability	Constant Effect	Self	
0060A6A7	DailyOps_DoubleMutation_Mutation_StingingFrost	Stinging Frost (Double)	Freezing attacks and toxic hazard on death 	Ability	Constant Effect	Self	
0060DCDE	DailyOps_DoubleMutation_Mutation_BlisteringCold	Blistering Cold (Double)	Extra fast and freezing attacks 	Ability	Constant Effect	Self	
0060DCDC	DailyOps_DoubleMutation_Mutation_Relentless	Relentless (Double)	Heals in proximity and killed only by melee	Ability	Constant Effect	Self	
0060DCDD	DailyOps_DoubleMutation_Mutation_Unstable	Unstable (Double)	Extra fast and explodes on death	Ability	Constant Effect	Self	
0060EC7F	DailyOps_DoubleMutation_Mutation_Vaporous	Vaporous (Double)	Cloaking ability and explodes on death	Ability	Constant Effect	Self	
0060EC80	DailyOps_DoubleMutation_Mutation_ChillingMend	Chilling Mend (Double)	Heals in proximity and freezing attacks	Ability	Constant Effect	Self	
0060EC81	DailyOps_DoubleMutation_Mutation_CloudedToxins	Clouded Toxins (Double)	Cloaking ability and toxic hazard on death	Ability	Constant Effect	Self	
0061F6A5	ATX_COMP_TuneUp_Mechanic_CarryWeight	Tune-Up		Spell	Fire and Forget	Self	
0061F690	ATX_COMP_Mechanic_BuffCharisma	Tune-Up		Spell	Fire and Forget	Self	
0061F6A0	ATX_COMP_TuneUp_Mechanic_CraftingWorkshop	Tune-Up		Spell	Fire and Forget	Self	
0061F69F	ATX_COMP_TuneUp_Mechanic_Repair	Tune-Up		Spell	Fire and Forget	Self	
0061F69E	ATX_COMP_TuneUp_Mechanic_Harvest	Tune-Up		Spell	Fire and Forget	Self	
0061F6A6	ATX_COMP_Mechanic_TuneUp_CarryJunkAbility	Tune-Up		Ability	Constant Effect	Self	
0061F6AC	ATX_BuffCharisma	Charisma Boost		Spell	Fire and Forget	Self	
0061F6B0	ATX_COMP_TuneUp_Mechanic_Charisma	Tune-Up		Spell	Fire and Forget	Self	
0061F70F	SCORE_S5_COMP_SuperMutant_AbPerkMartialArtist	Maul's Training		Ability	Constant Effect	Self	
0061F70E	SCORE_S5_COMP_SuperMutant_CastsSpell	Maul's Training		Spell	Fire and Forget	Self	
0061F70D	SCORE_S5_COMP_Charm_Inspector_Spell_Night	Inspector's Charm		Spell	Fire and Forget	Self	
0061F70C	SCORE_S5_COMP_Charm_Inspector_Spell_Day	Daphne's Charm		Spell	Fire and Forget	Self	
00620383	SCORE_S5_COMP_Spell_InspectorFX_UNUSED	Inspector's Smoke Bomb		Spell	Fire and Forget	Self	
0062A5BE	Nukashine_BlackoutCOPY0000	Nukashine Blackout	You're blacking out!	Spell	Fire and Forget	Self	
00621C0E	HalloweenCandy_NukashineEffect	Mystery Treat Surprise	You're blacking out!	Spell	Fire and Forget	Self	
00621C10	HalloweenCandy_SugarRushEffect	Sugar Rush	Sugar Rush	Spell	Fire and Forget	Self	
00621C12	HalloweenCandy_LuckyBreakEffect	Lucky Break	Lucky Break	Spell	Fire and Forget	Self	
00621C0F	HalloweenCandy_StrengthEffect	Sugar Strength	Sugar Strength	Spell	Fire and Forget	Self	
00621C11	HalloweenCandy_SugarVisionEffect	Sugar Vision	Sugar Vision	Spell	Fire and Forget	Self	
0061DADC	RE_Travel_Zetan04_FlameSpell	Strong Fire Hazard		Ability	Constant Effect	Self	
00620A2A	ATX_COMP_Doberman_CheckItemFetchedTimer_Spell	Dog: Fetch Items		Spell	Fire and Forget	Self	
00620A2B	ATX_COMP_Doberman_Perk_Spell	Dog Treat		Spell	Fire and Forget	Self	
00620A2C	SFS09_Habitat_FriendlyBuffSpell	Buddy Toughness		Ability	Constant Effect	Self	
00620EBB	E01B_Herd_BrahminBuffSpell	Brahmin Toughness		Ability	Constant Effect	Self	
006216C7	E07A_RitualShader_Spell	Strong Fire Hazard		Ability	Constant Effect	Self	
00621C20	HeadHunter_Spell	Head Hunter Spell		Spell	Fire and Forget	Self	
00621FB0	E07A_Mothman_Spell_Shadow	Mothdust Influence		Ability	Constant Effect	Self	
00623876	E07B_Invaders_TeleportSpell	Zetan Teleport Spell		Ability	Constant Effect	Self	
006295E7	crCultistHighPriestAddToFactionSpell	Flatwoods Monster Add to Faction		Spell	Concentration	Contact	
006295E6	crCultistHighPriestConversionSpell	Flatwoods Monster Cloak		Ability	Constant Effect	Self	
00629DFE	CorpseHighlightOnTargetSpell	Corpse Highlight		Spell	Constant Effect	Target Actor	
0062AFDD	ZZZ_BloodHealerSpell	Blood Healer Spell		Spell	Fire and Forget	Self	
0062B79F	Mod_Legendary_ElementalArmor_Spell	Elemental Armor Spell		Ability	Constant Effect	Self	
0062CA69	LegendarySpookedAPSpell	LegendarySpookedAP		Spell	Fire and Forget	Self	
0062D31F	ZZZ_CheerLeaderSpell	Cheer Leader Spell		Spell	Fire and Forget	Self	
0062F748	E07A_Mothman_crXPBonusSpell	True Wisdom of the Mothman		Spell	Fire and Forget	Contact	
006309AB	ATX_COMP_Ghoul_BuffAgilityAndFastTravel	Zebulonian Flight		Spell	Fire and Forget	Self	
00631659	ATX_COMP_Astronomer_BuffPerceptionAndEnergyAmmoWeight	Alien Astronomer		Spell	Fire and Forget	Self	
006316B5	ZZZ_Legendary_Weapon_Warmongers_Spell	Warmongers		Spell	Constant Effect	Self	
006316B6	ZZZ_Legendary_Weapon_Warmongers_Dispel	Warmongers		Spell	Fire and Forget	Self	
00631CDE	Legendary_IncreaseAPRegenSpellArea	Invigorating Legendary Mod		Spell	Concentration	Contact	
00631CDF	Legendary_IncreaseAllyResistsSpellEffect	Guardian's Legendary Mod		Spell	Concentration	Contact	
00632E37	HalloweenCandy_NukaShineDuration	Sugar Blackout	You're blacking out!	Spell	Fire and Forget	Self	
0063367B	ZZZ_HeavyHitter_Spell01	Heavy Hitter Spawn Explosion		Spell	Fire and Forget	Contact	
006337C8	ZZZ_Bruisers_Spell01	Bruiser's Buff		Spell	Fire and Forget	Contact	
00633852	ZZZ_CriticalHealers_Spell	Critical Healers Spell		Spell	Fire and Forget	Self	
0063470B	Legendary_ReduceEnemyResistsSpellEffect	Enervating Legendary Mod		Spell	Concentration	Contact	
0063470C	ZZZ_LegendaryIncreaseAttackSpeedOnKillSpell	LegendaryAPViaKill		Spell	Fire and Forget	Self	
0063596C	E09A_Launcher_Fireball			Spell	Fire and Forget	Aimed	
00636319	E09A_Launcher_EggGasSpell	Egg Gas		Spell	Concentration	Contact	
00632706	FlatwoodsMonsterZetanBoostSpell	Flatwoods Monster Zetan Boost		Spell	Concentration	Contact	
00635A06	E01C_Tales_Dark_FlatwoodsMonster_Stunned_Spell			Spell	Fire and Forget	Self	
00635DD5	test_Vharbison_EventSpell	Test Event Spell		Spell	Constant Effect	Self	
00636A68	zzz_CharGen_VaultFedPerkSpell	Vault Fed		Spell	Fire and Forget	Self	
00636721	E07A_Spell_IMOD_MothDust	Moth Dust FX	You're breathing in the Moth Dust!	Spell	Fire and Forget	Self	
006456C3	E09A_Launcher_WallOfFireSpell	Strong Fire Hazard		Spell	Concentration	Contact	
00644EA7	ATX_BuffEndurance	Endurance Boost		Spell	Fire and Forget	Self	
00645D8C	E07B_Invaders_HomerBuff	Homer's Aid		Spell	Fire and Forget	Self	
0064C2E7	E08B_AbDamageResist			Ability	Constant Effect	Self	
0064D00C	E08A_ToxicBlood_ToxicHazard_Spell_AcidGulper	Toxic Blood Hazard		Spell	Fire and Forget	Self	
00650155	ATX_BuffIntelligence	Intelligence Boost		Spell	Fire and Forget	Self	
00650156	ATX_BuffPerception	Perception Boost		Spell	Fire and Forget	Self	
00651B17	zzzE08B_DownedScrubberRads	E08B Radiation		Spell	Concentration	Contact	
00651B18	E08B_ScrubberRads_Deadly	Deadly Radiation		Spell	Concentration	Contact	
00655627	E09A_UltraciteAbom_RestoreHealth_Trigger	Rage Heal Trigger (Multiple)		Ability	Constant Effect	Self	
00658337	E09A_Mutation_ToxicBlood_UltramiteSpell	Toxic Blood	Poison hazard dropped on death	Ability	Constant Effect	Self	
00658338	E09A_Mutation_ToxicBlood_ExplosionSpell	Toxic Explosion		Spell	Fire and Forget	Self	
00656B02	E08B_ScrubberRads_Token	Radiation		Spell	Concentration	Contact	
0065BB13	E09A_RadiationHazardVariable	Radiation		Spell	Concentration	Contact	
00661FE1	E09B_Mutation_ElectricExplosion	ElectricallyCharged Mobs		Spell	Fire and Forget	Contact	
00661FE0	Mutation_ElectricMob	Electric Mobs	Electric damage attack	Ability	Constant Effect	Self	
00661FE2	NukaSwiftSpell	Nuka Swift Speed		Ability	Constant Effect	Self	
006623E3	NukaColaTwist_Effect14	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623DB	NukaColaTwist_Effect06	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623D8	NukaColaTwist_Effect03	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623D6	NukaColaTwist_Effect01	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623E2	NukaColaTwist_Effect13	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623DC	NukaColaTwist_Effect07	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623E0	NukaColaTwist_Effect11	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623D7	NukaColaTwist_Effect02	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623DE	NukaColaTwist_Effect09	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623D9	NukaColaTwist_Effect04	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623DD	NukaColaTwist_Effect08	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623E1	NukaColaTwist_Effect12	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623DA	NukaColaTwist_Effect05	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
006623DF	NukaColaTwist_Effect10	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
0066275E	NukaColaTwist_Effect16	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
0066275D	NukaColaTwist_Effect15	Nuka-Cola Twist	Nuka-Cola Twist	Spell	Fire and Forget	Self	
00636AFD	CharGen_VaultFed_PerkSpell	Vault Fed		Spell	Fire and Forget	Self	
0063DA9B	zzzXPD_Pitt01_ObjMod_CarryAndThrow_Slow_Spell	Slow	Slow movement	Ability	Constant Effect	Self	
006406E4	XPD_Fuel_Recipe_RewardBuff_Spell	Communal Cooking		Spell	Fire and Forget	Self	
006419C0	crTrogSuperiorPoisonCloakDamage	Poison Cloak		Spell	Concentration	Contact	
006419BF	crTrogSuperiorPoisonCloak	Poison Cloak		Ability	Constant Effect	Self	
006446B9	XPD_Fuel_CodeBlue_StimpakBuffSpell	Stimpak Boost		Spell	Fire and Forget	Self	
00645472	PT_ExpeditionTeamBonus	Expedition Team Bonus		Ability	Fire and Forget	Self	
0064ADB6	FireHazard_Heavy	Fire Hazard		Spell	Fire and Forget	Contact	
0064E507	XPD_Hub_Responders_FadeToBlack_Spell			Spell	Fire and Forget	Self	
00651092	XPD_Pitt02_DOTSpell_Survivor03	Damage Over Time - Weak		Ability	Constant Effect	Self	
00651091	XPD_Pitt02_DOTSpell_Survivor02	Damage Over Time - Medium		Ability	Constant Effect	Self	
00651090	XPD_Pitt02_DOTSpell_Survivor01	Damage Over Time - Heavy		Ability	Constant Effect	Self	
00653FDD	SCORE_Lunchbox_XPSpell_Copy01	Very Well Rested		Spell	Fire and Forget	Self	
00653FDE	SCORE_Pitt_Consumable_XPSpell	Pitt Consumable XP		Spell	Fire and Forget	Self	
00653FDF	SCORE_PittConsumable_CarryCapacitySpell	Pitt Carry Boost		Spell	Fire and Forget	Self	
00654957	XPD_Pitt02_ElectricChairSpell	Electricity		Spell	Constant Effect	Contact	
00666EBD	E09D_AbDamageResist			Ability	Constant Effect	Self	
00662F2E	E08B_ScrubberRads_Deadly_Tapered	Deadly Radiation		Spell	Concentration	Contact	
006663FB	SCORE_Banner_AutoRevive_ApplyPerk_Spell	¢Scout's Courage	Too full!	Spell	Fire and Forget	Self	
006663FC	SCORE_Banner_BattleCharged_OnKill_Spell	Adrenaline		Spell	Fire and Forget	Self	
006663FA	SCORE_Banner_BattleCharged_Buff_Spell	Battle Charged!		Spell	Fire and Forget	Self	
00666924	zzz_SCORE_Banner_BattleMedic_RestoreHealth_Spell	Battle Medic		Spell	Fire and Forget	Self	
00666923	SCORE_Banner_Medic_Spell	¢Scout's Code	Too full!	Spell	Fire and Forget	Self	
00667767	SCORE_Banner_Vision_HighlightEnemies_ClientSpell	Detect Life		Spell	Fire and Forget	Self	
00667766	SCORE_Banner_Driven_Spell	¢Scout's Code	Too full!	Spell	Fire and Forget	Self	
00667A2D	crGlowingTrogCloak	Radiation Cloak		Ability	Constant Effect	Self	
00667E74	FireHazardTriggerStrong_Spell	Fire Hazard		Spell	Fire and Forget	Contact	
00668298	crPerkTrogFireResist	Trog Fire Resist		Ability	Constant Effect	Self	
006686E7	zzz_SCORE_Banner_ProcVFX_OnKill_Spell	Firework Mess	Enemies have a chance to explode into fireworks!	Spell	Fire and Forget	Self	
006686E8	zzz_SCORE_Banner_ProcVFX_ApplyPerk_Spell	Firework Mess	Enemies have a chance to explode into fireworks!	Spell	Fire and Forget	Self	
0066912F	zzz_SCORE_Banner_BattleMedic_Perk_OnKill_Spell	Battle Medic Proc Effects	Enemies have a chance to explode into fireworks!	Spell	Fire and Forget	Self	
00669541	SCORE_Banner_Vision_Spell	¢Scout's Code	Too full!	Spell	Fire and Forget	Self	
006697EC	zzz_SCORE_Banner_BattleForged_RepairWeapon_Spell	Battle Forged		Spell	Fire and Forget	Self	
006697ED	SCORE_Banner_Vision_HighlightEnemies_Spell	Detect Life		Spell	Concentration	Aimed	
006697EE	SCORE_Banner_Forged_Spell	¢Scout's Code	Too full!	Spell	Fire and Forget	Self	
00669826	zzz_SCORE_Banner_BattleHardened_RepairArmor_Spell	Repair All Equipped Armor Spell		Spell	Fire and Forget	Self	
00669828	SCORE_Banner_Hardened_Spell	¢Scout's Code	Too full!	Spell	Fire and Forget	Self	
00669827	zzz_SCORE_Banner_BattleHardened_Perk_OnKill_Spell	Battle Hardened Proc Spell	Enemies have a chance to explode into fireworks!	Spell	Fire and Forget	Self	
0066D02C	E09A_IMODTest	Test Imod Spell		Spell	Fire and Forget	Self	
0066D186	zzz_NWOT_FortuneSpell_PositiveMinor	Lucky Fortune		Spell	Fire and Forget	Self	
0066D187	zzz_NWOT_FortuneSpell_NegativeMinor	Un-Lucky Fortune		Spell	Fire and Forget	Self	
0066D188	zzz_NWOT_FortuneSpell_Neutral	Neutral Fortune		Spell	Fire and Forget	Self	
0066D189	NWOT_FortuneSpell_NegativeMajor	Un-Lucky Fortune		Spell	Fire and Forget	Self	
0066D18A	NWOT_FortuneSpell_PositiveMajor	Lucky Fortune		Spell	Fire and Forget	Self	
0066DBCD	UltraciteAbominationRaceSpell			Ability	Constant Effect	Self	
006746D4	E09B_ExplosiveFinishSpell	Explosive Finish		Spell	Fire and Forget	Self	
006746D5	E09B_SillySoundsSpell			Spell	Fire and Forget	Self	
00674BC0	E09A_MeleeAttackDamage_Smash			Spell	Fire and Forget	Contact	
00674C83	E09D_ConfettiDeathSpell	Confetti Death		Spell	Fire and Forget	Self	
00674CEB	E09B_QuantumSpeed	Quantum Speed		Spell	Constant Effect	Self	
00675A0D	NWOT_Beneath_EarthquakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
0066EFD3	XPD_RadStormSpell	Radiation Storm		Spell	Fire and Forget	Self	
0066F2F7	PITT_WallCameraShake	Camera Shake Spell		Spell	Fire and Forget	Self	
00672082	ToxicHazardLethal_Spell	Lethal Toxic Hazard		Spell	Concentration	Contact	
00674C07	XPD_RadStormSpell_CastOnPlayer	Radiation Storm		Ability	Constant Effect	Self	
0067733C	E09A_EarthquakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
0067733D	E09A_EarthquakeSpell_Long	Camera Shake Spell		Spell	Fire and Forget	Self	
0067770F	SCORE_Banner_Reward_Spell	¢Scout's Call	Enemies have a chance to explode into fireworks!	Spell	Fire and Forget	Self	
0067770D	SCORE_Banner_ProcEffects_Spell	Battle Baner Procs		Spell	Fire and Forget	Self	
0067770B	SCORE_Banner_OnKill_Spell	Battle Banner Proc Effects	Enemies have a chance to explode into fireworks!	Spell	Fire and Forget	Self	
006758FB	AbPowerArmorPerk_Union	Union PA Bonuses		Ability	Constant Effect	Self	
0067AC0D	E09A_UltramiteHazardSpell			Spell	Fire and Forget	Contact	
0067B31B	ATX_COMP_NukaBuff_NukaAgent_BuffHealth	Nuka-Inspiration: Quantum		Spell	Fire and Forget	Self	
0067B31C	ATX_COMP_NukaBuff_NukaAgent_BuffCharisma	Nuka-Inspiration: Classic		Spell	Fire and Forget	Self	
0067B317	ATX_COMP_NukaBuff_NukaAgent_BuffApRegen	Nuka-Inspiration: Nukashine		Spell	Fire and Forget	Self	
0067B31D	ATX_COMP_NukaBuff_NukaAgent_BuffXP	Nuka-Inspiration: Cranberry		Spell	Fire and Forget	Self	
0067B318	ATX_COMP_NukaBuff_NukaAgent_BuffSneak	Nuka-Inspiration: Dark		Spell	Fire and Forget	Self	
0067B31E	ATX_COMP_NukaBuff_NukaAgent_BuffLuck	Nuka-Inspiration: Twist		Spell	Fire and Forget	Self	
0067B31F	ATX_COMP_NukaBuff_NukaAgent_BuffAp	Nuka-Inspiration: Grape		Spell	Fire and Forget	Self	
0067B319	ATX_COMP_NukaBuff_NukaAgent_BuffRadResist	Nuka-Inspiration: Orange		Spell	Fire and Forget	Self	
0067B320	ATX_COMP_NukaBuff_NukaAgent_BuffPerception	Nuka-Inspiration: Wild		Spell	Fire and Forget	Self	
0067B321	ATX_COMP_NukaBuff_NukaAgent_BuffDiseaseResistance	Nuka-Inspiration: Vaccinated		Spell	Fire and Forget	Self	
0067B31A	ATX_COMP_NukaBuff_NukaAgent_BuffEndurance	Nuka-Inspiration: Cherry		Spell	Fire and Forget	Self	
00677709	XPD_Pitt02_Radstorm_AmbientRadiationSpell	Ambient Radiation		Spell	Concentration	Contact	
0067F09E	NukaColaCandy_LuckyBreakEffect	Lucky Break	Lucky Break	Spell	Fire and Forget	Self	
0067F09F	NukaColaCandy_StrengthEffect	Sugar Strength	Sugar Strength	Spell	Fire and Forget	Self	
0067F0A1	NukaColaCandy_SugarVisionEffect	Sugar Vision	Sugar Vision	Spell	Fire and Forget	Self	
0067F0A0	NukaColaCandy_SugarRushEffect	Sugar Rush	Sugar Rush	Spell	Fire and Forget	Self	
00686FB2	NWOT_FortuneSpell_Cooldown	Fortune Cooldown		Spell	Fire and Forget	Self	
0068ADFA	NWOT_Nukacade_RewardPointsSpell			Spell	Fire and Forget	Self	
0068DE00	E09A_EarlyDeathPreventionSpell			Spell	Constant Effect	Self	
0067BBAC	cr_Heart_Boss_DamageReduction	Heart of the Swarm Boss Buffs		Ability	Constant Effect	Self	
0067F96C	zzzcrDailyOps_ZetanInquisitoBuffSpell	Zetan Inquisitor Heal Field		Ability	Constant Effect	Self	
0067F96D	zzzcrDailyOps_ZetanInquisitorCloakSpell	Zetan Inquisitor Buff		Spell	Concentration	Contact	
0067F96E	cr_Heart_Grafton_DamageReduction	Heart of the Swarm Boss Buffs		Ability	Constant Effect	Self	
00683DF6	zzz_MutatedEvents_PoisonCloudHealSpell	Poison Cloud Heal		Spell	Concentration	Contact	
00684BA8	zzz_MutatedEvents_PoisonCloudDamageSpell	Poison Cloud Cloak Damage		Spell	Concentration	Contact	
00685972	zzz_MutatedEvents_FieryInfusion_FireDamageSpell_Tier1	Fire Damage		Spell	Fire and Forget	Contact	
0068CC25	DailyOps_Mutation_FreezingTouch_SlowSpell	Freezing Touch	Slow targets down on attack	Spell	Fire and Forget	Contact	
00692277	Legendary_FreezeSpell_ColdShoulder	CryoFreeze		Spell	Fire and Forget	Contact	
006939DF	ATX_COMP_Scarberry_Blessing_XPBonusSpell	Blessing of the True Mothman		Spell	Fire and Forget	Contact	
006982EA	zzz_MutatedEvents_FieryInfusion_FireDamageSpell_Tier3	Fire Damage		Spell	Fire and Forget	Contact	
006982E9	zzz_MutatedEvents_FieryInfusion_FireDamageSpell_Tier2	Fire Damage		Spell	Fire and Forget	Contact	
0069CF37	HealthHazard	Health Hazard		Spell	Fire and Forget	Contact	
006A25D3	DailyOps_Mutation_ReflectiveSkin_SFXSpell	Reflective Skin SFX		Spell	Fire and Forget	Self	
0068C4B0	zzz_DailyOps_Mutation_LastStand	Last Stand		Ability	Constant Effect	Self	
0068C4B3	zzz_DailyOps_MutationSpell_LastStand_ApplyShader	Last Stand - Spell		Ability	Constant Effect	Self	
0068C8A6	DailyOps_Mutation_DangerCloud_DMGSpell	Danger Cloud - Spells		Spell	Concentration	Contact	
0068C8A5	DailyOps_Mutation_DangerCloud	Danger Cloud	Harms HP and AP of nearby players	Ability	Constant Effect	Self	
0068F389	crOguaRaceAbilities	Ogua Racial Abilities		Ability	Constant Effect	Self	
0068F38A	crOguaShellHideSpell	Hiding In Shell		Spell	Fire and Forget	Self	
006A0643	zzz_MOON_BlueDevilHowl	Blue Devil Howl		Spell	Fire and Forget	Self	
006A38A5	MOON_Ambush_SPLL_CargoCooldown	Deposited Recently		Spell	Fire and Forget	Self	
006ABA13	MOON_Ambush_SPLL_CameraShake	Camera Shake Spell		Spell	Fire and Forget	Self	
006B2E6C	Storm_RegionBoss_PlayerSpell			Ability	Constant Effect	Self	
006B2F49	zzzEN07_StormPostNewRadWeatherSpell	Nuclear Fallout Radiation		Disease	Constant Effect	Self	
006B2F4A	EN07_StormFlashSpell	Storm Nuke Flash		Spell	Fire and Forget	Self	
006B3C3C	Storm_Mutation_Electric	Electric	Electric	Ability	Constant Effect	Self	
006B3C3D	ZZZ_Storm_RadStormSpell	Storm Radiation Storm		Disease	Constant Effect	Self	
006B3C3E	Storm_Mutation_ElectricDamageSpell	Electric	Electric	Spell	Fire and Forget	Self	
006B3C3B	Storm_NukedStormMutationCloakSpell	Apply Buff to Nearby Enemies		Spell	Concentration	Aimed	
006B4495	MOON_Ambush_Sanctifier_AbDamageResist			Ability	Constant Effect	Self	
006B44A5	Moon_Herd_ScreenEffectSpell	Mixed Signals Screen Effect		Spell	Fire and Forget	Self	
006B682F	MOON_OguaDamageResist			Ability	Constant Effect	Self	
006B691A	ATX_COMP_Roast_Proof_JoeyBello_Buff	Roast Proof		Spell	Constant Effect	Self	
006B6925	CritCryo_ColdShoulder			Spell	Fire and Forget	Self	
006B90D1	MOON_Ambush_SPLL_InteractionSoundCooldown	Deposited Recently		Spell	Fire and Forget	Self	
006B9D1D	zzz_MOON_Ambush_SPLL_BrahminDepositPerkApply	MOON_Ambush_BrahminPerkApply		Spell	Fire and Forget	Self	
006BECAA	RobotSelfDestructSpell	Robot Self Destruct	This spell will cause a robot to self destruct when added.	Ability	Constant Effect	Self	
006BECB3	WeaponTestingGym_DamageResistPerk1			Ability	Constant Effect	Self	
006BECB6	WeaponTestingGym_DamageResistPerk4			Ability	Constant Effect	Self	
006BECB4	WeaponTestingGym_DamageResistPerk2			Ability	Constant Effect	Self	
006BECB5	WeaponTestingGym_DamageResistPerk3			Ability	Constant Effect	Self	
006C3003	MOON_BlueDevil_DamageResist			Ability	Constant Effect	Self	
006C449D	FlameThrowerFireHazardSpellBlue	Strong Fire Hazard		Spell	Fire and Forget	Contact	
006C8735	crLostLightningBust	Lightning Explosion		Spell	Fire and Forget	Self	
006C99DA	Storm_LosthealEffect	lostHealeffect		Spell	Concentration	Contact	
006C99D9	zzzStorm_LostHealCloak	Lost Heal		Ability	Constant Effect	Self	
006CC9A9	Moon_Herd_DismemberActorSpell			Spell	Fire and Forget	Self	
006E2D16	Storm_SE04_DamageReductionSpell	Damage Reduction		Ability	Constant Effect	Self	
006E31F6	TestRange_DummySpell	DummySpell		Ability	Constant Effect	Self	
006E31F5	DummyHealing_Spell	Dummy Healing Spell		Spell	Constant Effect	Self	
006E1B1A	AbHungerThirstTier	Hunger Thirst Tier		Ability	Constant Effect	Self	
006E23AA	CritLightning			Spell	Fire and Forget	Self	
006E9220	Storm_MQ08_HallucGas_PlayerSpell	Hallucinagenic Gas		Ability	Constant Effect	Self	
006E9221	Storm_MQ08_HallucGas_ShadowSpell	Shadow		Ability	Constant Effect	Self	
006B35AA	DEL_crJerseyDevilHealthStealSpell	Jersey Devil Health Steal Spell		Spell	Fire and Forget	Self	
006B35AB	DEL_crDevilHeal_Copy01	Drain Blood		Spell	Fire and Forget	Self	
006D5F03	AbPerkScienceExpert	Pyro-Technician		Ability	Constant Effect	Self	
006D5F02	AbPerkScience	Science!		Ability	Constant Effect	Self	
006D5F04	AbPerkScienceMaster	Cryologist		Ability	Constant Effect	Self	
006EDFC5	ElectricalHazardLight	Light Electricity		Spell	Concentration	Contact	
006EBCD7	CircuitbreakerImpactSpell	Circuitbreaker Stun		Spell	Fire and Forget	Contact	
006EBCD8	CircuitbreakerExplosionSpell	Circuitbreaker Explosion		Spell	Fire and Forget	Contact	
006EE8E2	ATX_COMP_Junko_Cooking_FoodDrinkSpell	Grandma's Home Cooked Meal		Spell	Fire and Forget	Contact	
