ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Count	Effect_1_MGEF_FID	Effect_1_MGEF_EID	Effect_1_Magnitude	Effect_1_Area	Effect_1_Duration	Effect_1_CURV_EID	Effect_2_MGEF_FID	Effect_2_MGEF_EID	Effect_2_Magnitude	Effect_2_Area	Effect_2_Duration	Effect_2_CURV_EID	Effect_3_MGEF_FID	Effect_3_MGEF_EID	Effect_3_Magnitude	Effect_3_Area	Effect_3_Duration	Effect_3_CURV_EID	Effect_4_MGEF_FID	Effect_4_MGEF_EID	Effect_4_Magnitude	Effect_4_Area	Effect_4_Duration	Effect_4_CURV_EID	Effect_5_MGEF_FID	Effect_5_MGEF_EID	Effect_5_Magnitude	Effect_5_Area	Effect_5_Duration	Effect_5_CURV_EID	Effect_6_MGEF_FID	Effect_6_MGEF_EID	Effect_6_Magnitude	Effect_6_Area	Effect_6_Duration	Effect_6_CURV_EID	Effect_7_MGEF_FID	Effect_7_MGEF_EID	Effect_7_Magnitude	Effect_7_Area	Effect_7_Duration	Effect_7_CURV_EID	Effect_8_MGEF_FID	Effect_8_MGEF_EID	Effect_8_Magnitude	Effect_8_Area	Effect_8_Duration	Effect_8_CURV_EID	Effect_9_MGEF_FID	Effect_9_MGEF_EID	Effect_9_Magnitude	Effect_9_Area	Effect_9_Duration	Effect_9_CURV_EID	Effect_10_MGEF_FID	Effect_10_MGEF_EID	Effect_10_Magnitude	Effect_10_Area	Effect_10_Duration	Effect_10_CURV_EID	Effect_11_MGEF_FID	Effect_11_MGEF_EID	Effect_11_Magnitude	Effect_11_Area	Effect_11_Duration	Effect_11_CURV_EID	Effect_12_MGEF_FID	Effect_12_MGEF_EID	Effect_12_Magnitude	Effect_12_Area	Effect_12_Duration	Effect_12_CURV_EID	Effect_13_MGEF_FID	Effect_13_MGEF_EID	Effect_13_Magnitude	Effect_13_Area	Effect_13_Duration	Effect_13_CURV_EID	Effect_14_MGEF_FID	Effect_14_MGEF_EID	Effect_14_Magnitude	Effect_14_Area	Effect_14_Duration	Effect_14_CURV_EID	Effect_15_MGEF_FID	Effect_15_MGEF_EID	Effect_15_Magnitude	Effect_15_Area	Effect_15_Duration	Effect_15_CURV_EID	Effect_16_MGEF_FID	Effect_16_MGEF_EID	Effect_16_Magnitude	Effect_16_Area	Effect_16_Duration	Effect_16_CURV_EID	Effect_17_MGEF_FID	Effect_17_MGEF_EID	Effect_17_Magnitude	Effect_17_Area	Effect_17_Duration	Effect_17_CURV_EID	Effect_18_MGEF_FID	Effect_18_MGEF_EID	Effect_18_Magnitude	Effect_18_Area	Effect_18_Duration	Effect_18_CURV_EID	Effect_19_MGEF_FID	Effect_19_MGEF_EID	Effect_19_Magnitude	Effect_19_Area	Effect_19_Duration	Effect_19_CURV_EID	Effect_20_MGEF_FID	Effect_20_MGEF_EID	Effect_20_Magnitude	Effect_20_Area	Effect_20_Duration	Effect_20_CURV_EID	Effect_21_MGEF_FID	Effect_21_MGEF_EID	Effect_21_Magnitude	Effect_21_Area	Effect_21_Duration	Effect_21_CURV_EID	Effect_22_MGEF_FID	Effect_22_MGEF_EID	Effect_22_Magnitude	Effect_22_Area	Effect_22_Duration	Effect_22_CURV_EID	Effect_23_MGEF_FID	Effect_23_MGEF_EID	Effect_23_Magnitude	Effect_23_Area	Effect_23_Duration	Effect_23_CURV_EID	Effect_24_MGEF_FID	Effect_24_MGEF_EID	Effect_24_Magnitude	Effect_24_Area	Effect_24_Duration	Effect_24_CURV_EID	Effect_25_MGEF_FID	Effect_25_MGEF_EID	Effect_25_Magnitude	Effect_25_Area	Effect_25_Duration	Effect_25_CURV_EID	Effect_26_MGEF_FID	Effect_26_MGEF_EID	Effect_26_Magnitude	Effect_26_Area	Effect_26_Duration	Effect_26_CURV_EID	Effect_27_MGEF_FID	Effect_27_MGEF_EID	Effect_27_Magnitude	Effect_27_Area	Effect_27_Duration	Effect_27_CURV_EID	Effect_28_MGEF_FID	Effect_28_MGEF_EID	Effect_28_Magnitude	Effect_28_Area	Effect_28_Duration	Effect_28_CURV_EID	Effect_29_MGEF_FID	Effect_29_MGEF_EID	Effect_29_Magnitude	Effect_29_Area	Effect_29_Duration	Effect_29_CURV_EID	Effect_30_MGEF_FID	Effect_30_MGEF_EID	Effect_30_Magnitude	Effect_30_Area	Effect_30_Duration	Effect_30_CURV_EID	Globals_Count	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40	Ref_41	Ref_42	Ref_43	Ref_44	Ref_45	Ref_46	Ref_47	Ref_48	Ref_49	Ref_50	Ref_51	Ref_52	Ref_53	Ref_54	Ref_55	Ref_56	Ref_57	Ref_58	Ref_59	Ref_60	Ref_61	Ref_62	Ref_63	Ref_64	Ref_65	Ref_66	Ref_67	Ref_68	Ref_69	Ref_70	Ref_71	Ref_72	Ref_73	Ref_74	Ref_75	Ref_76	Ref_77	Ref_78	Ref_79	Ref_80	Ref_81	Ref_82	Ref_83	Ref_84	Ref_85	Ref_86	Ref_87	Ref_88	Ref_89	Ref_90	Ref_91	Ref_92	Ref_93	Ref_94	Ref_95	Ref_96	Ref_97	Ref_98	Ref_99	Ref_100	Ref_101	Ref_102	Ref_103	Ref_104	Ref_105	Ref_106	Ref_107	Ref_108	Ref_109	Ref_110	Ref_111	Ref_112	Ref_113	Ref_114	Ref_115	Ref_116	Ref_117	Ref_118	Ref_119	Ref_120	Ref_121	Ref_122	Ref_123	Ref_124	Ref_125	Ref_126	Ref_127	Ref_128	Ref_129	Ref_130	Ref_131	Ref_132	Ref_133	Ref_134	Ref_135	Ref_136	Ref_137	Ref_138	Ref_139	Ref_140	Ref_141	Ref_142	Ref_143	Ref_144	Ref_145	Ref_146	Ref_147	Ref_148	Ref_149	Ref_150	Ref_151	Ref_152	Ref_153	Ref_154	Ref_155	Ref_156	Ref_157	Ref_158	Ref_159	Ref_160	Ref_161	Ref_162	Ref_163	Ref_164	Ref_165	Ref_166	Ref_167	Ref_168	Ref_169	Ref_170	Ref_171	Ref_172	Ref_173	Ref_174	Ref_175	Ref_176	Ref_177	Ref_178	Ref_179	Ref_180	Ref_181	Ref_182	Ref_183	Ref_184	Ref_185	Ref_186	Ref_187	Ref_188	Ref_189	Ref_190	Ref_191	Ref_192	Ref_193
0017963A	AlienDisintegrationEnch	Disintegration	001	Fire and Forget	Contact	Enchantment	0.000000			1	00179638:AlienDisintegrationEnchEffect	0.000000	0	3																																																																																																																																																																																	0	7	000FF995:AlienBlaster:WEAP	00113083:crDLC04AnimatronicAlienBlaster:WEAP	0055443E:BabylonEffectsToSkipDisplay:FLST	005A21A2:W05_COMP_Astronaut_AlienBlaster_QuestReward:WEAP	00621A92:SCORE_S8_AlienBlaster_ZetasRevenge:WEAP	0062FE8E:AlienRifle:WEAP	00684974:AlienBlaster_DailyOps:WEAP																																																																																																																																																																																										
0017E1D1	ExplodeOnContactEnch		001	Fire and Forget	Contact	Enchantment	0.000000			1	0017E1CF:ExplodeOnContactEffect	100.000000	0	1																																																																																																																																																																																	0	1	0017E1CC:crExplosionLibertyPrimeFootstep:EXPL																																																																																																																																																																																																
0017FE23	EnchPowerArmor_BatteryDamageRateT45		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0016939E:abReducePABatteryDamageRateEffect	0.100000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
0017FE24	EnchPowerArmor_BatteryDamageRateT51		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0016939E:abReducePABatteryDamageRateEffect	0.200000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
0017FE25	EnchPowerArmor_BatteryDamageRateX01		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0016939E:abReducePABatteryDamageRateEffect	0.400000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00183310	enchArmorBlockMod		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0018330F:ArmorBlockModEffect	25.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00183313	enchArmorShadowMod		1	Constant Effect	Self	Enchantment	0.000000			1	00183311:ArmorShadowEffect	0.050000	0	0																																																																																																																																																																																	0	5	005FC9A6:Armor_EnclaveScoutUniform_LegRight_Covert:ARMO	005FC9A7:Armor_EnclaveScoutUniform_LegLeft_Covert:ARMO	005FC9A8:Armor_EnclaveScoutUniform_ArmRight_Covert:ARMO	005FC9A9:Armor_EnclaveScoutUniform_ArmLeft_Covert:ARMO	005FC9AB:Armor_EnclaveScoutUniform_Torso_Covert:ARMO																																																																																																																																																																																												
00183315	enchArmorFallingMod		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00183314:ArmorFallingEffect	50.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00183318	zzz_enchArmorQuietMod		1	Constant Effect	Self	Enchantment	0.000000			1	00183317:ArmorQuietEffect	10.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00185922	EnchReconScopeEquipped	Ench Recon Scope Equipped	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00185923:ReconScopeEquippedEffect	0.000000	0	0																																																																																																																																																																																	0	6	003C7118:EnchantedReconScope_DO:DFOB	003D4E5C:_PARENT_mod_PowerArmor_GENERIC_Recon:OMOD	003F7F80:P01B_Mini_Robot01_mod_Binoculars:OMOD	005249E5:_PARENT_mod_WEAPON_SCOPE_ShortScope_Recon_Base:OMOD	00525028:_PARENT_mod_WEAPON_SCOPE_LongScope_Recon_Base:OMOD	00752295:SCORE_S16_Robot01_mod_DaringBinoculars:OMOD																																																																																																																																																																																											
00192192	EnchClothingStrength	Fortify Strength	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0004D885:AbFortifyStrength	1.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00192193	EnchClothingPerception	Fortify Perception	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0004C939:AbFortifyPerception	1.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00192194	EnchClothingEndurance	Fortify Endurance	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00169559:AbFortifyEndurance	1.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00192195	EnchClothingCharisma	Fortify Charisma	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0004B268:AbFortifyCharisma	1.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00192196	EnchClothingIntelligence	Fortify Intelligence	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0004C938:AbFortifyIntelligence	1.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00192197	EnchClothingAgility	Fortify Agility	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00192199:AbFortifyAgility	1.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00192198	EnchClothingLuck	Fortify Luck	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00192191:AbFortifyLuck	1.000000	0	0																																																																																																																																																																																	0	1	003C96DC:CharGen_MayorHat_NoName:ARMO																																																																																																																																																																																																
001A03FE	enchShemDroweRadiation	Radiation Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	10.000000	0	2																																																																																																																																																																																	0	0																																																																																																																																																																																																	
0002B4DC	modEnchHandyHover		001	Constant Effect	Self	Enchantment	0.000000			1	0002B4DB:abHandyHoverFX	0.000000	0	0																																																																																																																																																																																	0	4	00047E23:Bot_LegsHandyThruster:OMOD	0010EB7B:DLC01Bot_Legs_MrHandy_Thruster_Limb:OMOD	0010F10D:DLC01Bot_Legs_MrHandy_Thruster_Enc:OMOD	001EE1FC:Bot_LegsHandyThrusterPreWar:OMOD																																																																																																																																																																																													
000550A2	Ench_UnarmedMutantHound_dtRadiation	Radiation Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	30.000000	0	2																																																																																																																																																																																	0	1	000C2C2D:crUnarmedMutantHound:WEAP																																																																																																																																																																																																
000550A3	Ench_UnarmedMirelurk_dtRadiation	Radiation Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	15.000000	0	2																																																																																																																																																																																	0	2	000C2C30:crUnarmedMirelurk:WEAP	004F60A8:crUnarmedMirelurkSpawn:WEAP																																																																																																																																																																																															
000550A5	Ench_UnarmedMirelurkKing_dtPoison	Poison Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	001FE6A2:crPoisonEffect	6.000000	0	5																																																																																																																																																																																	0	1	000C2C2F:crUnarmedMirelurkKing:WEAP																																																																																																																																																																																																
000550A6	Ench_UnarmedMirelurkQueen_dtRadiation	Radiation Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	50.000000	0	2																																																																																																																																																																																	0	3	00102796:crUnarmedMirelurkQueen:WEAP	00110B22:crDLC03_UnarmedHermitCrab:WEAP	007A85AE:crDLC03_Storm_E01_UnarmedHermitCrab:WEAP																																																																																																																																																																																														
000550A8	Ench_UnarmedRadRoach_dtRadiation	Radiation Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	5.000000	0	0																																																																																																																																																																																	0	2	000C2C34:crUnarmedRadRoach:WEAP	00112EF9:crDLC04_UnarmedRadAnt:WEAP																																																																																																																																																																																															
000550AA	Ench_UnarmedRadScorpion_dtRadiation	Radiation Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	0.000000	0	0																																																																																																																																																																																	0	3	000C2C35:crUnarmedRadScorpion:WEAP	008270F7:Burn_crRadScorpionBurningSting:WEAP	0082F44F:Burn_crRadScorpionAbraxodyneSting:WEAP																																																																																																																																																																																														
