FormID	EDID	FULL	XALG_Flags	SWFI	RENT_FormID	RENT_EDID	RENT_FULL	ReferencedBy
004865AF	ATX_AVTR_PlayerIcon_Perks_13	Grease Monkey		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_13.dds	004865BC	ATX_ENTM_PlayerIcon_Perks_13	Grease Monkey Player Icon	
004865AE	ATX_AVTR_PlayerIcon_Perks_12	Chemist		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_12.dds	004865BB	ATX_ENTM_PlayerIcon_Perks_12	Chemist Player Icon	
004865AD	SCORE_S8_AVTR_PlayerIcon_ExpertHacker	Expert Hacker		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_11.dds	0063C6E8	SCORE_S8_ENTM_PlayerIcon_ExpertHacker	Expert Hacker Player Icon	
004865AC	ATX_AVTR_PlayerIcon_Perks_10	Barbarian		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_10.dds	004865B9	ATX_ENTM_PlayerIcon_Perks_10	Barbarian Player Icon	
004865AB	ATX_AVTR_PlayerIcon_Perks_09	Bear Arms		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_09.dds	004865B8	ATX_ENTM_PlayerIcon_Perks_09	Bear Arms Player Icon	
004865AA	ATX_AVTR_PlayerIcon_Perks_08	Bodyguards		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_08.dds	004865B7	ATX_ENTM_PlayerIcon_Perks_08	Bodyguards Player Icon	
004865A9	ATX_AVTR_PlayerIcon_Perks_07	Natural Resistance		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_07.dds	004865B6	ATX_ENTM_PlayerIcon_Perks_07	Natural Resistance Player Icon	
004865A8	ATX_AVTR_PlayerIcon_Perks_06	Master Heavy Gunner		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_06.dds	004865B5	ATX_ENTM_PlayerIcon_Perks_06	Master Heavy Gunner Player Icon	
004865A7	ATX_AVTR_PlayerIcon_Perks_05	Ordinance Express		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_05.dds	004865B4	ATX_ENTM_PlayerIcon_Perks_05	Ordnance Express Player Icon	
004865A6	ATX_AVTR_PlayerIcon_Perks_04	Night Eyes		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_04.dds	004865B3	ATX_ENTM_PlayerIcon_Perks_04	Night Eyes Player Icon	
004865A5	ATX_AVTR_PlayerIcon_Perks_03	Escape Artist		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_03.dds	004865B2	ATX_ENTM_PlayerIcon_Perks_03	Escape Artist Player Icon	
004865A4	ATX_AVTR_PlayerIcon_Perks_02	Master Slugger		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_02.dds	004865B1	ATX_ENTM_PlayerIcon_Perks_02	Master Slugger Player Icon	
004865A2	ATX_AVTR_PlayerIcon_Perks_01	Gladiator		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_01.dds	004865A3	ATX_ENTM_PlayerIcon_Perks_01	Gladiator Player Icon	
004865A1	AVTR_PlayerIcon_Object_15_Default	Med Kit		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_15.dds				
004865A0	ATX_AVTR_PlayerIcon_Object_14	Lunch		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_14.dds	00486595	ATX_ENTM_PlayerIcon_Object_14	Lunch Player Icon	
0048659F	ATX_AVTR_PlayerIcon_Object_13	Big Red Button		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_13.dds	00486594	ATX_ENTM_PlayerIcon_Object_13	Big Red Button Player Icon	
0048659E	ATX_AVTR_PlayerIcon_Object_12	Suited Up		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_12.dds	00486593	ATX_ENTM_PlayerIcon_Object_12	Suited Up Player Icon	
0048659D	ATX_AVTR_PlayerIcon_Object_11	Pip-Boy 3000 Mark IV		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_11.dds	00486592	ATX_ENTM_PlayerIcon_Object_11	Pip-Boy 3000 Mark IV Player Icon	
0048659C	ATX_AVTR_PlayerIcon_Object_10	Fat Stacks		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_10.dds	00486591	ATX_ENTM_PlayerIcon_Object_10	Fat Stacks Player Icon	
0048659B	ATX_AVTR_PlayerIcon_Object_09	Nuked!		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_09.dds	00486590	ATX_ENTM_PlayerIcon_Object_09	Nuked! Player Icon	
0048659A	ATX_AVTR_PlayerIcon_Object_08	Giddyup Buttercup		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_08.dds	0048658F	ATX_ENTM_PlayerIcon_Object_08	Giddyup Buttercup Player Icon	
00486599	ATX_AVTR_PlayerIcon_Object_07	Nuka-Cap		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_07.dds	0048658E	ATX_ENTM_PlayerIcon_Object_07	Nuka-Cap Player Icon	
00486598	ATX_AVTR_PlayerIcon_Object_06	Sugar Bombs		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_06.dds	0048658D	ATX_ENTM_PlayerIcon_Object_06	Sugar Bombs Player Icon	
00486597	ATX_AVTR_PlayerIcon_Object_05	Pork and Beans		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_05.dds	0048658C	ATX_ENTM_PlayerIcon_Object_05	Pork and Beans Player Icon	
00486596	ATX_AVTR_PlayerIcon_Object_04	Cheers!		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_04.dds	0048658B	ATX_ENTM_PlayerIcon_Object_04	Cheers! Player Icon	
0048658A	ATX_AVTR_PlayerIcon_Object_03	Stimpak		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_03.dds	00486584	ATX_ENTM_PlayerIcon_Object_03	Stimpak Player Icon	
00486589	AVTR_PlayerIcon_Object_01_Default	Corvega		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_01.dds				
00486587	AVTR_PlayerIcon_Melee_01_Default	Cleaver		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Melee1.dds				
00486585	AVTR_PlayerIcon_Melee_02_Default	Baseball Bat		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Melee2.dds				
00486583	ATX_AVTR_PlayerIcon_Object_02	T-60		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Object_02.dds	00486586	ATX_ENTM_PlayerIcon_Object_02	T-60 Player Icon	
00486574	ATX_AVTR_PlayerIcon_Holiday_14	Green Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_14.dds	00486582	ATX_ENTM_PlayerIcon_Holiday_14	Green Boy Player Icon	
00486573	ATX_AVTR_PlayerIcon_Holiday_13	Pilgrim Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_13.dds	00486581	ATX_ENTM_PlayerIcon_Holiday_13	Pilgrim Boy Player Icon	
00486572	ATX_AVTR_PlayerIcon_Holiday_12	Mr. Claus		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_12.dds	00486580	ATX_ENTM_PlayerIcon_Holiday_12	Mr. Claus Player Icon	
00486571	ATX_AVTR_PlayerIcon_Holiday_11	Elf Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_11.dds	0048657F	ATX_ENTM_PlayerIcon_Holiday_11	Elf Boy Player Icon	
00486570	ATX_AVTR_PlayerIcon_Holiday_10	Witch Way		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_10.dds	0048657E	ATX_ENTM_PlayerIcon_Holiday_10	Witch Way Player Icon	
0048656F	ATX_AVTR_PlayerIcon_Holiday_09	Mummy Dearest		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_09.dds	0048657D	ATX_ENTM_PlayerIcon_Holiday_09	Mummy Dearest Player Icon	
0048656E	ATX_AVTR_PlayerIcon_Holiday_08	Vamp Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_08.dds	0048657C	ATX_ENTM_PlayerIcon_Holiday_08	Vamp Boy Player Icon	
0048656D	ATX_AVTR_PlayerIcon_Holiday_07	Franken Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_07.dds	0048657B	ATX_ENTM_PlayerIcon_Holiday_07	Franken Boy Player Icon	
0048656C	ATX_AVTR_PlayerIcon_Holiday_06	Snowboy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_06.dds	0048657A	ATX_ENTM_PlayerIcon_Holiday_06	Snowboy Player Icon	
0048656B	ATX_AVTR_PlayerIcon_Holiday_05	Skeleboy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_05.dds	00486579	ATX_ENTM_PlayerIcon_Holiday_05	Skeleboy Player Icon	
0048656A	ATX_AVTR_PlayerIcon_Holiday_04	Pilgrim Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_04.dds	00486578	ATX_ENTM_PlayerIcon_Holiday_04	Pilgrim Girl Player Icon	
00486569	ATX_AVTR_PlayerIcon_Holiday_03	Mrs. Claus		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_03.dds	00486577	ATX_ENTM_PlayerIcon_Holiday_03	Mrs. Claus Player Icon	
00486568	ATX_AVTR_PlayerIcon_Holiday_02	Elf Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_02.dds	00486576	ATX_ENTM_PlayerIcon_Holiday_02	Elf Girl Player Icon	
00486567	ATX_AVTR_PlayerIcon_Holiday_01	Bewitching		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_01.dds	00486575	ATX_ENTM_PlayerIcon_Holiday_01	Bewitching Player Icon	
004856A2	AVTR_PlayerIcon_Graphic_13_Default	Vault-Tec		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_13.dds				
004856A1	AVTR_PlayerIcon_Graphic_12_Default	Lightning		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_12.dds				
004856A0	ATX_AVTR_PlayerIcon_Graphic_11	Free States		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_11.dds	004856AC	ATX_ENTM_PlayerIcon_Graphic_11	Free States Player Icon	
0048569F	ATX_AVTR_PlayerIcon_Graphic_10	Responders		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_10.dds	004856AB	ATX_ENTM_PlayerIcon_Graphic_10	Responders Player Icon	
0048569E	ATX_AVTR_PlayerIcon_Graphic_09	Cutthroat Crag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_09.dds	004856AA	ATX_ENTM_PlayerIcon_Graphic_09	Cutthroat Crag Player Icon	
0048569D	ATX_AVTR_PlayerIcon_Graphic_08	Raiders		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_08.dds	004856A9	ATX_ENTM_PlayerIcon_Graphic_08	Raiders Player Icon	
0048569C	ATX_AVTR_PlayerIcon_Graphic_07	Red Rocketship		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_07.dds	004856A8	ATX_ENTM_PlayerIcon_Graphic_07	Red Rocketship Player Icon	
0048569B	ATX_AVTR_PlayerIcon_Graphic_06	Ink of the World		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_06.dds	004856A7	ATX_ENTM_PlayerIcon_Graphic_06	Ink of the World Player Icon	
0048569A	ATX_AVTR_PlayerIcon_Graphic_05	Embrace		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_05.dds	004856A6	ATX_ENTM_PlayerIcon_Graphic_05	Embrace Player Icon	
00485699	ATX_AVTR_PlayerIcon_Graphic_04	Radioactivity		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_04.dds	004856A5	ATX_ENTM_PlayerIcon_Graphic_04	Radioactivity Player Icon	
00485698	ATX_AVTR_PlayerIcon_Graphic_03	Wavy Waves		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_03.dds	004856A4	ATX_ENTM_PlayerIcon_Graphic_03	Wavy Waves Player Icon	
00485697	ATX_AVTR_PlayerIcon_Graphic_02	Splish Splash		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_02.dds	004856A3	ATX_ENTM_PlayerIcon_Graphic_02	Splish Splash Player Icon	
00485695	ATX_AVTR_PlayerIcon_Graphic_01	Wavy Willard		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_01.dds	00485696	ATX_ENTM_PlayerIcon_Graphic_01	Wavy Willard Player Icon	
00485694	ATX_AVTR_PlayerIcon_Fallout4	Fallout 4		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Fallout4.dds	004856AD	ATX_ENTM_PlayerIcon_Fallout4	Fallout 4 Player Icon	
0048524F	ATX_AVTR_PlayerIcon_Creature_14	Mr. Handy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_14.dds	0048525D	ATX_ENTM_PlayerIcon_Creature_14	Mr. Handy Player Icon	
0048524E	ATX_AVTR_PlayerIcon_Creature_13	Dogmeat		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_13.dds	0048525C	ATX_ENTM_PlayerIcon_Creature_13	Dogmeat Player Icon	
0048524D	ATX_AVTR_PlayerIcon_Creature_12	Jangles		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_12.dds	0048525B	ATX_ENTM_PlayerIcon_Creature_12	Jangles Player Icon	
0048524C	ATX_AVTR_PlayerIcon_Creature_11	Weak Feral Ghoul		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_11.dds	0048525A	ATX_ENTM_PlayerIcon_Creature_11	Weak Feral Ghoul Player Icon	
0048524B	ATX_AVTR_PlayerIcon_Creature_10	Super Mutant		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_10.dds	00485259	ATX_ENTM_PlayerIcon_Creature_10	Super Mutant Player Icon	
0048524A	ATX_AVTR_PlayerIcon_Creature_09	Faschnacht		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_09.dds	00485258	ATX_ENTM_PlayerIcon_Creature_09	Waggis Player Icon	
00485249	ATX_AVTR_PlayerIcon_Creature_08	Crocolossus		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_08.dds	00485257	ATX_ENTM_PlayerIcon_Creature_08	Crocolossus Player Icon	
00485248	ATX_AVTR_PlayerIcon_Creature_07	Mr. Fuzzy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_07.dds	00485256	ATX_ENTM_PlayerIcon_Creature_07	Mr. Fuzzy Player Icon	
00485247	ATX_AVTR_PlayerIcon_Creature_06	Better Than One		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_06.dds	00485255	ATX_ENTM_PlayerIcon_Creature_06	Better Than One Icon	
00485246	ATX_AVTR_PlayerIcon_Creature_05	Brahmin		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_05.dds	00485254	ATX_ENTM_PlayerIcon_Creature_05	Brahmin Player Icon	
00485245	ATX_AVTR_PlayerIcon_Creature_04	Cappy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_04.dds	00485253	ATX_ENTM_PlayerIcon_Creature_04	Cappy Player Icon	
00485244	ATX_AVTR_PlayerIcon_Creature_03	Bottle		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_03.dds	00485252	ATX_ENTM_PlayerIcon_Creature_03	Bottle Player Icon	
00485243	ATX_AVTR_PlayerIcon_Creature_02	Mole Rat		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_02.dds	00485251	ATX_ENTM_PlayerIcon_Creature_02	Mole Rat Player Icon	
00485242	ATX_AVTR_PlayerIcon_Creature_01	Tom Turkey		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature_01.dds	00485250	ATX_ENTM_PlayerIcon_Creature_01	Tom Turkey Player Icon	
0047491D	ATX_AVTR_PlayerIcon_NukaGirl	Rocket Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NukaGirl.dds	00486588	ATX_ENTM_PlayerIcon_NukaGirl	Rocket Girl Player Icon	
00468C00	ATX_AVTR_PlayerIcon_Holiday_15	New Year's		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_15.dds	00468C01	ATX_ENTM_PlayerIcon_Holiday_15	New Year's Player Icon	
00451EC8	AVTR_PlayerIcon_BluePrint_Default	Plans		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_BluePrint.dds				
00416632	Babylon_AVTR_PlayerIcon_PowerArmor	Power Armor		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_comic_40.dds	0041662D	Babylon_ENTM_PlayerIcon_PowerArmor	Power Armor Player Icon	
00416631	Babylon_AVTR_PlayerIcon_NukeGogglesWoman	Nuke Goggles Woman		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_comic_29.dds	0041662C	Babylon_ENTM_PlayerIcon_NukeGogglesWoman	Nuke Goggles Woman Player Icon	
00416630	Babylon_AVTR_PlayerIcon_NukeGogglesMan	Nuke Goggles Man		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_comic_30.dds	0041662B	Babylon_ENTM_PlayerIcon_NukeGogglesMan	Nuke Goggles Man Player Icon	
0041662F	Babylon_AVTR_PlayerIcon_NukeSkull	Nuke Skull		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_comic_11.dds	0041662A	Babylon_ENTM_PlayerIcon_NukeSkull	Nuke Skull Player Icon	
0041662E	Babylon_AVTR_PlayerIcon_Skeleton	Skeleton		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_comic_24.dds	00416629	Babylon_ENTM_PlayerIcon_Skeleton	Skeleton Player Icon	
003FBB65	Babylon_AVTR_PlayerIcon_Crate_Epic	Epic Crate		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_Crate_Epic.dds	003FBB62	Babylon_ENTM_PlayerIcon_Crate_Epic	Epic Crate Player Icon	
003FBB64	Babylon_AVTR_PlayerIcon_Crate_Medium	Medium Crate		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_Crate_Medium.dds	003FBB61	Babylon_ENTM_PlayerIcon_Crate_Medium	Medium Crate Player Icon	
003FBB63	Babylon_AVTR_PlayerIcon_Crate_Small	Small Crate		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_Crate_Small.dds	003FBB60	Babylon_ENTM_PlayerIcon_Crate_Small	Small Crate Player Icon	
003FBB2F	Babylon_AVTR_PlayerIcon_VaultBoy_Camera	Vault Boy with Camera		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_VaultBoy_Camera.dds	003FBB52	Babylon_ENTM_PlayerIcon_VaultBoy_Camera	Vault Boy with Camera Player Icon	
003FBB2E	Babylon_AVTR_PlayerIcon_VaultBoy_BadHair_Male	Bad Hair Male		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_VaultBoy_BadHair_Male.dds	003FBB51	Babylon_ENTM_PlayerIcon_VaultBoy_BadHair_Male	Bad Hair Male Player Icon	
003FBB2D	Babylon_AVTR_PlayerIcon_VaultBoy_BadHair_Female	Bad Hair Female		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_VaultBoy_BadHair_Female.dds	003FBB50	Babylon_ENTM_PlayerIcon_VaultBoy_BadHair_Female	Bad Hair Female Player Icon	
003FBB2C	Babylon_AVTR_PlayerIcon_Vault51	Vault 51 Logo		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_Vault51.dds	003FBB4F	Babylon_ENTM_PlayerIcon_Vault51	Vault 51 Player Icon	
003FBB28	Babylon_AVTR_PlayerIcon_Sloth	MegaSloth		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_Sloth.dds	003FBB4B	Babylon_ENTM_PlayerIcon_Sloth	MegaSloth Player Icon	
003FBB26	Babylon_AVTR_PlayerIcon_PocketWatch	Pocket Watch		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_PocketWatch.dds	003FBB49	Babylon_ENTM_PlayerIcon_PocketWatch	Pocket Watch Player Icon	
003FBB23	Babylon_AVTR_PlayerIcon_MrHandy	Mr. Handy		Textures/ATX/Storefront/Player/PlayerIcons/Babylon_PlayerIcon_MrHandy.dds	003FBB46	Babylon_ENTM_PlayerIcon_MrHandy	Mr. Handy Player Icon	
0009DA4C	DEBUG_ATX_AVTR_PlayerIcon01	Test Player Avatar		ATX_PlayerIcon_VaultGirl_76	0009DA3B	DEBUG_ATX_ENTM_PlayerIcon_PlayerIcon01	Test Player Icon	
0009D24C	AVTR_PlayerIcon_VaultBoy_76_Default	Vault 76 Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_76.dds				0009D234:Avatar_DO:ATXO
