WEAP_FormID	WEAP_EDID	WEAP_FULL	WEAP_Model	XALG_Flags	EILV_Level	ETYP_EquipType	PTRN_PreviewTransform	IBSD_BreakSound	KeywordCount	Keywords	APPR_SlotCount	APPR_Slots
000DF259	crAssaultronRightClaw					RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		2	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]	0	
000DF25A	crAssaultronLeftClaw					LeftHandOther [EQUP:0023E486]	xTranMelee [TRNS:00020D51]		2	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]	0	
000DF42E	CombatRifle	Combat Rifle			20	BothHands [EQUP:00013F45]	xTranRifleBig [TRNS:00031C16]	UIBreakWeapon [SNDR:004ED233]	18	s_IronSightsRifle [KYWD:0003ADB4]|AnimsGripRifleStraight [KYWD:000464EF]|WeaponTypeRifle "Rifle" [KYWD:0004A0A1]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|AnimsCombatShotgun [KYWD:000B9560]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|s_40_RifleCombat [KYWD:0012779C]|ma_CombatRifle [KYWD:001790F7]|AnimsCombatRifle [KYWD:001B4687]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeRanged [KYWD:0033A7C8]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeRifle [KYWD:003CFD8B]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_Misc_Legendarycrafting_Weapon_Ranged4 [KYWD:006214D7]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_legendarycrafting_weaponexplosivebullets "BALLISTIC WEAPONS" [KYWD:00788126]	8	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000DF621	crFireHydrantBat	Fire Hydrant Bat				BothHandsOptional [EQUP:0004334C]	xTranMelee [TRNS:00020D51]		7	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeHammer [KYWD:0033AB13]|WeaponTypeClub [KYWD:0033AB15]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]	4	ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
000E56C2	fragMine	Fragmentation Mine				GrenadeSlot [EQUP:00046AAC]	xTranmine [TRNS:0012EF95]		8	WeaponTypeExplosive "Explosive" [KYWD:0004C922]|AnimsMine [KYWD:000E56C4]|WeaponTypeMine [KYWD:0010C414]|WeaponTypeGrenade [KYWD:0010C415]|UnscrappableObject [KYWD:001CC46A]|UI_WeaponTypeMine [KYWD:003CFD78]|ObjectTypeOrdnance [KYWD:0043B758]|ItemRarity_Medium [KYWD:0056EFA9]	0	
000E5750	nukaGrenade	Nuka Grenade				GrenadeSlot [EQUP:00046AAC]	xTrangrenade [TRNS:0012EF94]		11	WeaponTypeThrown "Throwing" [KYWD:0004A0A6]|WeaponTypeExplosive "Explosive" [KYWD:0004C922]|ObjectTypeWeapon [KYWD:000F4AEA]|WeaponTypeGrenade [KYWD:0010C415]|UnscrappableObject [KYWD:001CC46A]|WeaponTypeNukaGrenade [KYWD:0021968C]|WeaponTypeRadiation "Radiation" [KYWD:0033A7CA]|UI_WeaponTypeNukaGrenade [KYWD:003CFD7C]|ObjectTypeOrdnance [KYWD:0043B758]|PerkLastLaughGrenade [KYWD:0043CEFF]|ItemRarity_Epic [KYWD:0056EFAB]	0	
000E5881	Flamer	Flamer			30	BothHands [EQUP:00013F45]	xTranFlamer [TRNS:00248ABD]	UIBreakWeapon [SNDR:004ED233]	22	s_IronSightsRifle [KYWD:0003ADB4]|VATSWeaponLongBurst [KYWD:0004742D]|WeaponTypeAutomatic [KYWD:0004A0A2]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|AnimsFlamer [KYWD:000E5882]|s_40_Flamer [KYWD:000EB266]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_Flamer [KYWD:00148432]|NoRicochet [KYWD:002049E5]|WeaponTypeFlamer [KYWD:00225760]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|PhotomodeGripHeavy [KYWD:003C94BF]|UI_WeaponTypeFlamer [KYWD:003CFD70]|WeaponTypeFireDamage "Fire" [KYWD:0051850D]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_Misc_Legendarycrafting_Weapon_Ranged4 [KYWD:006214D7]|ma_Flamer_CanHaveNozzles [KYWD:006E2248]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_CanHavePaint [KYWD:007AE382]	14	ap_gun_Barrel [KYWD:0002249D]|ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Misc [KYWD:001A8B4B]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_TankMove [KYWD:001E8CAD]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Item_Description [KYWD:00521926]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000E98E5	HalluciGenGrenade	HalluciGen Gas Grenade				GrenadeSlot [EQUP:00046AAC]	HgenGasGrenade [TRNS:0043CF66]		5	WeaponTypeThrown "Throwing" [KYWD:0004A0A6]|WeaponTypeGrenade [KYWD:0010C415]|UnscrappableObject [KYWD:001CC46A]|UI_WeaponTypeThrown [KYWD:003CFD86]|PerkLastLaughGrenade [KYWD:0043CEFF]	0	
000EB340	crUnarmedSuperMutant	Unarmed Super Mutant				BothHandsOptional [EQUP:0004334C]			3	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]|CanUnarmedBlockKeyword [KYWD:00230326]	0	
000ED6E4	crUnarmedGorilla	Unarmed Gorilla				EitherHand [EQUP:00013F44]			2	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]	0	
000EDCE8	crHandyFlamethrowerLeft	Flamethrower				HandyLeftHandRMOptional [EQUP:00047321]			4	HandyWeaponRanged [KYWD:000B1D2D]|s_40_Flamer_MrHandy [KYWD:001B40C2]|NoRicochet [KYWD:002049E5]|WeaponTypeRanged [KYWD:0033A7C8]	0	
000EDCE9	crHandyFlamethrowerMiddle	Flamethrower				HandyMiddleHandRLOptional [EQUP:00047323]			4	HandyWeaponRanged [KYWD:000B1D2D]|s_40_Flamer_MrHandy [KYWD:001B40C2]|NoRicochet [KYWD:002049E5]|WeaponTypeRanged [KYWD:0033A7C8]	0	
000EDCEA	crHandyPincherLeft	Pincher				HandyLeftHandRMOptional [EQUP:00047321]			1	HandyWeaponPincher [KYWD:000B1D2E]	0	
000EDCEB	crHandyPincherRight	Pincher				HandyRightHandLMOptional [EQUP:000471A2]			1	HandyWeaponPincher [KYWD:000B1D2E]	0	
000EDCEC	crHandySawRight	Saw				HandyRightHandLMOptional [EQUP:000471A2]			1	HandyWeaponSaw [KYWD:000B1D2C]	0	
000EDCED	crHandySawMiddle	Saw				HandyMiddleHandRLOptional [EQUP:00047323]			1	HandyWeaponSaw [KYWD:000B1D2C]	0	
000EEBED	fragGrenade	Fragmentation Grenade				GrenadeSlot [EQUP:00046AAC]	xTrangrenade [TRNS:0012EF94]		10	WeaponTypeThrown "Throwing" [KYWD:0004A0A6]|WeaponTypeExplosive "Explosive" [KYWD:0004C922]|ObjectTypeWeapon [KYWD:000F4AEA]|WeaponTypeGrenade [KYWD:0010C415]|UnscrappableObject [KYWD:001CC46A]|UI_WeaponTypeThrown [KYWD:003CFD86]|ObjectTypeOrdnance [KYWD:0043B758]|PerkLastLaughGrenade [KYWD:0043CEFF]|WeaponTypeFragGrenade [KYWD:004869B4]|ItemRarity_Low [KYWD:0056EFA8]	0	
000FA2F6	Ripper	Ripper			40	RightHand [EQUP:00013F42]	xTranMeleeRipper [TRNS:0010A2C3]	UIBreakWeapon [SNDR:004ED233]	17	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|AnimsStabWeapon [KYWD:000CF6B7]|Anims1hmShortWeapon [KYWD:000D20A6]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|AnimsRipper [KYWD:0011FB88]|ma_Ripper [KYWD:00188A8F]|s_40_Ripper [KYWD:00213FDE]|WeaponTypeRipper [KYWD:00225767]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|UI_WeaponTypeRipper [KYWD:003CFD84]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|WeaponTypeAutomaticMelee "Power Tool" [KYWD:006D5081]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000FA2FB	Shishkebab	Shishkebab			35	RightHand [EQUP:00013F42]	xTranMeleeShish [TRNS:0012EF97]	UIBreakWeapon [SNDR:004ED233]	17	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_Shishkebab [KYWD:0014EC5B]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeShishkebab [KYWD:00225768]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeSword [KYWD:0033AB17]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|UI_WeaponTypeShishkebab [KYWD:003CFD85]|ma_Melee_Appearance [KYWD:005117B1]|WeaponTypeFireDamage "Fire" [KYWD:0051850D]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|WeaponTypeBleedDamage "Bleed" [KYWD:00824367]	10	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Item_Description [KYWD:00521926]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000FA3E8	PoolCue	Pool Cue			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	19	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_PoolCue [KYWD:0018782A]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypePiercing [KYWD:0033AB14]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeArchaic "Archaic" [KYWD:0033AB23]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|WeaponTypeImprovised "Improvised" [KYWD:0033AB25]|UI_WeaponTypeMelee2H [KYWD:003CFD88]|UI_WeaponTypemelee2HBlunt [KYWD:003D0E7F]|ObjectTypeSports [KYWD:0044D498]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	7	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000FC3EC	crWeapMirelurkKing	Sonic Attack				MiddleHand [EQUP:0001A02F]	xTranPistol [TRNS:00031C13]		4	QuickkeyGun [KYWD:0010C485]|crWeaponRanged [KYWD:00189348]|NoRicochet [KYWD:002049E5]|WeaponTypeRanged [KYWD:0033A7C8]	0	
000FC9C3	LeadPipe	Lead Pipe			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	15	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_LeadPipe [KYWD:00187814]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeClub [KYWD:0033AB15]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee1HBlunt [KYWD:003D0E81]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000FCDC7	crProtectron01RightArmLaserGun				1	RightHand [EQUP:00013F42]	xTranHandmadeGun [TRNS:00054B13]		4	WeaponTypeLaser [KYWD:00092A84]|s_40_LaserProtectron [KYWD:0024968E]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]	0	
000FDC7D	WalkingCane	Walking Cane			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	16	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_WalkingCane [KYWD:00185D12]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeClub [KYWD:0033AB15]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee1HBlunt [KYWD:003D0E81]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	9	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000FDC81	Switchblade	Switchblade			10	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	16	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|AnimsStabWeapon [KYWD:000CF6B7]|Anims1hmShortWeapon [KYWD:000D20A6]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_Switchblade [KYWD:00187846]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|WeaponTypeKnives [KYWD:0033AB1C]|UI_WeaponTypemelee1HBlade [KYWD:003D0E7D]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	10	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Item_Description [KYWD:00521926]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000D83BF	PipeWrench	Pipe Wrench			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	13	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_PipeWrench [KYWD:00187820]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee1HBlunt [KYWD:003D0E81]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	9	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000D8576	DeathclawGauntlet	Deathclaw Gauntlet			30	BothHandsLeftOptional [EQUP:0004334D]	xTranDeathclawGauntlet [TRNS:00248AB0]	UIBreakWeapon [SNDR:004ED233]	19	Anims1hmWeapon [KYWD:00023465]|AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]|AnimsStabWeapon [KYWD:000CF6B7]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|animsDeathClawGauntlet [KYWD:00127563]|ma_DeathclawGauntlet [KYWD:00187A07]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeHandToHand [KYWD:00226453]|CanUnarmedBlockKeyword [KYWD:00230326]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|WeaponTypeGloves [KYWD:0033AB1B]|UI_WeaponTypeHandToHand [KYWD:003CFD75]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	9	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000E27A3	crVertibirdGunLeft	Vertibot Front Left Cannon				LeftHand [EQUP:00013F43]	xTranPistol [TRNS:00031C13]		2	s_40_VertibirdFrontCannonLeft [KYWD:000E5283]|crWeaponRanged [KYWD:00189348]	0	
000E27A4	crVertibirdGunRight	Vertibot Front Right Cannon				RightHand [EQUP:00013F42]	xTranPistol [TRNS:00031C13]		2	crWeaponRanged [KYWD:00189348]|s_40_VertibirdFrontCannonRight [KYWD:00231DA8]	0	
000E27BC	GatlingLaser	Gatling Laser			25	BothHands [EQUP:00013F45]	xTranGatlingLaser [TRNS:00248AB1]	UIBreakWeapon [SNDR:004ED233]	21	dn_weap_EnergyGun [KYWD:0003E208]|VATSWeaponLongBurst [KYWD:0004742D]|WeaponTypeAutomatic [KYWD:0004A0A2]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|WeaponTypeLaser [KYWD:00092A84]|AnimsGatlingLaser [KYWD:000E27BD]|VATSWeaponLaserBeam [KYWD:000EA8FB]|ObjectTypeWeapon [KYWD:000F4AEA]|s_40_RifleLaserGatling [KYWD:000FE26E]|QuickkeyGun [KYWD:0010C485]|ma_GatlingLaser [KYWD:001466F0]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeGatlingLaser [KYWD:0022575E]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|PhotomodeGripHeavy [KYWD:003C94BF]|UI_WeaponTypeGatlingLaser [KYWD:003CFD73]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_Misc_Legendarycrafting_Weapon_Ranged4 [KYWD:006214D7]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	11	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Misc [KYWD:001A8B4B]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_mod1 [KYWD:0040BD77]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
000E7AB9	sledgehammer	Sledgehammer			10	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	13	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_Sledgehammer [KYWD:00184A2F]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeHammer [KYWD:0033AB13]|WeaponTypeArchaic "Archaic" [KYWD:0033AB23]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee2HBlunt [KYWD:003D0E7F]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
