LSCR_FormID	LSCR_EDID	DESC_Description	ConditionCount	Conditions	BNAM_BackgroundImage	NNAM_LoadingScreenNIF	TNAM_Transform	ONAM_Rotation	ZNAM_Zoom	MOD2_CameraPath	PNAM_Unknown	LSST_LoadingScreenText	RefBy_QUST_FormIDs	RefBy_QUST_EDIDs
0053042D	Faction_BoS02	"Taggerdy's Thunder" was a US Army Ranger unit led by Lieutenant Elizabeth Taggerdy. She continued to lead her troops - as a Paladin - after they all joined the Brotherhood of Steel.	2	Subject|GetInCurrentLocation|000012A2:RegionCranberryBogLocation:LCTN|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|5.000000|10100000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0053043A	Faction_Responders03	Survival and security became paramount after the devastation of the Great War, and the Responders desperately tried to help as many of their neighbors as they could.	3	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|00015554:LocForestFlatwoodsLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|00048318:LocForestMorgantownLocation:LCTN|1.000000|10010000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530423	Region_Mire01	Known as the "Mire" by the survivors of Appalachia, this swampy region is home to twisting vines, large tree canopies, and tall grass. All easy places for things to hide...	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000045E1:RegionSwampForestLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0053042C	Region_CranberryBog05	All public services in the city of Watoga were designed to be completely automated, including a full staff of security robots.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000012A2:RegionCranberryBogLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0053042B	Region_CranberryBog04	Watoga was built as a joint effort between the federal government, RobCo, and Atomic Mining Services to build a "city of the future." 	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000012A2:RegionCranberryBogLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530430	Faction_FreeStates01	The Free States were a group of Appalachian anarchists who seceded from the United States shortly before the bombs fell.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000045E1:RegionSwampForestLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530435	Faction_Raiders01	The Raider groups of Appalachia were bloodthirsty psychopaths who terrorized the other survivors, taking whatever they wanted from them.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|001789F8:RegionMountainLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
00530428	Region_CranberryBog01	The colorful red florae of the Cranberry Bog were originally West Virginia's naturally occurring cranberry, pitcher, and sundew plants.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000012A2:RegionCranberryBogLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530429	Region_CranberryBog02	The survivors of Appalachia avoided the Cranberry Bog more than any other region, and only the most well-equipped dared to travel here.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000012A2:RegionCranberryBogLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530427	Region_Mire05	Camp Venture was a survival skills training facility, open to tourists who wanted to learn how to rough it out in the wilderness. Hopefully, those lessons came in handy.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000045E1:RegionSwampForestLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0053042E	Faction_BoS04	Paladin Taggerdy was known for only recruiting from those who had military experience and found it difficult to coordinate with the other, more "civilian" factions in Appalachia.	2	Subject|GetInCurrentLocation|000012A2:RegionCranberryBogLocation:LCTN|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|5.000000|10100000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0053042F	Faction_BoS05	Built from the ruins of Allegheny Asylum, Fort Defiance served as headquarters for the newly-established Appalachian branch of the Brotherhood of Steel.	2	Subject|GetInCurrentLocation|0031BF16:LocCranberryAlleghenyAsylumInteriorLocation:LCTN|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|5.000000|10100000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530425	Region_Mire03	The Dyer Chemical plant originally produced animal feed and other phosphates used for nearby farms.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000045E1:RegionSwampForestLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530426	Region_Mire04	Harpers Ferry was a small town that depended on tourism. This put them at odds with the growing "Free States" movement, whose conspiracy theories put off patriotic visitors.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000045E1:RegionSwampForestLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530438	Faction_Responders01	After the Great War, Appalachia's emergency personnel mobilized to help their fellow citizens. These Responders became part government, part crisis relief.	3	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|00015554:LocForestFlatwoodsLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|00048318:LocForestMorgantownLocation:LCTN|1.000000|10010000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530439	Faction_Responders02	The Responders provided automated survival training to anyone in need. And it was needed quite a bit.	3	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|00015554:LocForestFlatwoodsLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|00048318:LocForestMorgantownLocation:LCTN|1.000000|10010000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00530437	Faction_Raiders03	After the bombs fell, several wealthy tourists on Appalachian ski holidays reverted to their baser instincts. Selfishness turned to violence, and these entitled elitists became vicious Raiders.	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|001789F8:RegionMountainLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Building.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
00530424	Region_Mire02	Mutated plants known as "Strangler" vines infest the Mire. They seem to attach to living things, notably the large trees in the area. 	2	Subject|GetRandomPercent|00 00 00 00|5.000000|10100000##Subject|GetInCurrentLocation|000045E1:RegionSwampForestLocation:LCTN|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Field.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C55	CUT_Perk_Penetrator	There's nowhere to hide! When in V.A.T.S., the Penetrator Perk allows you to target an enemy's body parts that are blocked by cover.	3	Subject|GetGlobalValue|00036E00:TrueGlobal:GLOB|0.000000|10000000##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C56	Perk_PerceptiBobble	The Percepti-Bobble Perk will give you a directional audio cue when a Bobblehead is nearby.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Building.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C26	Perk_Hacker	The Hacker Perk allows you to hack level 1 terminals. This stacks with Expert Hacker and Master Hacker, allowing you to hack level 3 terminals if you have all three equipped.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Field.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C1E	Perk_Scrounger	Always low on ammo? Equip the Scrounger Perk, and you'll have an increased chance to find extra ammunition in containers.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C1A	Perk_FirstAid	Need more from your Stimpaks? Equip the First Aid Perk, and they'll heal more damage.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_ToxicValley.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C18	Perk_ActionBoy	Always running low on Action Points? Equip the Action Boy or Action Girl Perks, and you'll regenerate Action Points faster.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C64	Perk_WastelandWhisperer	With the Wasteland Whisperer Perk equipped, you can aim at various Wasteland creatures with your gun and attempt to pacify them.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C3C	Perk_Barbarian	Want to channel your inner Grognak? With the Barbarian Perk, you gain increased damage resistance. The higher your Strength, the greater the resistance.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C62	Perk_TravelAgent	The Travel Agent Perk allows you to Fast Travel while overencumbered at an increased cost.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C60	Perk_TeamMedic	With the Team Medic Perk equipped, using a Stimpak also heals nearby teammates for a smaller amount. This effect is increased if you also have the First Aid and Field Surgeon Perks equipped.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C3A	Perk_Armorer	Why settle for some "off-the-shelf" piece of armor? Craft your own modifications with the Armorer Perk!	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C5E	Perk_StrangeInNumbers	With the Strange In Numbers Perk, the positive effects of mutations are stronger if your teammates are mutated too.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C1F	Perk_ButchersBounty	Equip the Butcher's Bounty Perk for an increased chance to find extra meat when searching animal corpses.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Stream.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C5C	Perk_Shotgunner	The Easy Target Perk increases the damage you deal to targets that have been crippled.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C38	Perk_AnimalFriend	The Animal Friend Perk allows you to aim your gun at animals and attempt to pacify them.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C5A	Perk_RoboticsExpert	With the Robotics Expert Perk equipped, you can attempt to hack robots in order to pacify them.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C27	Perk_LoneWanderer	Who needs other people? Equip the Lone Wanderer Perk, and you'll take less damage and regenerate Action Points faster when you're not on a team.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C58	Perk_RadSponge	Equip the Rad Sponge perk, and whenever you take radiation damage, you remove radiation damage from your teammates.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C57	Perk_Philanthropist	Hate to eat alone? Equip the Philanthropist Perk, and whenever you eat or drink, your teammates will also satisfy a small amount of thirst and hunger.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C54	Perk_Pannapictagraphist	The Pannapictagraphist Perk will give you a directional audio cue when a Magazine is nearby.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
